,Unnamed: 0,Date,time,Nitric oxide,status,unit,Nitrogen dioxide,status.1,unit.1,Nitrogen oxides as nitrogen dioxide,status.2,unit.2,PM<sub>2.5</sub> particulate matter (Hourly measured),status.3,unit.3
6665,6665,04-10-2020,18:00,2.70089,R,ugm-3,23.09953,R,ugm-3,27.24084,R,ugm-3,4.0,R,ugm-3 (BAM)
6666,6666,04-10-2020,19:00,5.88655,R,ugm-3,38.03129,R,ugm-3,47.05721,R,ugm-3,5.0,R,ugm-3 (BAM)
6667,6667,04-10-2020,20:00,1.21194,R,ugm-3,19.88098,R,ugm-3,21.73926,R,ugm-3,6.0,R,ugm-3 (BAM)
6668,6668,04-10-2020,21:00,1.17731,R,ugm-3,22.33768,R,ugm-3,24.14286,R,ugm-3,5.0,R,ugm-3 (BAM)
6669,6669,04-10-2020,22:00,2.42387,R,ugm-3,32.60456,R,ugm-3,36.32112,R,ugm-3,4.0,R,ugm-3 (BAM)
6670,6670,04-10-2020,23:00,2.59701,R,ugm-3,30.20256,R,ugm-3,34.18458,R,ugm-3,6.0,R,ugm-3 (BAM)
6671,6671,04-10-2020,24:00,1.14268,R,ugm-3,25.22168,R,ugm-3,26.97377,R,ugm-3,9.0,R,ugm-3 (BAM)
6672,6672,05-10-2020,01:00,1.80191,R,ugm-3,23.32659,R,ugm-3,26.08948,R,ugm-3,8.0,R,ugm-3 (BAM)
6673,6673,05-10-2020,02:00,0.65839,R,ugm-3,20.58915,R,ugm-3,21.59867,R,ugm-3,13.0,R,ugm-3 (BAM)
6674,6674,05-10-2020,03:00,0.797,R,ugm-3,19.52123,R,ugm-3,20.74328,R,ugm-3,9.0,R,ugm-3 (BAM)
6675,6675,05-10-2020,04:00,0.55443,R,ugm-3,16.63197,R,ugm-3,17.48209,R,ugm-3,12.0,R,ugm-3 (BAM)
6676,6676,05-10-2020,05:00,1.03956,R,ugm-3,19.04238,R,ugm-3,20.63635,R,ugm-3,8.0,R,ugm-3 (BAM)
6677,6677,05-10-2020,06:00,1.35143,R,ugm-3,25.08656,R,ugm-3,27.15872,R,ugm-3,7.0,R,ugm-3 (BAM)
6678,6678,05-10-2020,07:00,3.67313,R,ugm-3,32.86063,R,ugm-3,38.49268,R,ugm-3,8.0,R,ugm-3 (BAM)
6679,6679,05-10-2020,08:00,7.06903,R,ugm-3,35.51257,R,ugm-3,46.3516,R,ugm-3,7.0,R,ugm-3 (BAM)
6680,6680,05-10-2020,09:00,10.22238,R,ugm-3,36.34449,R,ugm-3,52.01858,R,ugm-3,9.0,R,ugm-3 (BAM)
6681,6681,05-10-2020,10:00,11.95498,R,ugm-3,33.09978,R,ugm-3,51.4305,R,ugm-3,10.0,R,ugm-3 (BAM)
6682,6682,05-10-2020,11:00,9.32142,R,ugm-3,23.61195,R,ugm-3,37.9046,R,ugm-3,9.0,R,ugm-3 (BAM)
6683,6683,05-10-2020,12:00,4.71269,R,ugm-3,18.11499,R,ugm-3,25.34101,R,ugm-3,8.0,R,ugm-3 (BAM)
6684,6684,05-10-2020,13:00,2.63356,R,ugm-3,15.10135,R,ugm-3,19.13942,R,ugm-3,9.0,R,ugm-3 (BAM)
6685,6685,05-10-2020,14:00,3.91569,R,ugm-3,15.32739,R,ugm-3,21.33136,R,ugm-3,6.0,R,ugm-3 (BAM)
6686,6686,05-10-2020,15:00,2.18308,R,ugm-3,13.81397,R,ugm-3,17.16132,R,ugm-3,4.0,R,ugm-3 (BAM)
6687,6687,05-10-2020,16:00,1.80191,R,ugm-3,14.82613,R,ugm-3,17.58902,R,ugm-3,8.0,R,ugm-3 (BAM)
6688,6688,05-10-2020,17:00,1.69795,R,ugm-3,18.78133,R,ugm-3,21.38482,R,ugm-3,6.0,R,ugm-3 (BAM)
6689,6689,05-10-2020,18:00,1.55935,R,ugm-3,19.42155,R,ugm-3,21.81252,R,ugm-3,4.0,R,ugm-3 (BAM)
6690,6690,05-10-2020,19:00,1.73261,R,ugm-3,17.76588,R,ugm-3,20.42251,R,ugm-3,5.0,R,ugm-3 (BAM)
6691,6691,05-10-2020,20:00,1.45539,R,ugm-3,16.10592,R,ugm-3,18.33748,R,ugm-3,5.0,R,ugm-3 (BAM)
6692,6692,05-10-2020,21:00,0.797,R,ugm-3,10.69999,R,ugm-3,11.92204,R,ugm-3,6.0,R,ugm-3 (BAM)
6693,6693,05-10-2020,22:00,0.45048,R,ugm-3,8.66514,R,ugm-3,9.35586,R,ugm-3,3.0,R,ugm-3 (BAM)
6694,6694,05-10-2020,23:00,0.38117,R,ugm-3,6.95369,R,ugm-3,7.53815,R,ugm-3,5.0,R,ugm-3 (BAM)
6695,6695,05-10-2020,24:00,0.38117,R,ugm-3,10.10795,R,ugm-3,10.69241,R,ugm-3,7.0,R,ugm-3 (BAM)
6696,6696,06-10-2020,01:00,3.42151,R,ugm-3,26.71748,R,ugm-3,31.96373,R,ugm-3,6.0,R,ugm-3 (BAM)
6697,6697,06-10-2020,02:00,0.72823,R,ugm-3,15.84629,R,ugm-3,16.96289,R,ugm-3,4.0,R,ugm-3 (BAM)
6698,6698,06-10-2020,03:00,0.3121,R,ugm-3,10.27711,R,ugm-3,10.75565,R,ugm-3,3.0,R,ugm-3 (BAM)
6699,6699,06-10-2020,04:00,1.21371,R,ugm-3,13.55008,R,ugm-3,15.41108,R,ugm-3,4.0,R,ugm-3 (BAM)
6700,6700,06-10-2020,05:00,0.34677,R,ugm-3,6.85276,R,ugm-3,7.38448,R,ugm-3,5.0,R,ugm-3 (BAM)
6701,6701,06-10-2020,06:00,1.00565,R,ugm-3,11.99624,R,ugm-3,13.53821,R,ugm-3,6.0,R,ugm-3 (BAM)
6702,6702,06-10-2020,07:00,2.11533,R,ugm-3,19.39157,R,ugm-3,22.63503,R,ugm-3,6.0,R,ugm-3 (BAM)
6703,6703,06-10-2020,08:00,4.05727,R,ugm-3,22.62122,R,ugm-3,28.84227,R,ugm-3,8.0,R,ugm-3 (BAM)
6704,6704,06-10-2020,09:00,5.96453,R,ugm-3,18.03796,R,ugm-3,27.18344,R,ugm-3,6.0,R,ugm-3 (BAM)
6705,6705,06-10-2020,10:00,5.30565,R,ugm-3,17.17534,R,ugm-3,25.31056,R,ugm-3,6.0,R,ugm-3 (BAM)
6706,6706,06-10-2020,11:00,3.57178,R,ugm-3,12.71699,R,ugm-3,18.19364,R,ugm-3,4.0,R,ugm-3 (BAM)
6707,6707,06-10-2020,12:00,3.98791,R,ugm-3,13.04212,R,ugm-3,19.15683,R,ugm-3,7.0,R,ugm-3 (BAM)
6708,6708,06-10-2020,13:00,4.9242,R,ugm-3,16.6365,R,ugm-3,24.18684,R,ugm-3,7.0,R,ugm-3 (BAM)
6709,6709,06-10-2020,14:00,4.19598,R,ugm-3,17.32501,R,ugm-3,23.75875,R,ugm-3,6.0,R,ugm-3 (BAM)
6710,6710,06-10-2020,15:00,3.32904,R,ugm-3,14.10589,R,ugm-3,19.21034,R,ugm-3,5.0,R,ugm-3 (BAM)
6711,6711,06-10-2020,16:00,2.7742,R,ugm-3,11.90652,R,ugm-3,16.16023,R,ugm-3,4.0,R,ugm-3 (BAM)
6712,6712,06-10-2020,17:00,3.05162,R,ugm-3,16.2436,R,ugm-3,20.92269,R,ugm-3,9.0,R,ugm-3 (BAM)
6713,6713,06-10-2020,18:00,3.0863,R,ugm-3,20.79235,R,ugm-3,25.52461,R,ugm-3,7.0,R,ugm-3 (BAM)
6714,6714,06-10-2020,19:00,3.67581,R,ugm-3,23.36663,R,ugm-3,29.0028,R,ugm-3,5.0,R,ugm-3 (BAM)
6715,6715,06-10-2020,20:00,3.0863,R,ugm-3,23.14682,R,ugm-3,27.87908,R,ugm-3,8.0,R,ugm-3 (BAM)
6716,6716,06-10-2020,21:00,2.04597,R,ugm-3,21.47781,R,ugm-3,24.61492,R,ugm-3,9.0,R,ugm-3 (BAM)
6717,6717,06-10-2020,22:00,1.83791,R,ugm-3,24.04429,R,ugm-3,26.86237,R,ugm-3,10.0,R,ugm-3 (BAM)
6718,6718,06-10-2020,23:00,,,,,,,,,,5.0,R,ugm-3 (BAM)
6719,6719,06-10-2020,24:00,0.58952,R,ugm-3,14.1326,R,ugm-3,15.03651,R,ugm-3,0.0,R,ugm-3 (BAM)
6720,6720,07-10-2020,01:00,0.41643,R,ugm-3,15.00081,R,ugm-3,15.63933,R,ugm-3,4.0,R,ugm-3 (BAM)
6721,6721,07-10-2020,02:00,0.27762,R,ugm-3,12.21433,R,ugm-3,12.64001,R,ugm-3,4.0,R,ugm-3 (BAM)
6722,6722,07-10-2020,03:00,0.52054,R,ugm-3,10.93135,R,ugm-3,11.7295,R,ugm-3,6.0,R,ugm-3 (BAM)
6723,6723,07-10-2020,04:00,0.62465,R,ugm-3,10.98595,R,ugm-3,11.94374,R,ugm-3,6.0,R,ugm-3 (BAM)
6724,6724,07-10-2020,05:00,0.55525,R,ugm-3,12.80627,R,ugm-3,13.65764,R,ugm-3,6.0,R,ugm-3 (BAM)
6725,6725,07-10-2020,06:00,0.97168,R,ugm-3,19.13046,R,ugm-3,20.62035,R,ugm-3,5.0,R,ugm-3 (BAM)
6726,6726,07-10-2020,07:00,2.91504,R,ugm-3,25.89849,R,ugm-3,30.36815,R,ugm-3,5.0,R,ugm-3 (BAM)
6727,6727,07-10-2020,08:00,9.47387,R,ugm-3,32.49871,R,ugm-3,47.02511,R,ugm-3,9.0,R,ugm-3 (BAM)
6728,6728,07-10-2020,09:00,9.8556,R,ugm-3,31.59204,R,ugm-3,46.70376,R,ugm-3,11.0,R,ugm-3 (BAM)
6729,6729,07-10-2020,10:00,12.42361,R,ugm-3,26.74397,R,ugm-3,45.79325,R,ugm-3,8.0,R,ugm-3 (BAM)
6730,6730,07-10-2020,11:00,8.43279,R,ugm-3,19.52688,R,ugm-3,32.45697,R,ugm-3,7.0,R,ugm-3 (BAM)
6731,6731,07-10-2020,12:00,5.96889,R,ugm-3,19.50209,R,ugm-3,28.65425,R,ugm-3,5.0,R,ugm-3 (BAM)
6732,6732,07-10-2020,13:00,5.20542,R,ugm-3,16.92356,R,ugm-3,24.9051,R,ugm-3,8.0,R,ugm-3 (BAM)
6733,6733,07-10-2020,14:00,4.82369,R,ugm-3,16.91972,R,ugm-3,24.31595,R,ugm-3,9.0,R,ugm-3 (BAM)
6734,6734,07-10-2020,15:00,4.30315,R,ugm-3,18.41415,R,ugm-3,25.01222,R,ugm-3,7.0,R,ugm-3 (BAM)
6735,6735,07-10-2020,16:00,5.34424,R,ugm-3,23.88767,R,ugm-3,32.08205,R,ugm-3,6.0,R,ugm-3 (BAM)
6736,6736,07-10-2020,17:00,3.85201,R,ugm-3,26.87199,R,ugm-3,32.77832,R,ugm-3,7.0,R,ugm-3 (BAM)
6737,6737,07-10-2020,18:00,1.11049,R,ugm-3,27.43356,R,ugm-3,29.13629,R,ugm-3,6.0,R,ugm-3 (BAM)
6738,6738,07-10-2020,19:00,3.47028,R,ugm-3,46.41731,R,ugm-3,51.73834,R,ugm-3,5.0,R,ugm-3 (BAM)
6739,6739,07-10-2020,20:00,2.32509,R,ugm-3,42.22816,R,ugm-3,45.79325,R,ugm-3,6.0,R,ugm-3 (BAM)
6740,6740,07-10-2020,21:00,2.04747,R,ugm-3,36.06604,R,ugm-3,39.20545,R,ugm-3,6.0,R,ugm-3 (BAM)
6741,6741,07-10-2020,22:00,0.52054,R,ugm-3,23.73203,R,ugm-3,24.53018,R,ugm-3,7.0,R,ugm-3 (BAM)
6742,6742,07-10-2020,23:00,0.27762,R,ugm-3,15.64212,R,ugm-3,16.06781,R,ugm-3,5.0,R,ugm-3 (BAM)
6743,6743,07-10-2020,24:00,0.20822,R,ugm-3,14.57024,R,ugm-3,14.8895,R,ugm-3,3.0,R,ugm-3 (BAM)
6744,6744,08-10-2020,01:00,0.37043,R,ugm-3,11.65463,R,ugm-3,12.22263,R,ugm-3,0.0,R,ugm-3 (BAM)
6745,6745,08-10-2020,02:00,0.45147,R,ugm-3,14.58604,R,ugm-3,15.27828,R,ugm-3,-1.0,R,ugm-3 (BAM)
6746,6746,08-10-2020,03:00,0.41674,R,ugm-3,15.17537,R,ugm-3,15.81436,R,ugm-3,1.0,R,ugm-3 (BAM)
6747,6747,08-10-2020,04:00,0.17364,R,ugm-3,5.30899,R,ugm-3,5.57523,R,ugm-3,1.0,R,ugm-3 (BAM)
6748,6748,08-10-2020,05:00,0.20837,R,ugm-3,8.47222,R,ugm-3,8.79171,R,ugm-3,6.0,R,ugm-3 (BAM)
6749,6749,08-10-2020,06:00,0.34728,R,ugm-3,8.47365,R,ugm-3,9.00614,R,ugm-3,6.0,R,ugm-3 (BAM)
6750,6750,08-10-2020,07:00,1.21549,R,ugm-3,13.14652,R,ugm-3,15.01024,R,ugm-3,6.0,R,ugm-3 (BAM)
6751,6751,08-10-2020,08:00,1.31967,R,ugm-3,15.34553,R,ugm-3,17.36899,R,ugm-3,7.0,R,ugm-3 (BAM)
6752,6752,08-10-2020,09:00,1.84059,R,ugm-3,14.92204,R,ugm-3,17.74425,R,ugm-3,5.0,R,ugm-3 (BAM)
6753,6753,08-10-2020,10:00,2.15315,R,ugm-3,13.90672,R,ugm-3,17.20817,R,ugm-3,5.0,R,ugm-3 (BAM)
6754,6754,08-10-2020,11:00,3.577,R,ugm-3,14.61834,R,ugm-3,20.103,R,ugm-3,4.0,R,ugm-3 (BAM)
6755,6755,08-10-2020,12:00,3.19499,R,ugm-3,12.57729,R,ugm-3,17.47621,R,ugm-3,4.0,R,ugm-3 (BAM)
6756,6756,08-10-2020,13:00,8.05694,R,ugm-3,23.88521,R,ugm-3,36.23901,R,ugm-3,4.0,R,ugm-3 (BAM)
6757,6757,08-10-2020,14:00,8.19585,R,ugm-3,22.06398,R,ugm-3,34.63077,R,ugm-3,3.0,R,ugm-3 (BAM)
6758,6758,08-10-2020,15:00,7.04982,R,ugm-3,22.69543,R,ugm-3,33.505,R,ugm-3,2.0,R,ugm-3 (BAM)
6759,6759,08-10-2020,16:00,8.71677,R,ugm-3,28.01985,R,ugm-3,41.38538,R,ugm-3,6.0,R,ugm-3 (BAM)
6760,6760,08-10-2020,17:00,7.46656,R,ugm-3,32.24196,R,ugm-3,43.69052,R,ugm-3,6.0,R,ugm-3 (BAM)
6761,6761,08-10-2020,18:00,6.772,R,ugm-3,39.043,R,ugm-3,49.42658,R,ugm-3,6.0,R,ugm-3 (BAM)
6762,6762,08-10-2020,19:00,9.02933,R,ugm-3,44.80238,R,ugm-3,58.64716,R,ugm-3,9.0,R,ugm-3 (BAM)
6763,6763,08-10-2020,20:00,6.84145,R,ugm-3,42.2602,R,ugm-3,52.75028,R,ugm-3,13.0,R,ugm-3 (BAM)
6764,6764,08-10-2020,21:00,3.577,R,ugm-3,36.22237,R,ugm-3,41.70703,R,ugm-3,10.0,R,ugm-3 (BAM)
6765,6765,08-10-2020,22:00,3.8201,R,ugm-3,42.71145,R,ugm-3,48.56885,R,ugm-3,7.0,R,ugm-3 (BAM)
6766,6766,08-10-2020,23:00,1.56277,R,ugm-3,39.79329,R,ugm-3,42.1895,R,ugm-3,6.0,R,ugm-3 (BAM)
6767,6767,08-10-2020,24:00,2.67407,R,ugm-3,50.90163,R,ugm-3,55.00181,R,ugm-3,14.0,R,ugm-3 (BAM)
6768,6768,09-10-2020,01:00,1.11211,R,ugm-3,49.59054,R,ugm-3,51.29576,R,ugm-3,9.0,R,ugm-3 (BAM)
6769,6769,09-10-2020,02:00,5.63007,R,ugm-3,53.28712,R,ugm-3,61.91978,R,ugm-3,10.0,R,ugm-3 (BAM)
6770,6770,09-10-2020,03:00,4.20518,R,ugm-3,51.66231,R,ugm-3,58.11015,R,ugm-3,8.0,R,ugm-3 (BAM)
6771,6771,09-10-2020,04:00,9.45296,R,ugm-3,43.40119,R,ugm-3,57.89553,R,ugm-3,8.0,R,ugm-3 (BAM)
6772,6772,09-10-2020,05:00,6.60317,R,ugm-3,39.13209,R,ugm-3,49.25681,R,ugm-3,11.0,R,ugm-3 (BAM)
6773,6773,09-10-2020,06:00,7.92381,R,ugm-3,38.50222,R,ugm-3,50.65188,R,ugm-3,11.0,R,ugm-3 (BAM)
6774,6774,09-10-2020,07:00,13.44962,R,ugm-3,39.9559,R,ugm-3,60.57836,R,ugm-3,10.0,R,ugm-3 (BAM)
6775,6775,09-10-2020,08:00,11.74669,R,ugm-3,33.71367,R,ugm-3,51.72501,R,ugm-3,12.0,R,ugm-3 (BAM)
6776,6776,09-10-2020,09:00,19.35772,R,ugm-3,34.70657,R,ugm-3,64.38798,R,ugm-3,9.0,R,ugm-3 (BAM)
6777,6777,09-10-2020,10:00,14.14469,R,ugm-3,30.46605,R,ugm-3,52.15427,R,ugm-3,8.0,R,ugm-3 (BAM)
6778,6778,09-10-2020,11:00,7.12447,R,ugm-3,20.30413,R,ugm-3,31.22817,R,ugm-3,5.0,R,ugm-3 (BAM)
6779,6779,09-10-2020,12:00,3.68387,R,ugm-3,16.77995,R,ugm-3,22.42848,R,ugm-3,5.0,R,ugm-3 (BAM)
6780,6780,09-10-2020,13:00,3.40585,R,ugm-3,17.58185,R,ugm-3,22.80408,R,ugm-3,6.0,R,ugm-3 (BAM)
6781,6781,09-10-2020,14:00,2.25898,R,ugm-3,18.75014,R,ugm-3,22.21385,R,ugm-3,5.0,R,ugm-3 (BAM)
6782,6782,09-10-2020,15:00,2.74553,R,ugm-3,15.32127,R,ugm-3,19.53102,R,ugm-3,6.0,R,ugm-3 (BAM)
6783,6783,09-10-2020,16:00,4.55271,R,ugm-3,31.22281,R,ugm-3,38.20354,R,ugm-3,7.0,R,ugm-3 (BAM)
6784,6784,09-10-2020,17:00,7.64578,R,ugm-3,53.89873,R,ugm-3,65.62209,R,ugm-3,10.0,R,ugm-3 (BAM)
6785,6785,09-10-2020,18:00,4.65697,R,ugm-3,45.92584,R,ugm-3,53.06643,R,ugm-3,8.0,R,ugm-3 (BAM)
6786,6786,09-10-2020,19:00,6.32514,R,ugm-3,51.20188,R,ugm-3,60.9003,R,ugm-3,8.0,R,ugm-3 (BAM)
6787,6787,09-10-2020,20:00,5.49106,R,ugm-3,48.61752,R,ugm-3,57.03702,R,ugm-3,11.0,R,ugm-3 (BAM)
6788,6788,09-10-2020,21:00,4.17042,R,ugm-3,40.12576,R,ugm-3,46.52032,R,ugm-3,11.0,R,ugm-3 (BAM)
6789,6789,09-10-2020,22:00,3.33634,R,ugm-3,41.67295,R,ugm-3,46.7886,R,ugm-3,8.0,R,ugm-3 (BAM)
6790,6790,09-10-2020,23:00,1.9462,R,ugm-3,34.25359,R,ugm-3,37.23772,R,ugm-3,10.0,R,ugm-3 (BAM)
6791,6791,09-10-2020,24:00,1.14687,R,ugm-3,27.21609,R,ugm-3,28.97459,R,ugm-3,7.0,R,ugm-3 (BAM)
6792,6792,10-10-2020,01:00,0.46372,R,ugm-3,21.77359,R,ugm-3,22.48462,R,ugm-3,6.0,R,ugm-3 (BAM)
6793,6793,10-10-2020,02:00,0.41735,R,ugm-3,18.19274,R,ugm-3,18.83266,R,ugm-3,6.0,R,ugm-3 (BAM)
6794,6794,10-10-2020,03:00,0.31301,R,ugm-3,19.01508,R,ugm-3,19.49503,R,ugm-3,6.0,R,ugm-3 (BAM)
6795,6795,10-10-2020,04:00,0.31301,R,ugm-3,12.73156,R,ugm-3,13.2115,R,ugm-3,5.0,R,ugm-3 (BAM)
6796,6796,10-10-2020,05:00,0.41735,R,ugm-3,16.92171,R,ugm-3,17.56164,R,ugm-3,7.0,R,ugm-3 (BAM)
6797,6797,10-10-2020,06:00,1.3216,R,ugm-3,22.35579,R,ugm-3,24.38221,R,ugm-3,6.0,R,ugm-3 (BAM)
6798,6798,10-10-2020,07:00,3.26921,R,ugm-3,34.08473,R,ugm-3,39.09746,R,ugm-3,7.0,R,ugm-3 (BAM)
6799,6799,10-10-2020,08:00,3.617,R,ugm-3,27.53647,R,ugm-3,33.08247,R,ugm-3,5.0,R,ugm-3 (BAM)
6800,6800,10-10-2020,09:00,4.69515,R,ugm-3,24.97035,R,ugm-3,32.16948,R,ugm-3,5.0,R,ugm-3 (BAM)
6801,6801,10-10-2020,10:00,4.62559,R,ugm-3,21.04911,R,ugm-3,28.14158,R,ugm-3,6.0,R,ugm-3 (BAM)
6802,6802,10-10-2020,11:00,5.18205,R,ugm-3,21.4848,R,ugm-3,29.4305,R,ugm-3,3.0,R,ugm-3 (BAM)
6803,6803,10-10-2020,12:00,5.25161,R,ugm-3,23.25783,R,ugm-3,31.31019,R,ugm-3,5.0,R,ugm-3 (BAM)
6804,6804,10-10-2020,13:00,3.51267,R,ugm-3,18.24432,R,ugm-3,23.63033,R,ugm-3,8.0,R,ugm-3 (BAM)
6805,6805,10-10-2020,14:00,5.14727,R,ugm-3,22.66594,R,ugm-3,30.55832,R,ugm-3,6.0,R,ugm-3 (BAM)
6806,6806,10-10-2020,15:00,7.89481,R,ugm-3,26.61632,R,ugm-3,38.72152,R,ugm-3,4.0,R,ugm-3 (BAM)
6807,6807,10-10-2020,16:00,4.97338,R,ugm-3,26.58453,R,ugm-3,34.21028,R,ugm-3,5.0,R,ugm-3 (BAM)
6808,6808,10-10-2020,17:00,6.0863,R,ugm-3,26.86517,R,ugm-3,36.19737,R,ugm-3,7.0,R,ugm-3 (BAM)
6809,6809,10-10-2020,18:00,5.77329,R,ugm-3,33.2527,R,ugm-3,42.10496,R,ugm-3,4.0,R,ugm-3 (BAM)
6810,6810,10-10-2020,19:00,3.26921,R,ugm-3,31.23835,R,ugm-3,36.25108,R,ugm-3,3.0,R,ugm-3 (BAM)
6811,6811,10-10-2020,20:00,5.73852,R,ugm-3,37.44133,R,ugm-3,46.24026,R,ugm-3,5.0,R,ugm-3 (BAM)
6812,6812,10-10-2020,21:00,2.22585,R,ugm-3,36.00677,R,ugm-3,39.41969,R,ugm-3,8.0,R,ugm-3 (BAM)
6813,6813,10-10-2020,22:00,2.29541,R,ugm-3,29.18696,R,ugm-3,32.70653,R,ugm-3,7.0,R,ugm-3 (BAM)
6814,6814,10-10-2020,23:00,2.67797,R,ugm-3,28.60036,R,ugm-3,32.70653,R,ugm-3,6.0,R,ugm-3 (BAM)
6815,6815,10-10-2020,24:00,1.11293,R,ugm-3,23.53503,R,ugm-3,25.24149,R,ugm-3,6.0,R,ugm-3 (BAM)
6816,6816,11-10-2020,01:00,0.88171,R,ugm-3,19.14624,R,ugm-3,20.49817,R,ugm-3,8.0,R,ugm-3 (BAM)
6817,6817,11-10-2020,02:00,0.64968,R,ugm-3,20.50542,R,ugm-3,21.50158,R,ugm-3,7.0,R,ugm-3 (BAM)
6818,6818,11-10-2020,03:00,1.07893,R,ugm-3,24.25507,R,ugm-3,25.9094,R,ugm-3,6.0,R,ugm-3 (BAM)
6819,6819,11-10-2020,04:00,0.48726,R,ugm-3,22.52834,R,ugm-3,23.27546,R,ugm-3,8.0,R,ugm-3 (BAM)
6820,6820,11-10-2020,05:00,0.8005,R,ugm-3,18.66155,R,ugm-3,19.88896,R,ugm-3,6.0,R,ugm-3 (BAM)
6821,6821,11-10-2020,06:00,1.18334,R,ugm-3,15.27932,R,ugm-3,17.09376,R,ugm-3,5.0,R,ugm-3 (BAM)
6822,6822,11-10-2020,07:00,1.98384,R,ugm-3,22.92131,R,ugm-3,25.96316,R,ugm-3,6.0,R,ugm-3 (BAM)
6823,6823,11-10-2020,08:00,6.64761,R,ugm-3,24.69346,R,ugm-3,34.88631,R,ugm-3,6.0,R,ugm-3 (BAM)
6824,6824,11-10-2020,09:00,6.36917,R,ugm-3,18.40114,R,ugm-3,28.16707,R,ugm-3,7.0,R,ugm-3 (BAM)
6825,6825,11-10-2020,10:00,4.00249,R,ugm-3,13.16061,R,ugm-3,19.29767,R,ugm-3,6.0,R,ugm-3 (BAM)
6826,6826,11-10-2020,11:00,3.41081,R,ugm-3,12.13268,R,ugm-3,17.36253,R,ugm-3,5.0,R,ugm-3 (BAM)
6827,6827,11-10-2020,12:00,2.95836,R,ugm-3,13.09521,R,ugm-3,17.6313,R,ugm-3,4.0,R,ugm-3 (BAM)
6828,6828,11-10-2020,13:00,4.42014,R,ugm-3,14.24035,R,ugm-3,21.0178,R,ugm-3,5.0,R,ugm-3 (BAM)
6829,6829,11-10-2020,14:00,3.23679,R,ugm-3,15.08721,R,ugm-3,20.05022,R,ugm-3,6.0,R,ugm-3 (BAM)
6830,6830,11-10-2020,15:00,2.81914,R,ugm-3,13.14741,R,ugm-3,17.47003,R,ugm-3,6.0,R,ugm-3 (BAM)
6831,6831,11-10-2020,16:00,3.34121,R,ugm-3,17.3998,R,ugm-3,22.52291,R,ugm-3,6.0,R,ugm-3 (BAM)
6832,6832,11-10-2020,17:00,2.78434,R,ugm-3,19.54374,R,ugm-3,23.813,R,ugm-3,5.0,R,ugm-3 (BAM)
6833,6833,11-10-2020,18:00,2.29708,R,ugm-3,23.08607,R,ugm-3,26.60821,R,ugm-3,8.0,R,ugm-3 (BAM)
6834,6834,11-10-2020,19:00,1.53139,R,ugm-3,26.35652,R,ugm-3,28.70461,R,ugm-3,9.0,R,ugm-3 (BAM)
6835,6835,11-10-2020,20:00,2.29708,R,ugm-3,28.46146,R,ugm-3,31.9836,R,ugm-3,7.0,R,ugm-3 (BAM)
6836,6836,11-10-2020,21:00,2.78434,R,ugm-3,33.62728,R,ugm-3,37.89654,R,ugm-3,7.0,R,ugm-3 (BAM)
6837,6837,11-10-2020,22:00,2.67993,R,ugm-3,39.43154,R,ugm-3,43.5407,R,ugm-3,10.0,R,ugm-3 (BAM)
6838,6838,11-10-2020,23:00,3.58484,R,ugm-3,42.29059,R,ugm-3,47.78726,R,ugm-3,9.0,R,ugm-3 (BAM)
6839,6839,11-10-2020,24:00,9.64077,R,ugm-3,51.81883,R,ugm-3,66.60115,R,ugm-3,11.0,R,ugm-3 (BAM)
6840,6840,12-10-2020,01:00,7.66251,R,ugm-3,47.36211,R,ugm-3,59.11112,R,ugm-3,14.0,R,ugm-3 (BAM)
6841,6841,12-10-2020,02:00,9.05569,R,ugm-3,42.87654,R,ugm-3,56.76174,R,ugm-3,15.0,R,ugm-3 (BAM)
6842,6842,12-10-2020,03:00,5.22444,R,ugm-3,38.47476,R,ugm-3,46.48545,R,ugm-3,13.0,R,ugm-3 (BAM)
6843,6843,12-10-2020,04:00,6.09518,R,ugm-3,34.66472,R,ugm-3,44.01053,R,ugm-3,18.0,R,ugm-3 (BAM)
6844,6844,12-10-2020,05:00,8.42876,R,ugm-3,35.28321,R,ugm-3,48.20713,R,ugm-3,11.0,R,ugm-3 (BAM)
6845,6845,12-10-2020,06:00,5.5379,R,ugm-3,33.20568,R,ugm-3,41.69702,R,ugm-3,12.0,R,ugm-3 (BAM)
6846,6846,12-10-2020,07:00,12.12069,R,ugm-3,39.14539,R,ugm-3,57.73019,R,ugm-3,11.0,R,ugm-3 (BAM)
6847,6847,12-10-2020,08:00,20.27082,R,ugm-3,43.21991,R,ugm-3,74.30139,R,ugm-3,11.0,R,ugm-3 (BAM)
6848,6848,12-10-2020,09:00,37.30248,R,ugm-3,51.53872,R,ugm-3,108.73506,R,ugm-3,8.0,R,ugm-3 (BAM)
6849,6849,12-10-2020,10:00,37.12833,R,ugm-3,54.71108,R,ugm-3,111.6404,R,ugm-3,10.0,R,ugm-3 (BAM)
6850,6850,12-10-2020,11:00,12.15552,R,ugm-3,35.97143,R,ugm-3,54.60964,R,ugm-3,7.0,R,ugm-3 (BAM)
6851,6851,12-10-2020,12:00,7.52319,R,ugm-3,34.73484,R,ugm-3,46.27024,R,ugm-3,6.0,R,ugm-3 (BAM)
6852,6852,12-10-2020,13:00,7.66251,R,ugm-3,31.13166,R,ugm-3,42.88067,R,ugm-3,6.0,R,ugm-3 (BAM)
