,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,Ozone,status.6,unit.6,PM<sub>2.5</sub> particulate matter (Hourly measured),status.7,unit.7,Sulphur dioxide,status.8,unit.8,Volatile PM<sub>10</sub> (Hourly measured),status.9,unit.9,Volatile PM<sub>2.5</sub> (Hourly measured),status.10,unit.10
1310,1310,24-02-2020,15:00,3.865,R,ugm-3 (Ref.eq),2.54309,R,ugm-3,22.18678,R,ugm-3,26.08612,R,ugm-3,,,,,,,49.8925,R,ugm-3,3.0,R,ugm-3 (BAM),4.75237,R,ugm-3,,,,,,
1311,1311,24-02-2020,16:00,0.966,R,ugm-3 (Ref.eq),1.88377,R,ugm-3,18.56953,R,ugm-3,21.45794,R,ugm-3,,,,,,,54.93164,R,ugm-3,6.0,R,ugm-3 (BAM),2.17817,R,ugm-3,,,,,,
1312,1312,24-02-2020,17:00,5.797,R,ugm-3 (Ref.eq),2.26052,R,ugm-3,20.37607,R,ugm-3,23.84215,R,ugm-3,,,,,,,52.5368,R,ugm-3,4.0,R,ugm-3 (BAM),2.70621,R,ugm-3,,,,,,
1313,1313,24-02-2020,18:00,4.831,R,ugm-3 (Ref.eq),4.17569,R,ugm-3,23.56368,R,ugm-3,29.96632,R,ugm-3,,,,,,,47.44777,R,ugm-3,2.0,R,ugm-3 (BAM),4.02631,R,ugm-3,,,,,,
1314,1314,24-02-2020,19:00,5.797,R,ugm-3 (Ref.eq),20.62727,R,ugm-3,45.1811,R,ugm-3,76.80914,R,ugm-3,,,,,,,40.81207,R,ugm-3,5.0,R,ugm-3 (BAM),4.68636,R,ugm-3,,,,,,
1315,1315,24-02-2020,20:00,6.763,R,ugm-3 (Ref.eq),10.23515,R,ugm-3,31.66339,R,ugm-3,47.35706,R,ugm-3,,,,,,,48.49551,R,ugm-3,4.0,R,ugm-3 (BAM),4.68636,R,ugm-3,,,,,,
1316,1316,24-02-2020,21:00,11.594,R,ugm-3 (Ref.eq),16.38879,R,ugm-3,41.6289,R,ugm-3,66.75803,R,ugm-3,,,,,,,41.95959,R,ugm-3,2.0,R,ugm-3 (BAM),7.59058,R,ugm-3,,,,,,
1317,1317,24-02-2020,22:00,19.324,R,ugm-3 (Ref.eq),38.71145,R,ugm-3,60.88252,R,ugm-3,120.23926,R,ugm-3,,,,,,,25.49507,R,ugm-3,4.0,R,ugm-3 (BAM),8.18463,R,ugm-3,,,,,,
1318,1318,24-02-2020,23:00,9.662,R,ugm-3 (Ref.eq),54.44092,R,ugm-3,71.59258,R,ugm-3,155.0675,R,ugm-3,,,,,,,20.50582,R,ugm-3,4.0,R,ugm-3 (BAM),7.45857,R,ugm-3,,,,,,
1319,1319,24-02-2020,24:00,8.696,R,ugm-3 (Ref.eq),19.30863,R,ugm-3,41.40606,R,ugm-3,71.01222,R,ugm-3,,,,,,,36.6211,R,ugm-3,5.0,R,ugm-3 (BAM),5.08239,R,ugm-3,,,,,,
1320,1320,25-02-2020,01:00,6.763,R,ugm-3 (Ref.eq),5.90329,R,ugm-3,26.54403,R,ugm-3,35.59561,R,ugm-3,,,,,,,48.09637,R,ugm-3,2.0,R,ugm-3 (BAM),3.07911,R,ugm-3,,,,,,
1321,1321,25-02-2020,02:00,6.763,R,ugm-3 (Ref.eq),5.08688,R,ugm-3,19.92554,R,ugm-3,27.72531,R,ugm-3,,,,,,,55.14784,R,ugm-3,2.0,R,ugm-3 (BAM),2.90316,R,ugm-3,,,,,,
1322,1322,25-02-2020,03:00,7.73,R,ugm-3 (Ref.eq),8.16412,R,ugm-3,23.99697,R,ugm-3,36.51512,R,ugm-3,,,,,,,51.04003,R,ugm-3,2.0,R,ugm-3 (BAM),2.44129,R,ugm-3,,,,,,
1323,1323,25-02-2020,04:00,6.763,R,ugm-3 (Ref.eq),5.33808,R,ugm-3,19.72738,R,ugm-3,27.91232,R,ugm-3,,,,,,,56.67788,R,ugm-3,3.0,R,ugm-3 (BAM),2.24335,R,ugm-3,,,,,,
1324,1324,25-02-2020,05:00,5.797,R,ugm-3 (Ref.eq),2.92024,R,ugm-3,15.81373,R,ugm-3,20.29137,R,ugm-3,,,,,,,58.07487,R,ugm-3,4.0,R,ugm-3 (BAM),2.83718,R,ugm-3,,,,,,
1325,1325,25-02-2020,06:00,7.73,R,ugm-3 (Ref.eq),1.47582,R,ugm-3,17.65444,R,ugm-3,19.91734,R,ugm-3,,,,,,,56.02928,R,ugm-3,2.0,R,ugm-3 (BAM),2.50727,R,ugm-3,,,,,,
1326,1326,25-02-2020,07:00,5.797,R,ugm-3 (Ref.eq),1.13042,R,ugm-3,19.63344,R,ugm-3,21.36672,R,ugm-3,,,,,,,54.13336,R,ugm-3,1.0,R,ugm-3 (BAM),1.7155,R,ugm-3,,,,,,
1327,1327,25-02-2020,08:00,4.831,R,ugm-3 (Ref.eq),2.32364,R,ugm-3,26.07938,R,ugm-3,29.64223,R,ugm-3,,,,,,,47.94669,R,ugm-3,1.0,R,ugm-3 (BAM),1.64952,R,ugm-3,,,,,,
1328,1328,25-02-2020,09:00,6.763,R,ugm-3 (Ref.eq),4.86707,R,ugm-3,32.97974,R,ugm-3,40.44248,R,ugm-3,,,,,,,44.50411,R,ugm-3,1.0,R,ugm-3 (BAM),2.90316,R,ugm-3,,,,,,
1329,1329,25-02-2020,10:00,9.662,R,ugm-3 (Ref.eq),17.08186,R,ugm-3,43.47211,R,ugm-3,69.66392,R,ugm-3,,,,,,,45.65164,R,ugm-3,4.0,R,ugm-3 (BAM),2.83718,R,ugm-3,,,,,,
1330,1330,25-02-2020,11:00,8.696,R,ugm-3 (Ref.eq),28.85703,R,ugm-3,54.68529,R,ugm-3,98.93212,R,ugm-3,,,,,,,39.06583,R,ugm-3,3.0,R,ugm-3 (BAM),3.62895,R,ugm-3,,,,,,
1331,1331,25-02-2020,12:00,10.628,R,ugm-3 (Ref.eq),19.12289,R,ugm-3,42.86731,R,ugm-3,72.18866,R,ugm-3,,,,,,,45.15271,R,ugm-3,2.0,R,ugm-3 (BAM),4.68464,R,ugm-3,,,,,,
1332,1332,25-02-2020,13:00,9.662,R,ugm-3 (Ref.eq),22.13733,R,ugm-3,43.94925,R,ugm-3,77.89268,R,ugm-3,,,,,,,42.30884,R,ugm-3,4.0,R,ugm-3 (BAM),3.69493,R,ugm-3,,,,,,
1333,1333,25-02-2020,14:00,9.662,R,ugm-3 (Ref.eq),34.00671,R,ugm-3,55.29852,R,ugm-3,107.4414,R,ugm-3,,,,,,,39.11572,R,ugm-3,3.0,R,ugm-3 (BAM),2.63924,R,ugm-3,,,,,,
1334,1334,25-02-2020,15:00,9.662,R,ugm-3 (Ref.eq),23.45615,R,ugm-3,44.49857,R,ugm-3,80.46417,R,ugm-3,,,,,,,46.74927,R,ugm-3,1.0,R,ugm-3 (BAM),3.23306,R,ugm-3,,,,,,
1335,1335,25-02-2020,16:00,7.73,R,ugm-3 (Ref.eq),7.28491,R,ugm-3,29.17893,R,ugm-3,40.34897,R,ugm-3,,,,,,,56.47831,R,ugm-3,3.0,R,ugm-3 (BAM),3.36503,R,ugm-3,,,,,,
1336,1336,25-02-2020,17:00,7.73,R,ugm-3 (Ref.eq),10.55056,R,ugm-3,35.95376,R,ugm-3,52.13106,R,ugm-3,,,,,,,50.09207,R,ugm-3,4.0,R,ugm-3 (BAM),3.76091,R,ugm-3,,,,,,
1337,1337,25-02-2020,18:00,6.763,R,ugm-3 (Ref.eq),7.97572,R,ugm-3,38.17188,R,ugm-3,50.40115,R,ugm-3,,,,,,,51.2396,R,ugm-3,4.0,R,ugm-3 (BAM),1.78148,R,ugm-3,,,,,,
1338,1338,25-02-2020,19:00,6.763,R,ugm-3 (Ref.eq),24.49237,R,ugm-3,50.48393,R,ugm-3,88.03837,R,ugm-3,,,,,,,39.56475,R,ugm-3,3.0,R,ugm-3 (BAM),2.50727,R,ugm-3,,,,,,
1339,1339,25-02-2020,20:00,5.797,R,ugm-3 (Ref.eq),22.32573,R,ugm-3,54.13333,R,ugm-3,88.36565,R,ugm-3,,,,,,,33.57765,R,ugm-3,6.0,R,ugm-3 (BAM),2.50727,R,ugm-3,,,,,,
1340,1340,25-02-2020,21:00,7.73,R,ugm-3 (Ref.eq),23.26775,R,ugm-3,48.62131,R,ugm-3,84.29802,R,ugm-3,,,,,,,36.32174,R,ugm-3,6.0,R,ugm-3 (BAM),2.24335,R,ugm-3,,,,,,
1341,1341,25-02-2020,22:00,8.696,R,ugm-3 (Ref.eq),48.23112,R,ugm-3,67.1044,R,ugm-3,141.05775,R,ugm-3,,,,,,,23.9484,R,ugm-3,5.0,R,ugm-3 (BAM),3.23306,R,ugm-3,,,,,,
1342,1342,25-02-2020,23:00,9.662,R,ugm-3 (Ref.eq),45.65628,R,ugm-3,64.27306,R,ugm-3,134.27838,R,ugm-3,,,,,,,23.79872,R,ugm-3,4.0,R,ugm-3 (BAM),4.94856,R,ugm-3,,,,,,
1343,1343,25-02-2020,24:00,9.662,R,ugm-3 (Ref.eq),21.63492,R,ugm-3,47.38459,R,ugm-3,80.55768,R,ugm-3,,,,,,,31.68174,R,ugm-3,4.0,R,ugm-3 (BAM),3.36503,R,ugm-3,,,,,,
1344,1344,26-02-2020,01:00,10.628,R,ugm-3 (Ref.eq),16.87484,R,ugm-3,37.46887,R,ugm-3,63.34326,R,ugm-3,,,,,,,37.78525,R,ugm-3,3.0,R,ugm-3 (BAM),2.72621,R,ugm-3,,,,,,
1345,1345,26-02-2020,02:00,6.763,R,ugm-3 (Ref.eq),33.35188,R,ugm-3,49.11309,R,ugm-3,100.25193,R,ugm-3,,,,,,,30.33464,R,ugm-3,2.0,R,ugm-3 (BAM),4.83682,R,ugm-3,,,,,,
1346,1346,26-02-2020,03:00,5.797,R,ugm-3 (Ref.eq),44.09232,R,ugm-3,60.93403,R,ugm-3,128.54131,R,ugm-3,,,,,,,26.14367,R,ugm-3,3.0,R,ugm-3 (BAM),5.80419,R,ugm-3,,,,,,
1347,1347,26-02-2020,04:00,5.797,R,ugm-3 (Ref.eq),59.57488,R,ugm-3,71.23521,R,ugm-3,162.58208,R,ugm-3,,,,,,,17.66195,R,ugm-3,4.0,R,ugm-3 (BAM),5.4744,R,ugm-3,,,,,,
1348,1348,26-02-2020,05:00,7.73,R,ugm-3 (Ref.eq),40.79482,R,ugm-3,60.0517,R,ugm-3,122.60288,R,ugm-3,,,,,,,25.59485,R,ugm-3,3.0,R,ugm-3 (BAM),4.35314,R,ugm-3,,,,,,
1349,1349,26-02-2020,06:00,6.763,R,ugm-3 (Ref.eq),19.6908,R,ugm-3,43.78107,R,ugm-3,73.97321,R,ugm-3,,,,,,,35.52346,R,ugm-3,3.0,R,ugm-3 (BAM),2.50635,R,ugm-3,,,,,,
1350,1350,26-02-2020,07:00,11.594,R,ugm-3 (Ref.eq),26.85109,R,ugm-3,52.62805,R,ugm-3,93.79915,R,ugm-3,,,,,,,30.68389,R,ugm-3,3.0,R,ugm-3 (BAM),2.90209,R,ugm-3,,,,,,
1351,1351,26-02-2020,08:00,8.696,R,ugm-3 (Ref.eq),34.35684,R,ugm-3,65.29396,R,ugm-3,117.97371,R,ugm-3,,,,,,,21.15442,R,ugm-3,5.0,R,ugm-3 (BAM),3.89144,R,ugm-3,,,,,,
1352,1352,26-02-2020,09:00,9.662,R,ugm-3 (Ref.eq),26.06597,R,ugm-3,55.88929,R,ugm-3,95.85656,R,ugm-3,,,,,,,26.69249,R,ugm-3,7.0,R,ugm-3 (BAM),3.4957,R,ugm-3,,,,,,
1353,1353,26-02-2020,10:00,9.662,R,ugm-3 (Ref.eq),61.52198,R,ugm-3,74.28165,R,ugm-3,168.61403,R,ugm-3,,,,,,,20.85507,R,ugm-3,6.0,R,ugm-3 (BAM),5.80419,R,ugm-3,,,,,,
1354,1354,26-02-2020,11:00,7.73,R,ugm-3 (Ref.eq),31.4676,R,ugm-3,56.25739,R,ugm-3,104.50703,R,ugm-3,,,,,,,33.82712,R,ugm-3,5.0,R,ugm-3 (BAM),4.68292,R,ugm-3,,,,,,
1355,1355,26-02-2020,12:00,8.696,R,ugm-3 (Ref.eq),43.55844,R,ugm-3,67.73783,R,ugm-3,134.5265,R,ugm-3,,,,,,,26.89206,R,ugm-3,3.0,R,ugm-3 (BAM),5.4744,R,ugm-3,,,,,,
1356,1356,26-02-2020,13:00,11.594,R,ugm-3 (Ref.eq),54.61292,R,ugm-3,75.38324,R,ugm-3,159.12189,R,ugm-3,,,,,,,21.05464,R,ugm-3,2.0,R,ugm-3 (BAM),6.72758,R,ugm-3,,,,,,
1357,1357,26-02-2020,14:00,9.662,R,ugm-3 (Ref.eq),40.60639,R,ugm-3,61.5096,R,ugm-3,123.77186,R,ugm-3,,,,,,,31.68174,R,ugm-3,6.0,R,ugm-3 (BAM),6.00206,R,ugm-3,,,,,,
1358,1358,26-02-2020,15:00,6.763,R,ugm-3 (Ref.eq),44.65761,R,ugm-3,63.52746,R,ugm-3,132.0015,R,ugm-3,,,,,,,32.72948,R,ugm-3,4.0,R,ugm-3 (BAM),4.35314,R,ugm-3,,,,,,
1359,1359,26-02-2020,16:00,5.797,R,ugm-3 (Ref.eq),19.09411,R,ugm-3,45.25709,R,ugm-3,74.53432,R,ugm-3,,,,,,,41.2611,R,ugm-3,4.0,R,ugm-3 (BAM),3.89144,R,ugm-3,,,,,,
1360,1360,26-02-2020,17:00,6.763,R,ugm-3 (Ref.eq),34.57667,R,ugm-3,64.4893,R,ugm-3,117.50612,R,ugm-3,,,,,,,28.43873,R,ugm-3,4.0,R,ugm-3 (BAM),5.4744,R,ugm-3,,,,,,
1361,1361,26-02-2020,18:00,8.696,R,ugm-3 (Ref.eq),65.35336,R,ugm-3,87.11066,R,ugm-3,187.31775,R,ugm-3,,,,,,,16.01549,R,ugm-3,3.0,R,ugm-3 (BAM),6.72758,R,ugm-3,,,,,,
1362,1362,26-02-2020,19:00,10.628,R,ugm-3 (Ref.eq),41.04606,R,ugm-3,70.04704,R,ugm-3,132.98344,R,ugm-3,,,,,,,20.15657,R,ugm-3,3.0,R,ugm-3 (BAM),5.87014,R,ugm-3,,,,,,
1363,1363,26-02-2020,20:00,15.459,R,ugm-3 (Ref.eq),64.59965,R,ugm-3,87.23764,R,ugm-3,186.28904,R,ugm-3,,,,,,,11.72474,R,ugm-3,4.0,R,ugm-3 (BAM),5.9361,R,ugm-3,,,,,,
1364,1364,26-02-2020,21:00,19.324,R,ugm-3 (Ref.eq),6.50079,R,ugm-3,54.41981,R,ugm-3,64.38755,R,ugm-3,,,,,,,23.24991,R,ugm-3,7.0,R,ugm-3 (BAM),3.36379,R,ugm-3,,,,,,
1365,1365,26-02-2020,22:00,14.493,R,ugm-3 (Ref.eq),2.95205,R,ugm-3,42.23289,R,ugm-3,46.7593,R,ugm-3,,,,,,,32.08088,R,ugm-3,9.0,R,ugm-3 (BAM),3.42975,R,ugm-3,,,,,,
1366,1366,26-02-2020,23:00,20.29,R,ugm-3 (Ref.eq),1.41322,R,ugm-3,33.27665,R,ugm-3,35.44355,R,ugm-3,,,,,,,38.11787,R,ugm-3,7.0,R,ugm-3 (BAM),2.50635,R,ugm-3,,,,,,
1367,1367,26-02-2020,24:00,18.358,R,ugm-3 (Ref.eq),1.13057,R,ugm-3,27.39752,R,ugm-3,29.13104,R,ugm-3,,,,,,,44.85336,R,ugm-3,5.0,R,ugm-3 (BAM),2.37444,R,ugm-3,,,,,,
1368,1368,27-02-2020,01:00,9.662,R,ugm-3 (Ref.eq),1.08885,R,ugm-3,27.38667,R,ugm-3,29.05621,R,ugm-3,,,,,,,45.56848,R,ugm-3,5.0,R,ugm-3 (BAM),3.16476,R,ugm-3,,,,,,
1369,1369,27-02-2020,02:00,14.493,R,ugm-3 (Ref.eq),1.35059,R,ugm-3,25.66034,R,ugm-3,27.73122,R,ugm-3,,,,,,,45.23587,R,ugm-3,4.0,R,ugm-3 (BAM),2.54939,R,ugm-3,,,,,,
1370,1370,27-02-2020,03:00,10.628,R,ugm-3 (Ref.eq),0.97368,R,ugm-3,21.09419,R,ugm-3,22.58715,R,ugm-3,,,,,,,50.74067,R,ugm-3,4.0,R,ugm-3 (BAM),2.96696,R,ugm-3,,,,,,
1371,1371,27-02-2020,04:00,9.662,R,ugm-3 (Ref.eq),0.91087,R,ugm-3,22.49991,R,ugm-3,23.89655,R,ugm-3,,,,,,,47.64734,R,ugm-3,4.0,R,ugm-3 (BAM),2.8351,R,ugm-3,,,,,,
1372,1372,27-02-2020,05:00,5.797,R,ugm-3 (Ref.eq),0.97368,R,ugm-3,16.41776,R,ugm-3,17.91072,R,ugm-3,,,,,,,55.92949,R,ugm-3,3.0,R,ugm-3 (BAM),3.23069,R,ugm-3,,,,,,
1373,1373,27-02-2020,06:00,3.865,R,ugm-3 (Ref.eq),3.29796,R,ugm-3,18.04476,R,ugm-3,23.10156,R,ugm-3,,,,,,,60.5695,R,ugm-3,2.0,R,ugm-3 (BAM),2.6373,R,ugm-3,,,,,,
1374,1374,27-02-2020,07:00,3.865,R,ugm-3 (Ref.eq),4.71137,R,ugm-3,35.51856,R,ugm-3,42.74256,R,ugm-3,,,,,,,41.85981,R,ugm-3,0.0,R,ugm-3 (BAM),2.04391,R,ugm-3,,,,,,
1375,1375,27-02-2020,08:00,3.865,R,ugm-3 (Ref.eq),10.11373,R,ugm-3,45.05224,R,ugm-3,60.55975,R,ugm-3,,,,,,,34.77507,R,ugm-3,2.0,R,ugm-3 (BAM),1.64831,R,ugm-3,,,,,,
1376,1376,27-02-2020,09:00,5.797,R,ugm-3 (Ref.eq),18.84546,R,ugm-3,55.70062,R,ugm-3,84.59659,R,ugm-3,,,,,,,19.40818,R,ugm-3,4.0,R,ugm-3 (BAM),1.78018,R,ugm-3,,,,,,
1377,1377,27-02-2020,10:00,5.797,R,ugm-3 (Ref.eq),38.82165,R,ugm-3,66.36375,R,ugm-3,125.88946,R,ugm-3,,,,,,,7.9828,R,ugm-3,6.0,R,ugm-3 (BAM),3.49442,R,ugm-3,,,,,,
1378,1378,27-02-2020,11:00,9.662,R,ugm-3 (Ref.eq),33.95324,R,ugm-3,55.684,R,ugm-3,107.74491,R,ugm-3,,,,,,,17.36259,R,ugm-3,4.0,R,ugm-3 (BAM),4.54934,R,ugm-3,,,,,,
1379,1379,27-02-2020,12:00,7.73,R,ugm-3 (Ref.eq),24.02797,R,ugm-3,48.26864,R,ugm-3,85.111,R,ugm-3,,,,,,,27.88991,R,ugm-3,3.0,R,ugm-3 (BAM),5.99985,R,ugm-3,,,,,,
1380,1380,27-02-2020,13:00,12.561,R,ugm-3 (Ref.eq),22.36328,R,ugm-3,46.00439,R,ugm-3,80.29428,R,ugm-3,,,,,,,28.43873,R,ugm-3,5.0,R,ugm-3 (BAM),4.54934,R,ugm-3,,,,,,
1381,1381,27-02-2020,14:00,11.594,R,ugm-3 (Ref.eq),19.63069,R,ugm-3,41.87027,R,ugm-3,71.97024,R,ugm-3,,,,,,,37.51916,R,ugm-3,6.0,R,ugm-3 (BAM),3.69222,R,ugm-3,,,,,,
1382,1382,27-02-2020,15:00,12.561,R,ugm-3 (Ref.eq),21.10692,R,ugm-3,41.38379,R,ugm-3,73.74728,R,ugm-3,,,,,,,36.27185,R,ugm-3,5.0,R,ugm-3 (BAM),2.70323,R,ugm-3,,,,,,
1383,1383,27-02-2020,16:00,13.527,R,ugm-3 (Ref.eq),18.93969,R,ugm-3,45.50182,R,ugm-3,74.54227,R,ugm-3,,,,,,,42.00949,R,ugm-3,3.0,R,ugm-3 (BAM),2.50543,R,ugm-3,,,,,,
1384,1384,27-02-2020,17:00,9.662,R,ugm-3 (Ref.eq),21.7351,R,ugm-3,55.01105,R,ugm-3,88.33774,R,ugm-3,,,,,,,30.53421,R,ugm-3,4.0,R,ugm-3 (BAM),3.56035,R,ugm-3,,,,,,
1385,1385,27-02-2020,18:00,13.527,R,ugm-3 (Ref.eq),17.02373,R,ugm-3,55.40745,R,ugm-3,81.51015,R,ugm-3,,,,,,,31.86468,R,ugm-3,6.0,R,ugm-3 (BAM),3.36256,R,ugm-3,,,,,,
1386,1386,27-02-2020,19:00,15.459,R,ugm-3 (Ref.eq),15.01355,R,ugm-3,55.40325,R,ugm-3,78.42371,R,ugm-3,,,,,,,27.74023,R,ugm-3,8.0,R,ugm-3 (BAM),4.35154,R,ugm-3,,,,,,
1387,1387,27-02-2020,20:00,12.561,R,ugm-3 (Ref.eq),16.42696,R,ugm-3,66.0027,R,ugm-3,91.19036,R,ugm-3,,,,,,,18.21076,R,ugm-3,8.0,R,ugm-3 (BAM),4.879,R,ugm-3,,,,,,
1388,1388,27-02-2020,21:00,15.459,R,ugm-3 (Ref.eq),40.23506,R,ugm-3,77.52438,R,ugm-3,139.21728,R,ugm-3,,,,,,,13.67055,R,ugm-3,7.0,R,ugm-3 (BAM),5.53833,R,ugm-3,,,,,,
1389,1389,27-02-2020,22:00,16.425,R,ugm-3 (Ref.eq),40.67479,R,ugm-3,80.35746,R,ugm-3,142.7246,R,ugm-3,,,,,,,11.3256,R,ugm-3,7.0,R,ugm-3 (BAM),4.61527,R,ugm-3,,,,,,
1390,1390,27-02-2020,23:00,16.425,R,ugm-3 (Ref.eq),52.17052,R,ugm-3,81.10928,R,ugm-3,161.10296,R,ugm-3,,,,,,,10.17807,R,ugm-3,7.0,R,ugm-3 (BAM),4.21968,R,ugm-3,,,,,,
1391,1391,27-02-2020,24:00,19.324,R,ugm-3 (Ref.eq),14.44819,R,ugm-3,54.30603,R,ugm-3,76.45961,R,ugm-3,,,,,,,20.90496,R,ugm-3,9.0,R,ugm-3 (BAM),2.2417,R,ugm-3,,,,,,
1392,1392,28-02-2020,01:00,12.561,R,ugm-3 (Ref.eq),5.57065,R,ugm-3,47.39451,R,ugm-3,55.93605,R,ugm-3,,,,,,,21.9527,R,ugm-3,6.0,R,ugm-3 (BAM),2.46057,R,ugm-3,,,,,,
1393,1393,28-02-2020,02:00,10.628,R,ugm-3 (Ref.eq),1.25654,R,ugm-3,38.48199,R,ugm-3,40.40865,R,ugm-3,,,,,,,29.80245,R,ugm-3,6.0,R,ugm-3 (BAM),3.1636,R,ugm-3,,,,,,
1394,1394,28-02-2020,03:00,12.561,R,ugm-3 (Ref.eq),1.09947,R,ugm-3,35.21513,R,ugm-3,36.90096,R,ugm-3,,,,,,,31.9312,R,ugm-3,5.0,R,ugm-3 (BAM),2.63633,R,ugm-3,,,,,,
1395,1395,28-02-2020,04:00,15.459,R,ugm-3 (Ref.eq),0.91099,R,ugm-3,24.60689,R,ugm-3,26.00372,R,ugm-3,,,,,,,41.80992,R,ugm-3,3.0,R,ugm-3 (BAM),2.57042,R,ugm-3,,,,,,
1396,1396,28-02-2020,05:00,11.594,R,ugm-3 (Ref.eq),0.97382,R,ugm-3,28.67302,R,ugm-3,30.16618,R,ugm-3,,,,,,,38.21766,R,ugm-3,5.0,R,ugm-3 (BAM),2.83406,R,ugm-3,,,,,,
1397,1397,28-02-2020,06:00,8.696,R,ugm-3 (Ref.eq),2.35601,R,ugm-3,42.12786,R,ugm-3,45.74035,R,ugm-3,,,,,,,26.09378,R,ugm-3,4.0,R,ugm-3 (BAM),2.83406,R,ugm-3,,,,,,
1398,1398,28-02-2020,07:00,16.425,R,ugm-3 (Ref.eq),4.24081,R,ugm-3,41.81017,R,ugm-3,48.31266,R,ugm-3,,,,,,,25.99399,R,ugm-3,4.0,R,ugm-3 (BAM),2.17497,R,ugm-3,,,,,,
1399,1399,28-02-2020,08:00,7.73,R,ugm-3 (Ref.eq),11.30883,R,ugm-3,59.68903,R,ugm-3,77.02899,R,ugm-3,,,,,,,11.72474,R,ugm-3,6.0,R,ugm-3 (BAM),2.89996,R,ugm-3,,,,,,
1400,1400,28-02-2020,09:00,12.561,R,ugm-3 (Ref.eq),5.93714,R,ugm-3,43.93287,R,ugm-3,53.03636,R,ugm-3,,,,,,,33.72733,R,ugm-3,5.0,R,ugm-3 (BAM),2.89996,R,ugm-3,,,,,,
1401,1401,28-02-2020,10:00,10.628,R,ugm-3 (Ref.eq),4.77484,R,ugm-3,38.55934,R,ugm-3,45.88066,R,ugm-3,,,,,,,41.11142,R,ugm-3,5.0,R,ugm-3 (BAM),0.46136,R,ugm-3,,,,,,
1402,1402,28-02-2020,11:00,7.73,R,ugm-3 (Ref.eq),6.28269,R,ugm-3,36.29411,R,ugm-3,45.92743,R,ugm-3,,,,,,,47.39788,R,ugm-3,6.0,R,ugm-3 (BAM),1.18635,R,ugm-3,,,,,,
1403,1403,28-02-2020,12:00,6.763,R,ugm-3 (Ref.eq),3.92668,R,ugm-3,30.03829,R,ugm-3,36.05911,R,ugm-3,,,,,,,52.18756,R,ugm-3,5.0,R,ugm-3 (BAM),1.84543,R,ugm-3,,,,,,
1404,1404,28-02-2020,13:00,4.831,R,ugm-3 (Ref.eq),3.70678,R,ugm-3,29.25299,R,ugm-3,34.93665,R,ugm-3,,,,,,,50.19186,R,ugm-3,2.0,R,ugm-3 (BAM),2.96587,R,ugm-3,,,,,,
1405,1405,28-02-2020,14:00,1.932,R,ugm-3 (Ref.eq),3.67537,R,ugm-3,29.95593,R,ugm-3,35.59142,R,ugm-3,,,,,,,43.30669,R,ugm-3,3.0,R,ugm-3 (BAM),3.1636,R,ugm-3,,,,,,
1406,1406,28-02-2020,15:00,1.932,R,ugm-3 (Ref.eq),5.30887,R,ugm-3,35.91651,R,ugm-3,44.05666,R,ugm-3,,,,,,,33.22841,R,ugm-3,5.0,R,ugm-3 (BAM),3.1636,R,ugm-3,,,,,,
1407,1407,28-02-2020,16:00,3.865,R,ugm-3 (Ref.eq),3.9895,R,ugm-3,31.95303,R,ugm-3,38.07019,R,ugm-3,,,,,,,34.32604,R,ugm-3,6.0,R,ugm-3 (BAM),2.96587,R,ugm-3,,,,,,
1408,1408,28-02-2020,17:00,11.594,R,ugm-3 (Ref.eq),2.67014,R,ugm-3,31.96495,R,ugm-3,36.05911,R,ugm-3,,,,,,,36.97034,R,ugm-3,6.0,R,ugm-3 (BAM),2.3727,R,ugm-3,,,,,,
1409,1409,28-02-2020,18:00,24.155,R,ugm-3 (Ref.eq),1.57067,R,ugm-3,22.98739,R,ugm-3,25.39572,R,ugm-3,,,,,,,50.04218,R,ugm-3,8.0,R,ugm-3 (BAM),2.3727,R,ugm-3,,,,,,
1410,1410,28-02-2020,19:00,29.952,R,ugm-3 (Ref.eq),1.57067,R,ugm-3,20.64892,R,ugm-3,23.05725,R,ugm-3,,,,,,,52.73637,R,ugm-3,13.0,R,ugm-3 (BAM),2.57042,R,ugm-3,,,,,,
1411,1411,28-02-2020,20:00,17.392,R,ugm-3 (Ref.eq),1.13088,R,ugm-3,19.1251,R,ugm-3,20.8591,R,ugm-3,,,,,,,52.5368,R,ugm-3,9.0,R,ugm-3 (BAM),2.83406,R,ugm-3,,,,,,
1412,1412,28-02-2020,21:00,10.628,R,ugm-3 (Ref.eq),1.13088,R,ugm-3,17.9091,R,ugm-3,19.64309,R,ugm-3,,,,,,,52.28734,R,ugm-3,8.0,R,ugm-3 (BAM),3.29541,R,ugm-3,,,,,,
1413,1413,28-02-2020,22:00,9.662,R,ugm-3 (Ref.eq),0.97382,R,ugm-3,15.20347,R,ugm-3,16.69663,R,ugm-3,,,,,,,55.03143,R,ugm-3,5.0,R,ugm-3 (BAM),3.9545,R,ugm-3,,,,,,
