,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.4,unit.4,PM<sub>2.5</sub> particulate matter (Hourly measured),status.5,unit.5,Volatile PM<sub>2.5</sub> (Hourly measured),status.6,unit.6
3315,3315,18-05-2020,04:00,,,,0.31195,R,ugm-3,4.97613,R,ugm-3,5.45444,R,ugm-3,5.9,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS)
3316,3316,18-05-2020,05:00,,,,0.69321,R,ugm-3,9.33462,R,ugm-3,10.39753,R,ugm-3,6.5,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
3317,3317,18-05-2020,06:00,,,,1.28244,R,ugm-3,11.61291,R,ugm-3,13.57929,R,ugm-3,6.8,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
3318,3318,18-05-2020,07:00,,,,1.83701,R,ugm-3,10.64895,R,ugm-3,13.46566,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
3319,3319,18-05-2020,08:00,,,,2.4609,R,ugm-3,10.2605,R,ugm-3,14.03383,R,ugm-3,4.8,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
3320,3320,18-05-2020,09:00,,,,2.73819,R,ugm-3,10.34669,R,ugm-3,14.54518,R,ugm-3,3.3,R,ugm-3 (TEOM FDMS),12.5,R,ugm-3 (TEOM FDMS),9.2,R,ugm-3 (TEOM FDMS)
3321,3321,18-05-2020,10:00,,,,2.53022,R,ugm-3,10.38148,R,ugm-3,14.2611,R,ugm-3,2.2,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
3322,3322,18-05-2020,11:00,,,,1.69837,R,ugm-3,8.47521,R,ugm-3,11.07934,R,ugm-3,3.5,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
3323,3323,18-05-2020,12:00,,,,1.35176,R,ugm-3,7.07488,R,ugm-3,9.14755,R,ugm-3,1.8,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
3324,3324,18-05-2020,13:00,,,,1.1438,R,ugm-3,5.91651,R,ugm-3,7.67031,R,ugm-3,0.7,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
3325,3325,18-05-2020,14:00,,,,1.1438,R,ugm-3,6.08696,R,ugm-3,7.84076,R,ugm-3,4.1,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
3326,3326,18-05-2020,15:00,,,,1.21312,R,ugm-3,6.49202,R,ugm-3,8.35212,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
3327,3327,18-05-2020,16:00,,,,1.00516,R,ugm-3,5.84501,R,ugm-3,7.38622,R,ugm-3,0.8,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS)
3328,3328,18-05-2020,17:00,,,,1.00516,R,ugm-3,6.52681,R,ugm-3,8.06803,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
3329,3329,18-05-2020,18:00,,,,0.69321,R,ugm-3,6.2665,R,ugm-3,7.32941,R,ugm-3,4.6,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS)
3330,3330,18-05-2020,19:00,,,,0.55457,R,ugm-3,8.24041,R,ugm-3,9.09074,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS)
3331,3331,18-05-2020,20:00,,,,0.62389,R,ugm-3,9.49773,R,ugm-3,10.45435,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
3332,3332,18-05-2020,21:00,,,,0.48525,R,ugm-3,8.11943,R,ugm-3,8.86347,R,ugm-3,2.4,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
3333,3333,18-05-2020,22:00,,,,0.45059,R,ugm-3,10.27481,R,ugm-3,10.9657,R,ugm-3,10.3,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),-2.9,R,ugm-3 (TEOM FDMS)
3334,3334,18-05-2020,23:00,,,,0.38127,R,ugm-3,9.41521,R,ugm-3,9.99981,R,ugm-3,7.2,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
3335,3335,18-05-2020,24:00,,,,0.31195,R,ugm-3,9.40787,R,ugm-3,9.88618,R,ugm-3,5.9,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
3336,3336,19-05-2020,01:00,,,,0.32381,R,ugm-3,6.64318,R,ugm-3,7.13968,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
3337,3337,19-05-2020,02:00,,,,0.41632,R,ugm-3,9.15971,R,ugm-3,9.79807,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
3338,3338,19-05-2020,03:00,,,,0.13878,R,ugm-3,7.19273,R,ugm-3,7.40551,R,ugm-3,6.5,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
3339,3339,19-05-2020,04:00,,,,0.34694,R,ugm-3,8.98128,R,ugm-3,9.51324,R,ugm-3,5.9,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
3340,3340,19-05-2020,05:00,,,,0.69387,R,ugm-3,12.26601,R,ugm-3,13.32993,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
3341,3341,19-05-2020,06:00,,,,1.94284,R,ugm-3,14.22461,R,ugm-3,17.20358,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
3342,3342,19-05-2020,07:00,,,,2.7061,R,ugm-3,13.05429,R,ugm-3,17.20358,R,ugm-3,7.4,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
3343,3343,19-05-2020,08:00,,,,2.91426,R,ugm-3,11.25401,R,ugm-3,15.72248,R,ugm-3,3.9,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
3344,3344,19-05-2020,09:00,,,,2.91426,R,ugm-3,8.97539,R,ugm-3,13.44386,R,ugm-3,3.2,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
3345,3345,19-05-2020,10:00,,,,2.77548,R,ugm-3,9.58694,R,ugm-3,13.84262,R,ugm-3,4.4,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
3346,3346,19-05-2020,11:00,,,,2.7061,R,ugm-3,10.20602,R,ugm-3,14.35531,R,ugm-3,4.5,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
3347,3347,19-05-2020,12:00,,,,1.90814,R,ugm-3,8.46732,R,ugm-3,11.3931,R,ugm-3,2.6,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
3348,3348,19-05-2020,13:00,,,,1.24897,R,ugm-3,8.05391,R,ugm-3,9.96896,R,ugm-3,2.6,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
3349,3349,19-05-2020,14:00,,,,1.11019,R,ugm-3,8.20972,R,ugm-3,9.912,R,ugm-3,2.8,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
3350,3350,19-05-2020,15:00,,,,1.17958,R,ugm-3,9.41354,R,ugm-3,11.2222,R,ugm-3,4.1,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
3351,3351,19-05-2020,16:00,,,,1.0755,R,ugm-3,9.17437,R,ugm-3,10.82344,R,ugm-3,4.2,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
3352,3352,19-05-2020,17:00,,,,0.79795,R,ugm-3,9.31511,R,ugm-3,10.53862,R,ugm-3,3.2,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS)
3353,3353,19-05-2020,18:00,,,,0.76326,R,ugm-3,10.10886,R,ugm-3,11.27917,R,ugm-3,5.1,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
3354,3354,19-05-2020,19:00,,,,0.45102,R,ugm-3,10.47369,R,ugm-3,11.16524,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
3355,3355,19-05-2020,20:00,,,,0.34694,R,ugm-3,11.88652,R,ugm-3,12.41848,R,ugm-3,4.8,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS)
3356,3356,19-05-2020,21:00,,,,0.38163,R,ugm-3,17.8147,R,ugm-3,18.39986,R,ugm-3,6.2,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
3357,3357,19-05-2020,22:00,,,,0.24285,R,ugm-3,23.09741,R,ugm-3,23.46979,R,ugm-3,9.4,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
3358,3358,19-05-2020,23:00,,,,0.48571,R,ugm-3,24.32008,R,ugm-3,25.06482,R,ugm-3,12.1,R,ugm-3 (TEOM FDMS),14.9,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
3359,3359,19-05-2020,24:00,,,,0.72856,R,ugm-3,32.83432,R,ugm-3,33.95144,R,ugm-3,11.3,R,ugm-3 (TEOM FDMS),14.8,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
3360,3360,20-05-2020,01:00,,,,0.41672,R,ugm-3,29.59332,R,ugm-3,30.23228,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),15.9,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS)
3361,3361,20-05-2020,02:00,,,,0.69453,R,ugm-3,27.37778,R,ugm-3,28.44271,R,ugm-3,9.5,R,ugm-3 (TEOM FDMS),12.8,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS)
3362,3362,20-05-2020,03:00,,,,0.5209,R,ugm-3,22.96068,R,ugm-3,23.75937,R,ugm-3,9.6,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS)
3363,3363,20-05-2020,04:00,,,,1.38906,R,ugm-3,26.02728,R,ugm-3,28.15714,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),10.5,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
3364,3364,20-05-2020,05:00,,,,1.56269,R,ugm-3,25.81816,R,ugm-3,28.21426,R,ugm-3,8.2,R,ugm-3 (TEOM FDMS),11.5,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS)
3365,3365,20-05-2020,06:00,,,,8.64689,R,ugm-3,35.40265,R,ugm-3,48.66103,R,ugm-3,8.7,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
3366,3366,20-05-2020,07:00,,,,4.41026,R,ugm-3,25.3357,R,ugm-3,32.098,R,ugm-3,8.7,R,ugm-3 (TEOM FDMS),10.5,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
3367,3367,20-05-2020,08:00,,,,6.49385,R,ugm-3,29.39437,R,ugm-3,39.35146,R,ugm-3,7.1,R,ugm-3 (TEOM FDMS),8.9,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
3368,3368,20-05-2020,09:00,,,,3.22956,R,ugm-3,18.63611,R,ugm-3,23.58803,R,ugm-3,8.6,R,ugm-3 (TEOM FDMS),11.8,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
3369,3369,20-05-2020,10:00,,,,1.38906,R,ugm-3,9.35003,R,ugm-3,11.47989,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS)
3370,3370,20-05-2020,11:00,,,,1.14597,R,ugm-3,8.46625,R,ugm-3,10.22338,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS)
3371,3371,20-05-2020,12:00,,,,0.93761,R,ugm-3,6.90097,R,ugm-3,8.33863,R,ugm-3,7.1,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
3372,3372,20-05-2020,13:00,,,,0.97234,R,ugm-3,6.27659,R,ugm-3,7.76749,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
3373,3373,20-05-2020,14:00,,,,0.90289,R,ugm-3,5.41214,R,ugm-3,6.79655,R,ugm-3,2.5,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS)
3374,3374,20-05-2020,15:00,,,,1.00707,R,ugm-3,5.6522,R,ugm-3,7.19635,R,ugm-3,1.1,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS)
3375,3375,20-05-2020,16:00,,,,1.21543,R,ugm-3,5.33272,R,ugm-3,7.19635,R,ugm-3,0.3,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS)
3376,3376,20-05-2020,17:00,,,,0.93761,R,ugm-3,5.81581,R,ugm-3,7.25346,R,ugm-3,0.9,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
3377,3377,20-05-2020,18:00,,,,0.97234,R,ugm-3,6.39081,R,ugm-3,7.88172,R,ugm-3,3.6,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
3378,3378,20-05-2020,19:00,,,,0.72926,R,ugm-3,6.87777,R,ugm-3,7.99594,R,ugm-3,4.5,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
3379,3379,20-05-2020,20:00,,,,0.31254,R,ugm-3,10.20108,R,ugm-3,10.6803,R,ugm-3,1.5,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS)
3380,3380,20-05-2020,21:00,,,,0.34727,R,ugm-3,16.6017,R,ugm-3,17.13416,R,ugm-3,3.1,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
3381,3381,20-05-2020,22:00,,,,0.5209,R,ugm-3,22.78934,R,ugm-3,23.58803,R,ugm-3,6.1,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
3382,3382,20-05-2020,23:00,,,,0.62508,R,ugm-3,21.65866,R,ugm-3,22.6171,R,ugm-3,7.4,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
3383,3383,20-05-2020,24:00,,,,0.41672,R,ugm-3,15.92407,R,ugm-3,16.56303,R,ugm-3,9.6,R,ugm-3 (TEOM FDMS),12.1,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
3384,3384,21-05-2020,01:00,,,,0.64884,R,ugm-3,24.42957,R,ugm-3,25.42444,R,ugm-3,7.3,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS)
3385,3385,21-05-2020,02:00,,,,0.66043,R,ugm-3,22.57941,R,ugm-3,23.59205,R,ugm-3,10.7,R,ugm-3 (TEOM FDMS),11.9,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
3386,3386,21-05-2020,03:00,,,,0.69519,R,ugm-3,22.18254,R,ugm-3,23.24848,R,ugm-3,13.5,R,ugm-3 (TEOM FDMS),17.6,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
3387,3387,21-05-2020,04:00,,,,0.48663,R,ugm-3,25.76627,R,ugm-3,26.51243,R,ugm-3,13.3,R,ugm-3 (TEOM FDMS),15.9,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
3388,3388,21-05-2020,05:00,,,,5.45723,R,ugm-3,43.16841,R,ugm-3,51.53603,R,ugm-3,18.3,R,ugm-3 (TEOM FDMS),21.7,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
3389,3389,21-05-2020,06:00,,,,17.79681,R,ugm-3,60.15141,R,ugm-3,87.43947,R,ugm-3,21.4,R,ugm-3 (TEOM FDMS),27.0,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS)
3390,3390,21-05-2020,07:00,,,,17.69253,R,ugm-3,61.51381,R,ugm-3,88.64198,R,ugm-3,23.3,R,ugm-3 (TEOM FDMS),29.3,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
3391,3391,21-05-2020,08:00,,,,9.45456,R,ugm-3,47.63277,R,ugm-3,62.12955,R,ugm-3,19.0,R,ugm-3 (TEOM FDMS),25.9,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS)
3392,3392,21-05-2020,09:00,,,,9.73263,R,ugm-3,43.48435,R,ugm-3,58.40751,R,ugm-3,19.5,R,ugm-3 (TEOM FDMS),26.4,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS)
3393,3393,21-05-2020,10:00,,,,5.28343,R,ugm-3,30.43636,R,ugm-3,38.5375,R,ugm-3,15.1,R,ugm-3 (TEOM FDMS),23.7,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS)
3394,3394,21-05-2020,11:00,,,,2.3984,R,ugm-3,18.54027,R,ugm-3,22.21776,R,ugm-3,10.8,R,ugm-3 (TEOM FDMS),17.1,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS)
3395,3395,21-05-2020,12:00,,,,1.42514,R,ugm-3,12.76027,R,ugm-3,14.94545,R,ugm-3,7.7,R,ugm-3 (TEOM FDMS),14.9,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS)
3396,3396,21-05-2020,13:00,,,,0.9385,R,ugm-3,8.98271,R,ugm-3,10.42173,R,ugm-3,4.6,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS)
3397,3397,21-05-2020,14:00,,,,0.59091,R,ugm-3,7.33972,R,ugm-3,8.24577,R,ugm-3,1.8,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS)
3398,3398,21-05-2020,15:00,,,,0.66043,R,ugm-3,6.60324,R,ugm-3,7.61588,R,ugm-3,-1.3,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
3399,3399,21-05-2020,16:00,,,,0.52139,R,ugm-3,6.58738,R,ugm-3,7.38683,R,ugm-3,4.1,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS)
3400,3400,21-05-2020,17:00,,,,0.48663,R,ugm-3,7.61413,R,ugm-3,8.36029,R,ugm-3,6.6,R,ugm-3 (TEOM FDMS),10.9,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS)
3401,3401,21-05-2020,18:00,,,,0.59091,R,ugm-3,9.22937,R,ugm-3,10.13542,R,ugm-3,4.5,R,ugm-3 (TEOM FDMS),9.9,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS)
3402,3402,21-05-2020,19:00,,,,0.69519,R,ugm-3,11.70354,R,ugm-3,12.76948,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
3403,3403,21-05-2020,20:00,,,,0.20856,R,ugm-3,13.42316,R,ugm-3,13.74294,R,ugm-3,3.7,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
3404,3404,21-05-2020,21:00,,,,0.34759,R,ugm-3,13.26723,R,ugm-3,13.8002,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
3405,3405,21-05-2020,22:00,,,,0.27808,R,ugm-3,12.45763,R,ugm-3,12.88401,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
3406,3406,21-05-2020,23:00,,,,0.13904,R,ugm-3,10.83843,R,ugm-3,11.05162,R,ugm-3,3.4,R,ugm-3 (TEOM FDMS),7.8,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
3407,3407,21-05-2020,24:00,,,,0.27808,R,ugm-3,7.76213,R,ugm-3,8.1885,R,ugm-3,0.6,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
3408,3408,22-05-2020,01:00,,,,0.18556,R,ugm-3,6.75785,R,ugm-3,7.04237,R,ugm-3,2.2,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
3409,3409,22-05-2020,02:00,,,,0.27834,R,ugm-3,7.5533,R,ugm-3,7.98008,R,ugm-3,3.1,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
3410,3410,22-05-2020,03:00,,,,0.27834,R,ugm-3,9.44785,R,ugm-3,9.87463,R,ugm-3,10.4,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),-2.0,R,ugm-3 (TEOM FDMS)
3411,3411,22-05-2020,04:00,,,,0.27834,R,ugm-3,12.83508,R,ugm-3,13.26186,R,ugm-3,8.5,R,ugm-3 (TEOM FDMS),10.2,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
3412,3412,22-05-2020,05:00,,,,0.4523,R,ugm-3,12.51093,R,ugm-3,13.20445,R,ugm-3,3.5,R,ugm-3 (TEOM FDMS),9.5,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
3413,3413,22-05-2020,06:00,,,,0.76543,R,ugm-3,11.22705,R,ugm-3,12.4007,R,ugm-3,7.4,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),-1.7,R,ugm-3 (TEOM FDMS)
3414,3414,22-05-2020,07:00,,,,1.18294,R,ugm-3,10.24242,R,ugm-3,12.05624,R,ugm-3,5.5,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
3415,3415,22-05-2020,08:00,,,,1.04377,R,ugm-3,8.61867,R,ugm-3,10.21909,R,ugm-3,6.3,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
3416,3416,22-05-2020,09:00,,,,0.97419,R,ugm-3,4.99367,R,ugm-3,6.4874,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
3417,3417,22-05-2020,10:00,,,,1.07856,R,ugm-3,4.43176,R,ugm-3,6.08553,R,ugm-3,2.8,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
3418,3418,22-05-2020,11:00,,,,1.07856,R,ugm-3,5.06327,R,ugm-3,6.71705,R,ugm-3,3.6,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
3419,3419,22-05-2020,12:00,,,,1.25252,R,ugm-3,4.79654,R,ugm-3,6.71705,R,ugm-3,7.7,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
3420,3420,22-05-2020,13:00,,,,1.11336,R,ugm-3,4.321,R,ugm-3,6.02812,R,ugm-3,2.8,R,ugm-3 (TEOM FDMS),14.3,R,ugm-3 (TEOM FDMS),11.5,R,ugm-3 (TEOM FDMS)
3421,3421,22-05-2020,14:00,,,,0.93939,R,ugm-3,4.4155,R,ugm-3,5.85589,R,ugm-3,11.5,R,ugm-3 (TEOM FDMS),12.5,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
3422,3422,22-05-2020,15:00,,,,,,,,,,,,,14.3,R,ugm-3 (TEOM FDMS),13.4,R,ugm-3 (TEOM FDMS),-0.9,R,ugm-3 (TEOM FDMS)
3423,3423,22-05-2020,16:00,,,,1.25252,R,ugm-3,5.42805,R,ugm-3,7.34856,R,ugm-3,9.8,R,ugm-3 (TEOM FDMS),11.1,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
