,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.4,unit.4,PM<sub>2.5</sub> particulate matter (Hourly measured),status.5,unit.5,Volatile PM<sub>2.5</sub> (Hourly measured),status.6,unit.6
111,111,05-01-2020,16:00,,,,0.5713,R,ugm-3,12.72336,R,ugm-3,13.59934,R,ugm-3,4.2,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS)
112,112,05-01-2020,17:00,,,,0.64748,R,ugm-3,17.35461,R,ugm-3,18.34739,R,ugm-3,6.4,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS)
113,113,05-01-2020,18:00,,,,0.68556,R,ugm-3,17.76515,R,ugm-3,18.81633,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS)
114,114,05-01-2020,19:00,,,,0.45704,R,ugm-3,14.0123,R,ugm-3,14.71308,R,ugm-3,4.7,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
115,115,05-01-2020,20:00,,,,0.91408,R,ugm-3,18.82159,R,ugm-3,20.22316,R,ugm-3,7.6,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS)
116,116,05-01-2020,21:00,,,,0.53322,R,ugm-3,16.35745,R,ugm-3,17.17503,R,ugm-3,7.2,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS)
117,117,05-01-2020,22:00,,,,0.41895,R,ugm-3,14.94996,R,ugm-3,15.59235,R,ugm-3,4.2,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS)
118,118,05-01-2020,23:00,,,,0.34278,R,ugm-3,13.48408,R,ugm-3,14.00967,R,ugm-3,5.5,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS)
119,119,05-01-2020,24:00,,,,0.22852,R,ugm-3,12.78001,R,ugm-3,13.1304,R,ugm-3,8.9,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS)
120,120,06-01-2020,01:00,,,,0.3051,R,ugm-3,9.23267,R,ugm-3,9.70048,R,ugm-3,8.3,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS)
121,121,06-01-2020,02:00,,,,0.26696,R,ugm-3,5.10586,R,ugm-3,5.51519,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS)
122,122,06-01-2020,03:00,,,,0.26696,R,ugm-3,1.40951,R,ugm-3,1.81884,R,ugm-3,3.1,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS)
123,123,06-01-2020,04:00,,,,3.73744,R,ugm-3,5.00637,R,ugm-3,10.73702,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS)
124,124,06-01-2020,05:00,,,,1.0297,R,ugm-3,2.17617,R,ugm-3,3.75502,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS)
125,125,06-01-2020,06:00,,,,1.37294,R,ugm-3,7.57578,R,ugm-3,9.68092,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS)
126,126,06-01-2020,07:00,,,,3.16538,R,ugm-3,15.50576,R,ugm-3,20.35927,R,ugm-3,9.2,R,ugm-3 (TEOM FDMS),9.3,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS)
127,127,06-01-2020,08:00,,,,3.6993,R,ugm-3,18.85282,R,ugm-3,24.525,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS)
128,128,06-01-2020,09:00,,,,3.3942,R,ugm-3,18.9686,R,ugm-3,24.17297,R,ugm-3,6.6,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
129,129,06-01-2020,10:00,,,,7.55114,R,ugm-3,20.39812,R,ugm-3,31.97638,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS)
130,130,06-01-2020,11:00,,,,5.11037,R,ugm-3,12.64082,R,ugm-3,20.47661,R,ugm-3,6.2,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS)
131,131,06-01-2020,12:00,,,,3.88998,R,ugm-3,9.23156,R,ugm-3,15.19611,R,ugm-3,5.4,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS)
132,132,06-01-2020,13:00,,,,3.6993,R,ugm-3,10.58004,R,ugm-3,16.25221,R,ugm-3,6.6,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
133,133,06-01-2020,14:00,,,,2.21195,R,ugm-3,8.75355,R,ugm-3,12.14516,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS)
134,134,06-01-2020,15:00,,,,6.59772,R,ugm-3,18.28101,R,ugm-3,28.39737,R,ugm-3,10.8,R,ugm-3 (TEOM FDMS),12.8,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
135,135,06-01-2020,16:00,,,,5.33919,R,ugm-3,21.97089,R,ugm-3,30.15754,R,ugm-3,8.4,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS)
136,136,06-01-2020,17:00,,,,3.27979,R,ugm-3,23.13374,R,ugm-3,28.16268,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
137,137,06-01-2020,18:00,,,,2.51705,R,ugm-3,20.60691,R,ugm-3,24.46633,R,ugm-3,9.8,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
138,138,06-01-2020,19:00,,,,1.98313,R,ugm-3,20.54549,R,ugm-3,23.58624,R,ugm-3,10.6,R,ugm-3 (TEOM FDMS),10.1,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS)
139,139,06-01-2020,20:00,,,,1.18225,R,ugm-3,22.30154,R,ugm-3,24.11429,R,ugm-3,6.2,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
140,140,06-01-2020,21:00,,,,1.10598,R,ugm-3,24.296,R,ugm-3,25.9918,R,ugm-3,6.9,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS)
141,141,06-01-2020,22:00,,,,0.80088,R,ugm-3,23.47302,R,ugm-3,24.70102,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
142,142,06-01-2020,23:00,,,,0.80088,R,ugm-3,21.41949,R,ugm-3,22.64749,R,ugm-3,8.9,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
143,143,06-01-2020,24:00,,,,0.53392,R,ugm-3,16.19629,R,ugm-3,17.01495,R,ugm-3,10.4,R,ugm-3 (TEOM FDMS),8.8,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
144,144,07-01-2020,01:00,,,,0.40733,R,ugm-3,14.56606,R,ugm-3,15.19062,R,ugm-3,10.5,R,ugm-3 (TEOM FDMS),8.9,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
145,145,07-01-2020,02:00,,,,0.49644,R,ugm-3,11.3365,R,ugm-3,12.09769,R,ugm-3,8.9,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS)
146,146,07-01-2020,03:00,,,,0.3055,R,ugm-3,7.63585,R,ugm-3,8.10428,R,ugm-3,8.7,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS)
147,147,07-01-2020,04:00,,,,0.9165,R,ugm-3,12.27803,R,ugm-3,13.68331,R,ugm-3,7.8,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS)
148,148,07-01-2020,05:00,,,,0.611,R,ugm-3,13.33372,R,ugm-3,14.27057,R,ugm-3,7.3,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
149,149,07-01-2020,06:00,,,,1.41293,R,ugm-3,18.15295,R,ugm-3,20.31942,R,ugm-3,7.9,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
150,150,07-01-2020,07:00,,,,3.24593,R,ugm-3,25.91319,R,ugm-3,30.89021,R,ugm-3,10.3,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
151,151,07-01-2020,08:00,,,,4.58248,R,ugm-3,31.20466,R,ugm-3,38.23104,R,ugm-3,10.3,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
152,152,07-01-2020,09:00,,,,3.24593,R,ugm-3,24.97357,R,ugm-3,29.95058,R,ugm-3,10.4,R,ugm-3 (TEOM FDMS),9.1,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
153,153,07-01-2020,10:00,,,,11.57077,R,ugm-3,28.06517,R,ugm-3,45.80678,R,ugm-3,12.9,R,ugm-3 (TEOM FDMS),10.9,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
154,154,07-01-2020,11:00,,,,5.99542,R,ugm-3,22.34336,R,ugm-3,31.5362,R,ugm-3,10.3,R,ugm-3 (TEOM FDMS),9.9,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS)
155,155,07-01-2020,12:00,,,,3.9333,R,ugm-3,17.34223,R,ugm-3,23.3732,R,ugm-3,11.8,R,ugm-3 (TEOM FDMS),12.2,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS)
156,156,07-01-2020,13:00,,,,4.42974,R,ugm-3,16.2874,R,ugm-3,23.07957,R,ugm-3,12.4,R,ugm-3 (TEOM FDMS),14.4,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
157,157,07-01-2020,14:00,,,,3.9333,R,ugm-3,13.87735,R,ugm-3,19.90833,R,ugm-3,10.4,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS)
158,158,07-01-2020,15:00,,,,9.24134,R,ugm-3,18.95196,R,ugm-3,33.12182,R,ugm-3,9.1,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
159,159,07-01-2020,16:00,,,,6.26273,R,ugm-3,17.23536,R,ugm-3,26.83807,R,ugm-3,9.5,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
160,160,07-01-2020,17:00,,,,3.13136,R,ugm-3,15.57679,R,ugm-3,20.37814,R,ugm-3,5.5,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS)
161,161,07-01-2020,18:00,,,,3.05499,R,ugm-3,16.98588,R,ugm-3,21.67013,R,ugm-3,8.1,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS)
162,162,07-01-2020,19:00,,,,1.90937,R,ugm-3,15.51251,R,ugm-3,18.44016,R,ugm-3,5.7,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS)
163,163,07-01-2020,20:00,,,,1.33656,R,ugm-3,9.57851,R,ugm-3,11.62787,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS)
164,164,07-01-2020,21:00,,,,0.57281,R,ugm-3,7.28471,R,ugm-3,8.163,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS)
165,165,07-01-2020,22:00,,,,0.49644,R,ugm-3,6.63837,R,ugm-3,7.39956,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
166,166,07-01-2020,23:00,,,,0.38187,R,ugm-3,4.52369,R,ugm-3,5.10922,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS)
167,167,07-01-2020,24:00,,,,0.34369,R,ugm-3,3.99497,R,ugm-3,4.52195,R,ugm-3,2.9,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS)
168,168,08-01-2020,01:00,,,,0.71377,R,ugm-3,4.3918,R,ugm-3,5.48623,R,ugm-3,3.6,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS)
169,169,08-01-2020,02:00,,,,0.19119,R,ugm-3,3.23371,R,ugm-3,3.52686,R,ugm-3,5.4,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS)
170,170,08-01-2020,03:00,,,,0.15295,R,ugm-3,1.58769,R,ugm-3,1.82221,R,ugm-3,6.1,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
171,171,08-01-2020,04:00,,,,1.45303,R,ugm-3,2.76844,R,ugm-3,4.99639,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS)
172,172,08-01-2020,05:00,,,,0.53533,R,ugm-3,2.88238,R,ugm-3,3.7032,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
173,173,08-01-2020,06:00,,,,0.9177,R,ugm-3,5.52904,R,ugm-3,6.93616,R,ugm-3,6.6,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS)
174,174,08-01-2020,07:00,,,,1.18537,R,ugm-3,11.64332,R,ugm-3,13.46085,R,ugm-3,5.1,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
175,175,08-01-2020,08:00,,,,1.26184,R,ugm-3,19.63784,R,ugm-3,21.57264,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
176,176,08-01-2020,09:00,,,,1.83541,R,ugm-3,24.63649,R,ugm-3,27.45074,R,ugm-3,8.3,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS)
177,177,08-01-2020,10:00,,,,13.19199,R,ugm-3,30.61815,R,ugm-3,50.84559,R,ugm-3,9.2,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
178,178,08-01-2020,11:00,,,,3.59434,R,ugm-3,24.34952,R,ugm-3,29.86076,R,ugm-3,10.7,R,ugm-3 (TEOM FDMS),10.4,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
179,179,08-01-2020,12:00,,,,3.28844,R,ugm-3,21.87951,R,ugm-3,26.92171,R,ugm-3,10.4,R,ugm-3 (TEOM FDMS),11.7,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS)
180,180,08-01-2020,13:00,,,,2.71487,R,ugm-3,20.23138,R,ugm-3,24.39413,R,ugm-3,12.1,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS)
181,181,08-01-2020,14:00,,,,2.79135,R,ugm-3,22.75926,R,ugm-3,27.03927,R,ugm-3,15.1,R,ugm-3 (TEOM FDMS),14.2,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
182,182,08-01-2020,15:00,,,,6.5004,R,ugm-3,30.35664,R,ugm-3,40.32378,R,ugm-3,16.5,R,ugm-3 (TEOM FDMS),15.5,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
183,183,08-01-2020,16:00,,,,6.34745,R,ugm-3,38.23269,R,ugm-3,47.96531,R,ugm-3,17.2,R,ugm-3 (TEOM FDMS),16.2,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
184,184,08-01-2020,17:00,,,,17.70403,R,ugm-3,56.26447,R,ugm-3,83.41027,R,ugm-3,16.6,R,ugm-3 (TEOM FDMS),15.7,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
185,185,08-01-2020,18:00,,,,17.20694,R,ugm-3,56.55641,R,ugm-3,82.94002,R,ugm-3,16.7,R,ugm-3 (TEOM FDMS),17.4,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS)
186,186,08-01-2020,19:00,,,,20.99247,R,ugm-3,57.68818,R,ugm-3,89.87618,R,ugm-3,16.8,R,ugm-3 (TEOM FDMS),18.9,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS)
187,187,08-01-2020,20:00,,,,31.96668,R,ugm-3,58.08414,R,ugm-3,107.09903,R,ugm-3,19.6,R,ugm-3 (TEOM FDMS),20.1,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS)
188,188,08-01-2020,21:00,,,,25.58099,R,ugm-3,52.41598,R,ugm-3,91.63962,R,ugm-3,17.1,R,ugm-3 (TEOM FDMS),19.1,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
189,189,08-01-2020,22:00,,,,6.1945,R,ugm-3,36.88013,R,ugm-3,46.37823,R,ugm-3,12.8,R,ugm-3 (TEOM FDMS),14.9,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS)
190,190,08-01-2020,23:00,,,,1.45303,R,ugm-3,20.87299,R,ugm-3,23.10094,R,ugm-3,9.9,R,ugm-3 (TEOM FDMS),11.8,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS)
191,191,08-01-2020,24:00,,,,0.68828,R,ugm-3,10.23061,R,ugm-3,11.28596,R,ugm-3,5.4,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),8.8,R,ugm-3 (TEOM FDMS)
192,192,09-01-2020,01:00,,,,0.51051,R,ugm-3,5.88525,R,ugm-3,6.66801,R,ugm-3,3.8,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
193,193,09-01-2020,02:00,,,,0.42117,R,ugm-3,2.82551,R,ugm-3,3.47129,R,ugm-3,2.2,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS)
194,194,09-01-2020,03:00,,,,0.26802,R,ugm-3,0.82459,R,ugm-3,1.23554,R,ugm-3,2.5,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS)
195,195,09-01-2020,04:00,,,,2.02926,R,ugm-3,1.77185,R,ugm-3,4.88334,R,ugm-3,3.5,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS)
196,196,09-01-2020,05:00,,,,0.9572,R,ugm-3,2.23895,R,ugm-3,3.70663,R,ugm-3,2.4,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS)
197,197,09-01-2020,06:00,,,,1.07206,R,ugm-3,4.29857,R,ugm-3,5.94238,R,ugm-3,2.3,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS)
198,198,09-01-2020,07:00,,,,1.79953,R,ugm-3,8.12531,R,ugm-3,10.88455,R,ugm-3,0.8,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS)
199,199,09-01-2020,08:00,,,,1.87611,R,ugm-3,10.42014,R,ugm-3,13.2968,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
200,200,09-01-2020,09:00,,,,2.25899,R,ugm-3,10.5391,R,ugm-3,14.00283,R,ugm-3,2.9,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS)
201,201,09-01-2020,10:00,,,,7.77245,R,ugm-3,13.20513,R,ugm-3,25.12272,R,ugm-3,2.4,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS)
202,202,09-01-2020,11:00,,,,1.9144,R,ugm-3,7.4785,R,ugm-3,10.41387,R,ugm-3,4.4,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS)
203,203,09-01-2020,12:00,,,,2.2207,R,ugm-3,7.83254,R,ugm-3,11.23756,R,ugm-3,5.2,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS)
204,204,09-01-2020,13:00,,,,2.25899,R,ugm-3,9.00937,R,ugm-3,12.47311,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS)
205,205,09-01-2020,14:00,,,,1.99097,R,ugm-3,10.95005,R,ugm-3,14.00283,R,ugm-3,5.4,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS)
206,206,09-01-2020,15:00,,,,10.10802,R,ugm-3,23.2738,R,ugm-3,38.77254,R,ugm-3,6.2,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS)
207,207,09-01-2020,16:00,,,,8.27019,R,ugm-3,25.32689,R,ugm-3,38.00768,R,ugm-3,4.6,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS)
208,208,09-01-2020,17:00,,,,3.44591,R,ugm-3,22.42782,R,ugm-3,27.71148,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS)
209,209,09-01-2020,18:00,,,,4.09681,R,ugm-3,21.25329,R,ugm-3,27.53497,R,ugm-3,4.7,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
210,210,09-01-2020,19:00,,,,1.2635,R,ugm-3,14.65424,R,ugm-3,16.59159,R,ugm-3,5.8,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
211,211,09-01-2020,20:00,,,,1.30179,R,ugm-3,18.1845,R,ugm-3,20.18055,R,ugm-3,9.1,R,ugm-3 (TEOM FDMS),8.8,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
212,212,09-01-2020,21:00,,,,0.68918,R,ugm-3,17.35875,R,ugm-3,18.41548,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS)
213,213,09-01-2020,22:00,,,,0.53603,R,ugm-3,15.76968,R,ugm-3,16.59159,R,ugm-3,9.4,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
214,214,09-01-2020,23:00,,,,0.34459,R,ugm-3,9.35598,R,ugm-3,9.88435,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
215,215,09-01-2020,24:00,,,,0.53603,R,ugm-3,12.59257,R,ugm-3,13.41447,R,ugm-3,8.5,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
216,216,10-01-2020,01:00,,,,0.71565,R,ugm-3,14.057,R,ugm-3,15.15431,R,ugm-3,10.6,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
217,217,10-01-2020,02:00,,,,0.30671,R,ugm-3,9.50173,R,ugm-3,9.97201,R,ugm-3,10.7,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
218,218,10-01-2020,03:00,,,,0.30671,R,ugm-3,10.01211,R,ugm-3,10.48238,R,ugm-3,10.1,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS)
219,219,10-01-2020,04:00,,,,0.26837,R,ugm-3,8.18642,R,ugm-3,8.59791,R,ugm-3,9.5,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
220,220,10-01-2020,05:00,,,,0.53674,R,ugm-3,8.06938,R,ugm-3,8.89236,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS)
221,221,10-01-2020,06:00,,,,0.95846,R,ugm-3,10.0139,R,ugm-3,11.48351,R,ugm-3,8.5,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
