,Unnamed: 0,Date,time,Carbon monoxide,status,unit,PM<sub>10</sub> particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Ozone,status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Sulphur dioxide,status.7,unit.7,Black Carbon (880nm),status.8,unit.8,Blue Particulate matter (470nm),status.9,unit.9,Infra Red Particulate matter (950nm),status.10,unit.10,Red Particulate matter (660nm),status.11,unit.11,UV Particulate Matter (UV-BC),status.12,unit.12,UV Particulate Matter (370nm),status.13,unit.13,Yellow Particulate matter (590nm),status.14,unit.14
1512,1512,04-03-2020,01:00,0.179307,R,mgm-3,15.725,R,ugm-3 (FIDAS),12.93493,R,ugm-3,69.69205,R,ugm-3,89.52534,R,ugm-3,1.53004,R,ugm-3,8.962,R,ugm-3 (Ref.eq),1.14394,R,ugm-3,1.6,R,ugm-3,2.0,R,ugm-3,1.5,R,ugm-3,1.6,R,ugm-3,0.6,R,ugm-3,2.2,R,ugm-3,1.7,R,ugm-3
1513,1513,04-03-2020,02:00,0.17151,R,mgm-3,15.35,R,ugm-3 (FIDAS),3.58133,R,ugm-3,57.71823,R,ugm-3,63.20953,R,ugm-3,5.9871,R,ugm-3,8.962,R,ugm-3 (Ref.eq),0.79196,R,ugm-3,1.5,R,ugm-3,1.9,R,ugm-3,1.4,R,ugm-3,1.6,R,ugm-3,0.6,R,ugm-3,2.1,R,ugm-3,1.7,R,ugm-3
1514,1514,04-03-2020,03:00,0.154945,R,mgm-3,13.975,R,ugm-3 (FIDAS),3.1916,R,ugm-3,54.55872,R,ugm-3,59.45243,R,ugm-3,5.28861,R,ugm-3,8.962,R,ugm-3 (Ref.eq),0.92395,R,ugm-3,1.6,R,ugm-3,2.0,R,ugm-3,1.6,R,ugm-3,1.6,R,ugm-3,0.7,R,ugm-3,2.3,R,ugm-3,1.7,R,ugm-3
1515,1515,04-03-2020,04:00,0.137404,R,mgm-3,14.5,R,ugm-3 (FIDAS),2.9704,R,ugm-3,48.85106,R,ugm-3,53.4056,R,ugm-3,7.3342,R,ugm-3,9.646,R,ugm-3 (Ref.eq),0.92395,R,ugm-3,1.2,R,ugm-3,1.6,R,ugm-3,1.2,R,ugm-3,1.3,R,ugm-3,0.7,R,ugm-3,1.9,R,ugm-3,1.3,R,ugm-3
1516,1516,04-03-2020,05:00,0.087704,R,mgm-3,14.55,R,ugm-3 (FIDAS),0.8848,R,ugm-3,27.28111,R,ugm-3,28.63779,R,ugm-3,27.04174,R,ugm-3,9.057,R,ugm-3 (Ref.eq),1.18794,R,ugm-3,0.7,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.4,R,ugm-3,1.1,R,ugm-3,0.8,R,ugm-3
1517,1517,04-03-2020,06:00,0.102322,R,mgm-3,13.55,R,ugm-3 (FIDAS),1.6748,R,ugm-3,29.98814,R,ugm-3,32.55613,R,ugm-3,25.19571,R,ugm-3,8.396,R,ugm-3 (Ref.eq),0.52797,R,ugm-3,0.7,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.3,R,ugm-3,1.0,R,ugm-3,0.7,R,ugm-3
1518,1518,04-03-2020,07:00,0.140327,R,mgm-3,13.775,R,ugm-3 (FIDAS),5.1824,R,ugm-3,46.18499,R,ugm-3,54.13122,R,ugm-3,14.11958,R,ugm-3,7.665,R,ugm-3 (Ref.eq),0.59397,R,ugm-3,0.9,R,ugm-3,1.1,R,ugm-3,0.9,R,ugm-3,1.0,R,ugm-3,0.2,R,ugm-3,1.2,R,ugm-3,1.0,R,ugm-3
1519,1519,04-03-2020,08:00,0.169561,R,mgm-3,13.425,R,ugm-3 (FIDAS),13.3036,R,ugm-3,58.11348,R,ugm-3,78.51204,R,ugm-3,10.677,R,ugm-3,7.5,R,ugm-3 (Ref.eq),1.38592,R,ugm-3,1.4,R,ugm-3,1.6,R,ugm-3,1.4,R,ugm-3,1.4,R,ugm-3,0.2,R,ugm-3,1.6,R,ugm-3,1.5,R,ugm-3
1520,1520,04-03-2020,09:00,0.251418,R,mgm-3,15.825,R,ugm-3 (FIDAS),29.92519,R,ugm-3,65.0384,R,ugm-3,110.92305,R,ugm-3,8.53162,R,ugm-3,8.679,R,ugm-3 (Ref.eq),2.24388,R,ugm-3,1.6,R,ugm-3,1.9,R,ugm-3,1.6,R,ugm-3,1.7,R,ugm-3,0.2,R,ugm-3,1.8,R,ugm-3,1.7,R,ugm-3
1521,1521,04-03-2020,10:00,0.233877,R,mgm-3,20.275,R,ugm-3 (FIDAS),26.89159,R,ugm-3,65.23938,R,ugm-3,106.47259,R,ugm-3,13.02194,R,ugm-3,9.811,R,ugm-3 (Ref.eq),1.64991,R,ugm-3,1.7,R,ugm-3,1.9,R,ugm-3,1.7,R,ugm-3,1.7,R,ugm-3,0.2,R,ugm-3,1.9,R,ugm-3,1.8,R,ugm-3
1522,1522,04-03-2020,11:00,0.178332,R,mgm-3,20.4,R,ugm-3 (FIDAS),15.6736,R,ugm-3,54.09253,R,ugm-3,78.12505,R,ugm-3,25.74453,R,ugm-3,9.34,R,ugm-3 (Ref.eq),2.04589,R,ugm-3,1.4,R,ugm-3,1.6,R,ugm-3,1.4,R,ugm-3,1.4,R,ugm-3,0.2,R,ugm-3,1.6,R,ugm-3,1.4,R,ugm-3
1523,1523,04-03-2020,12:00,0.108168,R,mgm-3,17.175,R,ugm-3 (FIDAS),8.1528,R,ugm-3,35.87386,R,ugm-3,48.37464,R,ugm-3,45.35228,R,ugm-3,8.019,R,ugm-3 (Ref.eq),1.51792,R,ugm-3,0.9,R,ugm-3,1.1,R,ugm-3,0.9,R,ugm-3,0.9,R,ugm-3,0.2,R,ugm-3,1.1,R,ugm-3,1.0,R,ugm-3
1524,1524,04-03-2020,13:00,0.093552,R,mgm-3,12.475,R,ugm-3 (FIDAS),4.5504,R,ugm-3,32.49653,R,ugm-3,39.47371,R,ugm-3,50.04218,R,ugm-3,6.533,R,ugm-3 (Ref.eq),1.97989,R,ugm-3,0.8,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.2,R,ugm-3,0.9,R,ugm-3,0.8,R,ugm-3
1525,1525,04-03-2020,14:00,0.093552,R,mgm-3,9.525,R,ugm-3 (FIDAS),2.7176,R,ugm-3,30.32419,R,ugm-3,34.49112,R,ugm-3,58.92304,R,ugm-3,4.788,R,ugm-3 (Ref.eq),2.77185,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
1526,1526,04-03-2020,15:00,0.093552,R,mgm-3,8.75,R,ugm-3 (FIDAS),2.2752,R,ugm-3,27.08418,R,ugm-3,30.57277,R,ugm-3,62.61509,R,ugm-3,3.986,R,ugm-3 (Ref.eq),1.97989,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1527,1527,04-03-2020,16:00,0.13448,R,mgm-3,8.525,R,ugm-3 (FIDAS),4.0448,R,ugm-3,42.26945,R,ugm-3,48.47139,R,ugm-3,48.99444,R,ugm-3,4.222,R,ugm-3 (Ref.eq),2.30988,R,ugm-3,0.8,R,ugm-3,1.0,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.1,R,ugm-3,1.0,R,ugm-3,0.9,R,ugm-3
1528,1528,04-03-2020,17:00,0.146173,R,mgm-3,6.2,R,ugm-3 (FIDAS),5.7196,R,ugm-3,45.50642,R,ugm-3,54.27635,R,ugm-3,49.19401,R,ugm-3,3.42,R,ugm-3 (Ref.eq),2.17788,R,ugm-3,0.9,R,ugm-3,1.0,R,ugm-3,0.9,R,ugm-3,0.9,R,ugm-3,0.1,R,ugm-3,1.0,R,ugm-3,0.9,R,ugm-3
1529,1529,04-03-2020,18:00,0.157868,R,mgm-3,6.5,R,ugm-3 (FIDAS),6.2884,R,ugm-3,58.42104,R,ugm-3,68.06312,R,ugm-3,37.51916,R,ugm-3,4.104,R,ugm-3 (Ref.eq),2.57386,R,ugm-3,1.1,R,ugm-3,1.3,R,ugm-3,1.1,R,ugm-3,1.1,R,ugm-3,0.2,R,ugm-3,1.3,R,ugm-3,1.2,R,ugm-3
1530,1530,04-03-2020,19:00,0.166638,R,mgm-3,7.725,R,ugm-3 (FIDAS),3.318,R,ugm-3,57.36414,R,ugm-3,62.45166,R,ugm-3,34.32604,R,ugm-3,5.873,R,ugm-3 (Ref.eq),2.96984,R,ugm-3,1.2,R,ugm-3,1.4,R,ugm-3,1.2,R,ugm-3,1.3,R,ugm-3,0.2,R,ugm-3,1.4,R,ugm-3,1.3,R,ugm-3
1531,1531,04-03-2020,20:00,0.178332,R,mgm-3,9.625,R,ugm-3 (FIDAS),3.2548,R,ugm-3,50.54347,R,ugm-3,55.53409,R,ugm-3,36.6211,R,ugm-3,7.854,R,ugm-3 (Ref.eq),3.89379,R,ugm-3,1.1,R,ugm-3,1.3,R,ugm-3,1.1,R,ugm-3,1.1,R,ugm-3,0.3,R,ugm-3,1.4,R,ugm-3,1.2,R,ugm-3
1532,1532,04-03-2020,21:00,0.157868,R,mgm-3,10.0,R,ugm-3 (FIDAS),2.212,R,ugm-3,40.14549,R,ugm-3,43.53718,R,ugm-3,44.10497,R,ugm-3,8.278,R,ugm-3 (Ref.eq),3.49781,R,ugm-3,1.0,R,ugm-3,1.2,R,ugm-3,1.0,R,ugm-3,1.1,R,ugm-3,0.4,R,ugm-3,1.4,R,ugm-3,1.1,R,ugm-3
1533,1533,04-03-2020,22:00,0.14325,R,mgm-3,10.575,R,ugm-3 (FIDAS),1.7696,R,ugm-3,34.777,R,ugm-3,37.49035,R,ugm-3,46.15056,R,ugm-3,9.08,R,ugm-3 (Ref.eq),3.36582,R,ugm-3,0.9,R,ugm-3,1.0,R,ugm-3,0.9,R,ugm-3,0.9,R,ugm-3,0.3,R,ugm-3,1.1,R,ugm-3,0.9,R,ugm-3
1534,1534,04-03-2020,23:00,0.13448,R,mgm-3,10.675,R,ugm-3 (FIDAS),1.3272,R,ugm-3,29.45688,R,ugm-3,31.49189,R,ugm-3,48.89465,R,ugm-3,9.151,R,ugm-3 (Ref.eq),3.03584,R,ugm-3,0.6,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.2,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3
1535,1535,04-03-2020,24:00,0.128632,R,mgm-3,12.025,R,ugm-3 (FIDAS),0.8848,R,ugm-3,24.04001,R,ugm-3,25.39669,R,ugm-3,51.83831,R,ugm-3,10.142,R,ugm-3 (Ref.eq),3.56381,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1536,1536,05-03-2020,01:00,0.105338,R,mgm-3,14.4,R,ugm-3 (FIDAS),0.63367,R,ugm-3,19.06971,R,ugm-3,20.04132,R,ugm-3,54.94827,R,ugm-3,12.123,R,ugm-3 (Ref.eq),0.61499,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1537,1537,05-03-2020,02:00,0.101437,R,mgm-3,16.025,R,ugm-3 (FIDAS),0.7604,R,ugm-3,18.22889,R,ugm-3,19.39483,R,ugm-3,53.48476,R,ugm-3,13.821,R,ugm-3 (Ref.eq),1.84495,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1538,1538,05-03-2020,03:00,0.099487,R,mgm-3,16.125,R,ugm-3 (FIDAS),0.5703,R,ugm-3,16.38695,R,ugm-3,17.2614,R,ugm-3,52.28734,R,ugm-3,14.104,R,ugm-3 (Ref.eq),1.31782,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
1539,1539,05-03-2020,04:00,0.090707,R,mgm-3,12.35,R,ugm-3 (FIDAS),0.47525,R,ugm-3,12.02339,R,ugm-3,12.7521,R,ugm-3,57.62584,R,ugm-3,10.849,R,ugm-3 (Ref.eq),1.84495,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
1540,1540,05-03-2020,05:00,0.081929,R,mgm-3,11.575,R,ugm-3 (FIDAS),0.50694,R,ugm-3,11.73237,R,ugm-3,12.50966,R,ugm-3,59.52175,R,ugm-3,10.094,R,ugm-3 (Ref.eq),2.30619,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
1541,1541,05-03-2020,06:00,0.081929,R,mgm-3,10.125,R,ugm-3 (FIDAS),0.7604,R,ugm-3,14.39841,R,ugm-3,15.56435,R,ugm-3,57.97509,R,ugm-3,8.797,R,ugm-3 (Ref.eq),2.63565,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
1542,1542,05-03-2020,07:00,0.099487,R,mgm-3,10.4,R,ugm-3 (FIDAS),2.18616,R,ugm-3,25.01287,R,ugm-3,28.36494,R,ugm-3,44.35443,R,ugm-3,8.939,R,ugm-3 (Ref.eq),3.16278,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3
1543,1543,05-03-2020,08:00,0.117043,R,mgm-3,11.65,R,ugm-3 (FIDAS),2.78815,R,ugm-3,30.19921,R,ugm-3,34.47431,R,ugm-3,38.81637,R,ugm-3,9.835,R,ugm-3 (Ref.eq),3.49223,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3
1544,1544,05-03-2020,09:00,0.137525,R,mgm-3,11.125,R,ugm-3 (FIDAS),3.48518,R,ugm-3,26.80305,R,ugm-3,32.14693,R,ugm-3,40.66239,R,ugm-3,9.175,R,ugm-3 (Ref.eq),3.29456,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
1545,1545,05-03-2020,10:00,0.122895,R,mgm-3,9.75,R,ugm-3 (FIDAS),3.20003,R,ugm-3,26.8039,R,ugm-3,31.71054,R,ugm-3,41.46067,R,ugm-3,7.712,R,ugm-3 (Ref.eq),4.21704,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
1546,1546,05-03-2020,11:00,0.11119,R,mgm-3,8.525,R,ugm-3 (FIDAS),3.86539,R,ugm-3,26.70496,R,ugm-3,32.6318,R,ugm-3,41.41078,R,ugm-3,7.005,R,ugm-3 (Ref.eq),4.54649,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
1547,1547,05-03-2020,12:00,0.11119,R,mgm-3,8.925,R,ugm-3 (FIDAS),4.56242,R,ugm-3,23.40578,R,ugm-3,30.40139,R,ugm-3,46.5497,R,ugm-3,7.123,R,ugm-3 (Ref.eq),5.20541,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.2,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
1548,1548,05-03-2020,13:00,0.114116,R,mgm-3,6.9,R,ugm-3 (FIDAS),4.40401,R,ugm-3,22.92137,R,ugm-3,29.67409,R,ugm-3,46.84906,R,ugm-3,5.189,R,ugm-3 (Ref.eq),4.61239,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.2,R,ugm-3,0.9,R,ugm-3,0.8,R,ugm-3
1549,1549,05-03-2020,14:00,0.125821,R,mgm-3,6.375,R,ugm-3 (FIDAS),3.32677,R,ugm-3,21.32448,R,ugm-3,26.42545,R,ugm-3,49.34368,R,ugm-3,5.0,R,ugm-3 (Ref.eq),4.87595,R,ugm-3,0.5,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1550,1550,05-03-2020,15:00,0.11119,R,mgm-3,7.575,R,ugm-3 (FIDAS),3.04162,R,ugm-3,21.22835,R,ugm-3,25.89209,R,ugm-3,50.89035,R,ugm-3,5.755,R,ugm-3 (Ref.eq),4.54649,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
1551,1551,05-03-2020,16:00,0.119968,R,mgm-3,8.05,R,ugm-3 (FIDAS),3.61192,R,ugm-3,24.52379,R,ugm-3,30.06198,R,ugm-3,49.8925,R,ugm-3,6.439,R,ugm-3 (Ref.eq),4.34882,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1552,1552,05-03-2020,17:00,0.102412,R,mgm-3,6.275,R,ugm-3 (FIDAS),2.6931,R,ugm-3,23.99314,R,ugm-3,28.1225,R,ugm-3,53.98369,R,ugm-3,4.929,R,ugm-3 (Ref.eq),3.82169,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
1553,1553,05-03-2020,18:00,0.146303,R,mgm-3,6.725,R,ugm-3 (FIDAS),8.77633,R,ugm-3,28.92085,R,ugm-3,42.3777,R,ugm-3,56.97724,R,ugm-3,5.472,R,ugm-3 (Ref.eq),4.21704,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
1554,1554,05-03-2020,19:00,0.117043,R,mgm-3,12.05,R,ugm-3 (FIDAS),2.05943,R,ugm-3,26.66181,R,ugm-3,29.81955,R,ugm-3,55.58025,R,ugm-3,10.189,R,ugm-3 (Ref.eq),3.68991,R,ugm-3,0.8,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.2,R,ugm-3,0.9,R,ugm-3,0.8,R,ugm-3
1555,1555,05-03-2020,20:00,0.122895,R,mgm-3,17.05,R,ugm-3 (FIDAS),1.29902,R,ugm-3,27.19741,R,ugm-3,29.18922,R,ugm-3,57.8753,R,ugm-3,13.208,R,ugm-3 (Ref.eq),3.68991,R,ugm-3,0.8,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.2,R,ugm-3,0.9,R,ugm-3,0.8,R,ugm-3
1556,1556,05-03-2020,21:00,0.11119,R,mgm-3,18.275,R,ugm-3 (FIDAS),1.04556,R,ugm-3,23.46465,R,ugm-3,25.06782,R,ugm-3,63.2138,R,ugm-3,13.821,R,ugm-3 (Ref.eq),3.09689,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
1557,1557,05-03-2020,22:00,0.105338,R,mgm-3,18.525,R,ugm-3 (FIDAS),0.91882,R,ugm-3,22.01042,R,ugm-3,23.41926,R,ugm-3,64.96004,R,ugm-3,13.137,R,ugm-3 (Ref.eq),3.36045,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1558,1558,05-03-2020,23:00,0.102412,R,mgm-3,18.15,R,ugm-3 (FIDAS),0.63367,R,ugm-3,17.16255,R,ugm-3,18.13416,R,ugm-3,66.35703,R,ugm-3,12.429,R,ugm-3 (Ref.eq),2.50387,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
1559,1559,05-03-2020,24:00,0.087782,R,mgm-3,17.05,R,ugm-3 (FIDAS),0.5703,R,ugm-3,14.05957,R,ugm-3,14.93402,R,ugm-3,68.5523,R,ugm-3,10.708,R,ugm-3 (Ref.eq),2.10852,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3
1560,1560,06-03-2020,01:00,0.164004,R,mgm-3,14.85,R,ugm-3 (FIDAS),0.50827,R,ugm-3,14.12451,R,ugm-3,14.90385,R,ugm-3,65.72505,R,ugm-3,8.491,R,ugm-3 (Ref.eq),4.29802,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3
1561,1561,06-03-2020,02:00,0.171815,R,mgm-3,13.6,R,ugm-3 (FIDAS),0.59298,R,ugm-3,14.12422,R,ugm-3,15.03345,R,ugm-3,61.73365,R,ugm-3,7.689,R,ugm-3 (Ref.eq),4.38574,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
1562,1562,06-03-2020,03:00,0.149362,R,mgm-3,14.425,R,ugm-3 (FIDAS),0.54004,R,ugm-3,14.82099,R,ugm-3,15.64904,R,ugm-3,59.17251,R,ugm-3,7.429,R,ugm-3 (Ref.eq),4.27609,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1563,1563,06-03-2020,04:00,0.13179,R,mgm-3,12.8,R,ugm-3 (FIDAS),0.85771,R,ugm-3,23.66501,R,ugm-3,24.98014,R,ugm-3,48.69508,R,ugm-3,6.675,R,ugm-3 (Ref.eq),4.34188,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1564,1564,06-03-2020,05:00,0.13179,R,mgm-3,11.325,R,ugm-3 (FIDAS),0.82594,R,ugm-3,19.24256,R,ugm-3,20.50899,R,ugm-3,51.73852,R,ugm-3,6.132,R,ugm-3 (Ref.eq),4.34188,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1565,1565,06-03-2020,06:00,0.143504,R,mgm-3,11.9,R,ugm-3 (FIDAS),2.57313,R,ugm-3,35.71179,R,ugm-3,39.65719,R,ugm-3,32.13077,R,ugm-3,6.274,R,ugm-3 (Ref.eq),3.7498,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1566,1566,06-03-2020,07:00,0.181577,R,mgm-3,12.25,R,ugm-3 (FIDAS),5.11449,R,ugm-3,51.78948,R,ugm-3,59.63158,R,ugm-3,13.37119,R,ugm-3,7.5,R,ugm-3 (Ref.eq),2.56566,R,ugm-3,0.9,R,ugm-3,1.0,R,ugm-3,0.9,R,ugm-3,0.9,R,ugm-3,0.2,R,ugm-3,1.1,R,ugm-3,0.9,R,ugm-3
1567,1567,06-03-2020,08:00,0.278223,R,mgm-3,15.975,R,ugm-3 (FIDAS),22.9993,R,ugm-3,59.64972,R,ugm-3,94.91482,R,ugm-3,7.13463,R,ugm-3,10.425,R,ugm-3 (Ref.eq),3.61823,R,ugm-3,1.4,R,ugm-3,1.6,R,ugm-3,1.4,R,ugm-3,1.5,R,ugm-3,0.3,R,ugm-3,1.7,R,ugm-3,1.5,R,ugm-3
1568,1568,06-03-2020,09:00,0.301652,R,mgm-3,18.175,R,ugm-3 (FIDAS),25.63596,R,ugm-3,55.5583,R,ugm-3,94.86622,R,ugm-3,17.81162,R,ugm-3,11.392,R,ugm-3 (Ref.eq),3.55245,R,ugm-3,2.0,R,ugm-3,2.3,R,ugm-3,2.1,R,ugm-3,2.0,R,ugm-3,0.2,R,ugm-3,2.2,R,ugm-3,2.1,R,ugm-3
1569,1569,06-03-2020,10:00,0.21672,R,mgm-3,15.75,R,ugm-3 (FIDAS),14.48575,R,ugm-3,40.96818,R,ugm-3,63.17935,R,ugm-3,41.16131,R,ugm-3,9.245,R,ugm-3 (Ref.eq),2.56566,R,ugm-3,1.3,R,ugm-3,1.4,R,ugm-3,1.3,R,ugm-3,1.3,R,ugm-3,0.1,R,ugm-3,1.4,R,ugm-3,1.3,R,ugm-3
1570,1570,06-03-2020,11:00,0.120076,R,mgm-3,8.9,R,ugm-3 (FIDAS),4.19324,R,ugm-3,18.69639,R,ugm-3,25.12594,R,ugm-3,68.05337,R,ugm-3,4.434,R,ugm-3 (Ref.eq),1.77622,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
1571,1571,06-03-2020,12:00,0.096646,R,mgm-3,7.9,R,ugm-3 (FIDAS),4.38384,R,ugm-3,17.86955,R,ugm-3,24.59135,R,ugm-3,65.45896,R,ugm-3,4.009,R,ugm-3 (Ref.eq),2.30251,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3
1572,1572,06-03-2020,13:00,0.093717,R,mgm-3,7.575,R,ugm-3 (FIDAS),3.93911,R,ugm-3,17.04488,R,ugm-3,23.08476,R,ugm-3,64.36133,R,ugm-3,4.41,R,ugm-3 (Ref.eq),3.61823,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1573,1573,06-03-2020,14:00,0.079074,R,mgm-3,8.725,R,ugm-3 (FIDAS),4.03441,R,ugm-3,18.25954,R,ugm-3,24.44555,R,ugm-3,64.76047,R,ugm-3,5.165,R,ugm-3 (Ref.eq),2.96037,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
