,Unnamed: 0,Date,time,Carbon monoxide,status,unit,PM<sub>10</sub> particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Ozone,status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Sulphur dioxide,status.7,unit.7,Black Carbon (880nm),status.8,unit.8,Blue Particulate matter (470nm),status.9,unit.9,Infra Red Particulate matter (950nm),status.10,unit.10,Red Particulate matter (660nm),status.11,unit.11,UV Particulate Matter (UV-BC),status.12,unit.12,UV Particulate Matter (370nm),status.13,unit.13,Yellow Particulate matter (590nm),status.14,unit.14
1450,1450,01-03-2020,11:00,0.099134,R,mgm-3,8.75,R,ugm-3 (FIDAS),1.31668,R,ugm-3,6.00336,R,ugm-3,8.02224,R,ugm-3,77.48305,R,ugm-3,4.434,R,ugm-3 (Ref.eq),2.51986,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
1451,1451,01-03-2020,12:00,0.087471,R,mgm-3,9.175,R,ugm-3 (FIDAS),1.37938,R,ugm-3,7.34834,R,ugm-3,9.46336,R,ugm-3,75.63703,R,ugm-3,4.41,R,ugm-3 (Ref.eq),2.51986,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
1452,1452,01-03-2020,13:00,0.084555,R,mgm-3,6.825,R,ugm-3 (FIDAS),1.69287,R,ugm-3,8.16467,R,ugm-3,10.76037,R,ugm-3,75.28778,R,ugm-3,3.396,R,ugm-3 (Ref.eq),3.11667,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
1453,1453,01-03-2020,14:00,0.078723,R,mgm-3,6.425,R,ugm-3 (FIDAS),1.22263,R,ugm-3,7.3485,R,ugm-3,9.22317,R,ugm-3,77.68262,R,ugm-3,3.231,R,ugm-3 (Ref.eq),2.85142,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
1454,1454,01-03-2020,15:00,0.087471,R,mgm-3,6.925,R,ugm-3 (FIDAS),1.12858,R,ugm-3,7.10841,R,ugm-3,8.83887,R,ugm-3,79.07961,R,ugm-3,3.514,R,ugm-3 (Ref.eq),3.44823,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
1455,1455,01-03-2020,16:00,0.084555,R,mgm-3,4.325,R,ugm-3 (FIDAS),1.25398,R,ugm-3,7.15632,R,ugm-3,9.07906,R,ugm-3,80.32693,R,ugm-3,2.264,R,ugm-3 (Ref.eq),3.11667,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
1456,1456,01-03-2020,17:00,0.093302,R,mgm-3,4.15,R,ugm-3 (FIDAS),1.19128,R,ugm-3,12.39245,R,ugm-3,14.21906,R,ugm-3,74.58929,R,ugm-3,2.241,R,ugm-3 (Ref.eq),3.97872,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
1457,1457,01-03-2020,18:00,0.104964,R,mgm-3,4.475,R,ugm-3 (FIDAS),0.81509,R,ugm-3,11.57619,R,ugm-3,12.82598,R,ugm-3,73.04262,R,ugm-3,2.311,R,ugm-3 (Ref.eq),3.3156,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
1458,1458,01-03-2020,19:00,0.137037,R,mgm-3,5.825,R,ugm-3 (FIDAS),0.65834,R,ugm-3,18.01335,R,ugm-3,19.02279,R,ugm-3,65.45896,R,ugm-3,3.585,R,ugm-3 (Ref.eq),2.7188,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3
1459,1459,01-03-2020,20:00,0.151616,R,mgm-3,6.175,R,ugm-3 (FIDAS),0.75239,R,ugm-3,19.74261,R,ugm-3,20.89625,R,ugm-3,60.32003,R,ugm-3,3.774,R,ugm-3 (Ref.eq),3.8461,R,ugm-3,0.6,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3
1460,1460,01-03-2020,21:00,0.180772,R,mgm-3,6.55,R,ugm-3 (FIDAS),0.90914,R,ugm-3,22.3845,R,ugm-3,23.77849,R,ugm-3,54.03358,R,ugm-3,4.387,R,ugm-3 (Ref.eq),3.24929,R,ugm-3,0.7,R,ugm-3,0.9,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.4,R,ugm-3,1.1,R,ugm-3,0.8,R,ugm-3
1461,1461,01-03-2020,22:00,0.192435,R,mgm-3,9.625,R,ugm-3 (FIDAS),0.97184,R,ugm-3,30.59883,R,ugm-3,32.08895,R,ugm-3,45.95099,R,ugm-3,5.024,R,ugm-3 (Ref.eq),3.58085,R,ugm-3,0.7,R,ugm-3,0.9,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.3,R,ugm-3,1.0,R,ugm-3,0.7,R,ugm-3
1462,1462,01-03-2020,23:00,0.172026,R,mgm-3,10.925,R,ugm-3 (FIDAS),1.09723,R,ugm-3,29.44581,R,ugm-3,31.12821,R,ugm-3,50.79057,R,ugm-3,5.283,R,ugm-3 (Ref.eq),3.51454,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
1463,1463,01-03-2020,24:00,0.151616,R,mgm-3,9.825,R,ugm-3 (FIDAS),0.62699,R,ugm-3,17.10067,R,ugm-3,18.06205,R,ugm-3,64.11186,R,ugm-3,4.906,R,ugm-3 (Ref.eq),3.58085,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
1464,1464,02-03-2020,01:00,0.132295,R,mgm-3,7.975,R,ugm-3 (FIDAS),0.71248,R,ugm-3,16.24147,R,ugm-3,17.33392,R,ugm-3,60.40319,R,ugm-3,4.528,R,ugm-3 (Ref.eq),2.38345,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1465,1465,02-03-2020,02:00,0.136187,R,mgm-3,5.825,R,ugm-3 (FIDAS),1.00586,R,ugm-3,22.4684,R,ugm-3,24.01069,R,ugm-3,52.68648,R,ugm-3,3.892,R,ugm-3 (Ref.eq),2.03034,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1466,1466,02-03-2020,03:00,0.110895,R,mgm-3,1.65,R,ugm-3 (FIDAS),0.72296,R,ugm-3,11.98822,R,ugm-3,13.09674,R,ugm-3,76.63488,R,ugm-3,1.109,R,ugm-3 (Ref.eq),2.9131,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
1467,1467,02-03-2020,04:00,0.107976,R,mgm-3,0.925,R,ugm-3 (FIDAS),0.75439,R,ugm-3,11.21778,R,ugm-3,12.3745,R,ugm-3,75.58714,R,ugm-3,0.684,R,ugm-3 (Ref.eq),3.44276,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
1468,1468,02-03-2020,05:00,0.110895,R,mgm-3,1.325,R,ugm-3 (FIDAS),0.72296,R,ugm-3,11.74747,R,ugm-3,12.85599,R,ugm-3,73.99058,R,ugm-3,1.038,R,ugm-3 (Ref.eq),3.57517,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
1469,1469,02-03-2020,06:00,0.125486,R,mgm-3,3.025,R,ugm-3 (FIDAS),1.06872,R,ugm-3,19.88427,R,ugm-3,21.52295,R,ugm-3,63.41337,R,ugm-3,2.429,R,ugm-3 (Ref.eq),3.50896,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
1470,1470,02-03-2020,07:00,0.142996,R,mgm-3,4.125,R,ugm-3 (FIDAS),6.72666,R,ugm-3,37.30607,R,ugm-3,47.62014,R,ugm-3,43.95529,R,ugm-3,3.137,R,ugm-3 (Ref.eq),2.97931,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3
1471,1471,02-03-2020,08:00,0.178015,R,mgm-3,3.6,R,ugm-3 (FIDAS),8.76981,R,ugm-3,47.70338,R,ugm-3,61.15023,R,ugm-3,32.97894,R,ugm-3,2.759,R,ugm-3 (Ref.eq),3.44276,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.0,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3
1472,1472,02-03-2020,09:00,0.213035,R,mgm-3,4.475,R,ugm-3 (FIDAS),10.34146,R,ugm-3,48.95293,R,ugm-3,64.80961,R,ugm-3,32.67959,R,ugm-3,3.231,R,ugm-3 (Ref.eq),2.51586,R,ugm-3,1.1,R,ugm-3,1.2,R,ugm-3,1.1,R,ugm-3,1.1,R,ugm-3,0.0,R,ugm-3,1.1,R,ugm-3,1.1,R,ugm-3
1473,1473,02-03-2020,10:00,0.180933,R,mgm-3,5.075,R,ugm-3 (FIDAS),6.50663,R,ugm-3,39.08794,R,ugm-3,49.06463,R,ugm-3,46.44992,R,ugm-3,2.948,R,ugm-3 (Ref.eq),2.58207,R,ugm-3,1.2,R,ugm-3,1.3,R,ugm-3,1.2,R,ugm-3,1.2,R,ugm-3,0.1,R,ugm-3,1.3,R,ugm-3,1.2,R,ugm-3
1474,1474,02-03-2020,11:00,0.148832,R,mgm-3,7.4,R,ugm-3 (FIDAS),5.65794,R,ugm-3,25.55911,R,ugm-3,34.2345,R,ugm-3,57.92519,R,ugm-3,3.609,R,ugm-3 (Ref.eq),2.44965,R,ugm-3,1.1,R,ugm-3,1.2,R,ugm-3,1.1,R,ugm-3,1.1,R,ugm-3,0.2,R,ugm-3,1.3,R,ugm-3,1.1,R,ugm-3
1475,1475,02-03-2020,12:00,0.131323,R,mgm-3,7.525,R,ugm-3 (FIDAS),3.45763,R,ugm-3,16.84728,R,ugm-3,22.1489,R,ugm-3,63.41337,R,ugm-3,3.774,R,ugm-3 (Ref.eq),2.51586,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
1476,1476,02-03-2020,13:00,0.096304,R,mgm-3,7.575,R,ugm-3 (FIDAS),3.26903,R,ugm-3,14.00672,R,ugm-3,19.01916,R,ugm-3,62.21595,R,ugm-3,3.632,R,ugm-3 (Ref.eq),2.38345,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1477,1477,02-03-2020,14:00,0.087549,R,mgm-3,5.75,R,ugm-3 (FIDAS),3.5205,R,ugm-3,13.3804,R,ugm-3,18.77842,R,ugm-3,68.05337,R,ugm-3,2.807,R,ugm-3 (Ref.eq),1.92,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
1478,1478,02-03-2020,15:00,0.081712,R,mgm-3,7.85,R,ugm-3 (FIDAS),3.17473,R,ugm-3,15.21061,R,ugm-3,20.07846,R,ugm-3,69.79961,R,ugm-3,3.231,R,ugm-3 (Ref.eq),1.39034,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1479,1479,02-03-2020,16:00,0.090466,R,mgm-3,9.225,R,ugm-3 (FIDAS),3.6148,R,ugm-3,17.03964,R,ugm-3,22.58225,R,ugm-3,71.29638,R,ugm-3,3.514,R,ugm-3 (Ref.eq),1.39034,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1480,1480,02-03-2020,17:00,0.116731,R,mgm-3,9.75,R,ugm-3 (FIDAS),3.3319,R,ugm-3,24.31068,R,ugm-3,29.41952,R,ugm-3,62.31573,R,ugm-3,3.679,R,ugm-3 (Ref.eq),1.39034,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
1481,1481,02-03-2020,18:00,0.099221,R,mgm-3,6.65,R,ugm-3 (FIDAS),2.23174,R,ugm-3,17.4269,R,ugm-3,20.84886,R,ugm-3,69.64993,R,ugm-3,2.783,R,ugm-3 (Ref.eq),1.19172,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1482,1482,02-03-2020,19:00,0.131323,R,mgm-3,7.025,R,ugm-3 (FIDAS),2.04315,R,ugm-3,34.18331,R,ugm-3,37.31608,R,ugm-3,50.99014,R,ugm-3,3.467,R,ugm-3 (Ref.eq),1.58896,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
1483,1483,02-03-2020,20:00,0.189689,R,mgm-3,9.65,R,ugm-3 (FIDAS),1.50878,R,ugm-3,52.28842,R,ugm-3,54.60186,R,ugm-3,32.97894,R,ugm-3,5.071,R,ugm-3 (Ref.eq),1.45655,R,ugm-3,1.1,R,ugm-3,1.3,R,ugm-3,1.1,R,ugm-3,1.1,R,ugm-3,0.4,R,ugm-3,1.5,R,ugm-3,1.2,R,ugm-3
1484,1484,02-03-2020,21:00,0.151751,R,mgm-3,9.8,R,ugm-3 (FIDAS),1.06872,R,ugm-3,34.23291,R,ugm-3,35.87159,R,ugm-3,47.84691,R,ugm-3,5.094,R,ugm-3 (Ref.eq),1.52276,R,ugm-3,0.8,R,ugm-3,1.0,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.3,R,ugm-3,1.0,R,ugm-3,0.8,R,ugm-3
1485,1485,02-03-2020,22:00,0.160506,R,mgm-3,11.875,R,ugm-3 (FIDAS),0.88012,R,ugm-3,32.4998,R,ugm-3,33.8493,R,ugm-3,47.2482,R,ugm-3,5.613,R,ugm-3 (Ref.eq),0.86069,R,ugm-3,0.7,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.2,R,ugm-3,1.0,R,ugm-3,0.8,R,ugm-3
1486,1486,02-03-2020,23:00,0.160506,R,mgm-3,12.0,R,ugm-3 (FIDAS),0.91156,R,ugm-3,32.0664,R,ugm-3,33.4641,R,ugm-3,46.5996,R,ugm-3,5.755,R,ugm-3 (Ref.eq),0.52966,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.2,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3
1487,1487,02-03-2020,24:00,0.140078,R,mgm-3,11.55,R,ugm-3 (FIDAS),1.00586,R,ugm-3,27.87723,R,ugm-3,29.41952,R,ugm-3,48.14626,R,ugm-3,5.755,R,ugm-3 (Ref.eq),0.19862,R,ugm-3,0.5,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1488,1488,03-03-2020,01:00,0.097362,R,mgm-3,9.75,R,ugm-3 (FIDAS),0.21011,R,ugm-3,22.00715,R,ugm-3,22.32932,R,ugm-3,52.81953,R,ugm-3,5.165,R,ugm-3 (Ref.eq),0.17627,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1489,1489,03-03-2020,02:00,0.089574,R,mgm-3,9.85,R,ugm-3 (FIDAS),0.21011,R,ugm-3,15.70089,R,ugm-3,16.02306,R,ugm-3,59.0062,R,ugm-3,5.259,R,ugm-3 (Ref.eq),1.58644,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.0,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
1490,1490,03-03-2020,03:00,0.075943,R,mgm-3,9.175,R,ugm-3 (FIDAS),0.15758,R,ugm-3,12.01698,R,ugm-3,12.2586,R,ugm-3,63.61294,R,ugm-3,4.623,R,ugm-3 (Ref.eq),1.18983,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1491,1491,03-03-2020,04:00,0.075943,R,mgm-3,9.625,R,ugm-3 (FIDAS),0.09455,R,ugm-3,11.24491,R,ugm-3,11.38988,R,ugm-3,63.96219,R,ugm-3,4.552,R,ugm-3 (Ref.eq),1.52034,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
1492,1492,03-03-2020,05:00,0.075943,R,mgm-3,9.175,R,ugm-3 (FIDAS),0.09455,R,ugm-3,12.16189,R,ugm-3,12.30687,R,ugm-3,60.86885,R,ugm-3,4.481,R,ugm-3 (Ref.eq),1.58644,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
1493,1493,03-03-2020,06:00,0.084706,R,mgm-3,8.575,R,ugm-3 (FIDAS),0.47275,R,ugm-3,20.46224,R,ugm-3,21.18711,R,ugm-3,48.64519,R,ugm-3,4.363,R,ugm-3 (Ref.eq),2.04915,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1494,1494,03-03-2020,07:00,0.108073,R,mgm-3,8.55,R,ugm-3 (FIDAS),2.42677,R,ugm-3,40.7285,R,ugm-3,44.4495,R,ugm-3,30.5841,R,ugm-3,4.175,R,ugm-3 (Ref.eq),2.31356,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.0,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
1495,1495,03-03-2020,08:00,0.143123,R,mgm-3,10.675,R,ugm-3 (FIDAS),6.14572,R,ugm-3,46.46434,R,ugm-3,55.88764,R,ugm-3,28.23916,R,ugm-3,4.764,R,ugm-3 (Ref.eq),2.64407,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.0,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3
1496,1496,03-03-2020,09:00,0.151886,R,mgm-3,12.4,R,ugm-3 (FIDAS),6.99666,R,ugm-3,36.76195,R,ugm-3,47.49002,R,ugm-3,39.71443,R,ugm-3,5.448,R,ugm-3 (Ref.eq),3.10678,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.0,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3
1497,1497,03-03-2020,10:00,0.13436,R,mgm-3,14.325,R,ugm-3 (FIDAS),8.06822,R,ugm-3,32.85059,R,ugm-3,45.22169,R,ugm-3,46.35013,R,ugm-3,6.061,R,ugm-3 (Ref.eq),3.70169,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3
1498,1498,03-03-2020,11:00,0.090547,R,mgm-3,14.025,R,ugm-3 (FIDAS),4.16018,R,ugm-3,22.77153,R,ugm-3,29.15038,R,ugm-3,62.01638,R,ugm-3,6.203,R,ugm-3 (Ref.eq),3.9,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.0,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3
1499,1499,03-03-2020,12:00,0.084706,R,mgm-3,12.55,R,ugm-3 (FIDAS),2.23767,R,ugm-3,17.08039,R,ugm-3,20.51144,R,ugm-3,64.41122,R,ugm-3,5.613,R,ugm-3 (Ref.eq),4.0983,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3
1500,1500,03-03-2020,13:00,0.116836,R,mgm-3,14.275,R,ugm-3 (FIDAS),2.08009,R,ugm-3,19.83165,R,ugm-3,23.02108,R,ugm-3,61.41767,R,ugm-3,5.991,R,ugm-3 (Ref.eq),4.62712,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3
1501,1501,03-03-2020,14:00,0.105152,R,mgm-3,11.25,R,ugm-3 (FIDAS),3.52985,R,ugm-3,24.655,R,ugm-3,30.06736,R,ugm-3,54.63229,R,ugm-3,5.519,R,ugm-3 (Ref.eq),5.42034,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1502,1502,03-03-2020,15:00,0.122676,R,mgm-3,11.35,R,ugm-3 (FIDAS),3.34075,R,ugm-3,26.1515,R,ugm-3,31.27391,R,ugm-3,50.84046,R,ugm-3,5.307,R,ugm-3 (Ref.eq),5.55254,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
1503,1503,03-03-2020,16:00,0.119755,R,mgm-3,8.25,R,ugm-3 (FIDAS),3.6244,R,ugm-3,21.75908,R,ugm-3,27.31641,R,ugm-3,54.73207,R,ugm-3,3.797,R,ugm-3 (Ref.eq),5.02373,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3
1504,1504,03-03-2020,17:00,0.213224,R,mgm-3,7.9,R,ugm-3 (FIDAS),11.75565,R,ugm-3,37.52473,R,ugm-3,55.54981,R,ugm-3,45.35228,R,ugm-3,3.797,R,ugm-3 (Ref.eq),4.82542,R,ugm-3,0.8,R,ugm-3,1.0,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.2,R,ugm-3,1.0,R,ugm-3,0.9,R,ugm-3
1505,1505,03-03-2020,18:00,0.178174,R,mgm-3,6.65,R,ugm-3 (FIDAS),3.52985,R,ugm-3,47.62782,R,ugm-3,53.04017,R,ugm-3,25.59485,R,ugm-3,3.868,R,ugm-3 (Ref.eq),4.56101,R,ugm-3,1.0,R,ugm-3,1.2,R,ugm-3,1.0,R,ugm-3,1.0,R,ugm-3,0.3,R,ugm-3,1.3,R,ugm-3,1.1,R,ugm-3
1506,1506,03-03-2020,19:00,0.274563,R,mgm-3,9.8,R,ugm-3 (FIDAS),9.13978,R,ugm-3,69.52775,R,ugm-3,83.54189,R,ugm-3,6.33635,R,ugm-3,5.755,R,ugm-3 (Ref.eq),4.82542,R,ugm-3,1.6,R,ugm-3,1.9,R,ugm-3,1.6,R,ugm-3,1.6,R,ugm-3,0.4,R,ugm-3,2.1,R,ugm-3,1.7,R,ugm-3
1507,1507,03-03-2020,20:00,0.411844,R,mgm-3,15.275,R,ugm-3 (FIDAS),21.27363,R,ugm-3,80.6523,R,ugm-3,113.27141,R,ugm-3,1.24731,R,ugm-3,8.632,R,ugm-3 (Ref.eq),6.34576,R,ugm-3,2.4,R,ugm-3,2.9,R,ugm-3,2.4,R,ugm-3,2.5,R,ugm-3,0.6,R,ugm-3,3.0,R,ugm-3,2.6,R,ugm-3
1508,1508,03-03-2020,21:00,0.356346,R,mgm-3,15.85,R,ugm-3 (FIDAS),41.34964,R,ugm-3,80.0334,R,ugm-3,143.4353,R,ugm-3,0.99785,R,ugm-3,9.623,R,ugm-3 (Ref.eq),6.27966,R,ugm-3,2.5,R,ugm-3,3.0,R,ugm-3,2.4,R,ugm-3,2.5,R,ugm-3,0.6,R,ugm-3,3.1,R,ugm-3,2.7,R,ugm-3
1509,1509,03-03-2020,22:00,0.359267,R,mgm-3,15.2,R,ugm-3 (FIDAS),12.25992,R,ugm-3,75.21652,R,ugm-3,94.01479,R,ugm-3,5.18882,R,ugm-3,9.175,R,ugm-3 (Ref.eq),4.89152,R,ugm-3,1.8,R,ugm-3,2.2,R,ugm-3,1.8,R,ugm-3,1.9,R,ugm-3,0.5,R,ugm-3,2.3,R,ugm-3,2.0,R,ugm-3
1510,1510,03-03-2020,23:00,0.277484,R,mgm-3,16.35,R,ugm-3 (FIDAS),7.87912,R,ugm-3,77.73483,R,ugm-3,89.81598,R,ugm-3,4.6899,R,ugm-3,9.67,R,ugm-3 (Ref.eq),4.95762,R,ugm-3,1.7,R,ugm-3,2.1,R,ugm-3,1.6,R,ugm-3,1.8,R,ugm-3,0.5,R,ugm-3,2.2,R,ugm-3,1.8,R,ugm-3
1511,1511,03-03-2020,24:00,0.2658,R,mgm-3,17.425,R,ugm-3 (FIDAS),13.36299,R,ugm-3,74.58692,R,ugm-3,95.07656,R,ugm-3,1.94581,R,ugm-3,9.859,R,ugm-3 (Ref.eq),5.08983,R,ugm-3,1.7,R,ugm-3,2.1,R,ugm-3,1.6,R,ugm-3,1.8,R,ugm-3,0.6,R,ugm-3,2.3,R,ugm-3,1.9,R,ugm-3
