,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3
3821,3821,08-06-2020,06:00,17.392,R,ugm-3 (Ref.eq),42.36678,R,ugm-3,47.01709,R,ugm-3,111.97858,R,ugm-3
3822,3822,08-06-2020,07:00,21.256,R,ugm-3 (Ref.eq),48.78147,R,ugm-3,57.98394,R,ugm-3,132.78115,R,ugm-3
3823,3823,08-06-2020,08:00,21.256,R,ugm-3 (Ref.eq),38.89838,R,ugm-3,41.79068,R,ugm-3,101.43403,R,ugm-3
3824,3824,08-06-2020,09:00,24.155,R,ugm-3 (Ref.eq),32.81934,R,ugm-3,37.87374,R,ugm-3,88.19603,R,ugm-3
3825,3825,08-06-2020,10:00,29.952,R,ugm-3 (Ref.eq),42.2176,R,ugm-3,32.86168,R,ugm-3,97.59443,R,ugm-3
3826,3826,08-06-2020,11:00,27.054,R,ugm-3 (Ref.eq),35.1689,R,ugm-3,45.27414,R,ugm-3,99.19904,R,ugm-3
3827,3827,08-06-2020,12:00,27.054,R,ugm-3 (Ref.eq),43.33644,R,ugm-3,46.10337,R,ugm-3,112.55165,R,ugm-3
3828,3828,08-06-2020,13:00,27.054,R,ugm-3 (Ref.eq),40.72582,R,ugm-3,50.45012,R,ugm-3,112.8955,R,ugm-3
3829,3829,08-06-2020,14:00,28.986,R,ugm-3 (Ref.eq),35.9148,R,ugm-3,54.6177,R,ugm-3,109.68629,R,ugm-3
3830,3830,08-06-2020,15:00,33.817,R,ugm-3 (Ref.eq),44.08234,R,ugm-3,43.75622,R,ugm-3,111.3482,R,ugm-3
3831,3831,08-06-2020,16:00,28.986,R,ugm-3 (Ref.eq),31.58861,R,ugm-3,39.58891,R,ugm-3,88.02411,R,ugm-3
3832,3832,08-06-2020,17:00,28.02,R,ugm-3 (Ref.eq),29.53741,R,ugm-3,43.24982,R,ugm-3,88.53987,R,ugm-3
3833,3833,08-06-2020,18:00,28.986,R,ugm-3 (Ref.eq),23.64484,R,ugm-3,35.43659,R,ugm-3,71.69151,R,ugm-3
3834,3834,08-06-2020,19:00,29.952,R,ugm-3 (Ref.eq),19.20677,R,ugm-3,27.74277,R,ugm-3,57.19274,R,ugm-3
3835,3835,08-06-2020,20:00,26.087,R,ugm-3 (Ref.eq),14.73141,R,ugm-3,30.82262,R,ugm-3,53.41046,R,ugm-3
3836,3836,08-06-2020,21:00,18.358,R,ugm-3 (Ref.eq),11.3003,R,ugm-3,25.19518,R,ugm-3,42.52206,R,ugm-3
3837,3837,08-06-2020,22:00,16.425,R,ugm-3 (Ref.eq),14.35846,R,ugm-3,27.38295,R,ugm-3,49.39894,R,ugm-3
3838,3838,08-06-2020,23:00,20.29,R,ugm-3 (Ref.eq),10.10686,R,ugm-3,22.95626,R,ugm-3,38.45324,R,ugm-3
3839,3839,08-06-2020,24:00,10.628,R,ugm-3 (Ref.eq),5.37044,R,ugm-3,14.40185,R,ugm-3,22.63641,R,ugm-3
3840,3840,09-06-2020,01:00,11.594,R,ugm-3 (Ref.eq),4.02885,R,ugm-3,16.3806,R,ugm-3,22.55809,R,ugm-3
3841,3841,09-06-2020,02:00,14.493,R,ugm-3 (Ref.eq),8.0577,R,ugm-3,23.20269,R,ugm-3,35.55767,R,ugm-3
3842,3842,09-06-2020,03:00,20.29,R,ugm-3 (Ref.eq),7.94579,R,ugm-3,24.29191,R,ugm-3,36.47529,R,ugm-3
3843,3843,09-06-2020,04:00,20.29,R,ugm-3 (Ref.eq),13.91446,R,ugm-3,34.35269,R,ugm-3,55.6879,R,ugm-3
3844,3844,09-06-2020,05:00,28.02,R,ugm-3 (Ref.eq),35.51359,R,ugm-3,52.2196,R,ugm-3,106.673,R,ugm-3
3845,3845,09-06-2020,06:00,28.986,R,ugm-3 (Ref.eq),65.46885,R,ugm-3,60.42826,R,ugm-3,160.81242,R,ugm-3
3846,3846,09-06-2020,07:00,22.223,R,ugm-3 (Ref.eq),51.85282,R,ugm-3,62.26531,R,ugm-3,141.77186,R,ugm-3
3847,3847,09-06-2020,08:00,20.29,R,ugm-3 (Ref.eq),35.99854,R,ugm-3,52.10687,R,ugm-3,107.30387,R,ugm-3
3848,3848,09-06-2020,09:00,19.324,R,ugm-3 (Ref.eq),41.70608,R,ugm-3,43.24073,R,ugm-3,107.18916,R,ugm-3
3849,3849,09-06-2020,10:00,16.425,R,ugm-3 (Ref.eq),26.44867,R,ugm-3,34.34645,R,ugm-3,74.90051,R,ugm-3
3850,3850,09-06-2020,11:00,24.155,R,ugm-3 (Ref.eq),18.12984,R,ugm-3,30.87146,R,ugm-3,58.67015,R,ugm-3
3851,3851,09-06-2020,12:00,16.425,R,ugm-3 (Ref.eq),27.15745,R,ugm-3,44.95929,R,ugm-3,86.60013,R,ugm-3
3852,3852,09-06-2020,13:00,26.087,R,ugm-3 (Ref.eq),25.40415,R,ugm-3,62.50157,R,ugm-3,101.45406,R,ugm-3
3853,3853,09-06-2020,14:00,25.121,R,ugm-3 (Ref.eq),34.35716,R,ugm-3,37.01685,R,ugm-3,89.69708,R,ugm-3
3854,3854,09-06-2020,15:00,29.952,R,ugm-3 (Ref.eq),33.98411,R,ugm-3,47.33852,R,ugm-3,99.44677,R,ugm-3
3855,3855,09-06-2020,16:00,26.087,R,ugm-3 (Ref.eq),24.21042,R,ugm-3,41.85031,R,ugm-3,78.97243,R,ugm-3
3856,3856,09-06-2020,17:00,26.087,R,ugm-3 (Ref.eq),20.62922,R,ugm-3,41.09014,R,ugm-3,72.72117,R,ugm-3
3857,3857,09-06-2020,18:00,30.918,R,ugm-3 (Ref.eq),40.40043,R,ugm-3,49.25727,R,ugm-3,111.20374,R,ugm-3
3858,3858,09-06-2020,19:00,30.918,R,ugm-3 (Ref.eq),12.4969,R,ugm-3,34.06015,R,ugm-3,53.2218,R,ugm-3
3859,3859,09-06-2020,20:00,23.189,R,ugm-3 (Ref.eq),5.63293,R,ugm-3,22.50459,R,ugm-3,31.14164,R,ugm-3
3860,3860,09-06-2020,21:00,25.121,R,ugm-3 (Ref.eq),1.67869,R,ugm-3,11.01825,R,ugm-3,13.5922,R,ugm-3
3861,3861,09-06-2020,22:00,20.29,R,ugm-3 (Ref.eq),0.96991,R,ugm-3,12.67854,R,ugm-3,14.16572,R,ugm-3
3862,3862,09-06-2020,23:00,21.256,R,ugm-3 (Ref.eq),0.858,R,ugm-3,8.77821,R,ugm-3,10.09379,R,ugm-3
3863,3863,09-06-2020,24:00,26.087,R,ugm-3 (Ref.eq),0.74608,R,ugm-3,8.3763,R,ugm-3,9.52028,R,ugm-3
3864,3864,10-06-2020,01:00,22.223,R,ugm-3 (Ref.eq),1.19404,R,ugm-3,8.42371,R,ugm-3,10.25454,R,ugm-3
3865,3865,10-06-2020,02:00,22.223,R,ugm-3 (Ref.eq),0.24876,R,ugm-3,7.19469,R,ugm-3,7.57611,R,ugm-3
3866,3866,10-06-2020,03:00,21.256,R,ugm-3 (Ref.eq),0.55971,R,ugm-3,6.77531,R,ugm-3,7.63351,R,ugm-3
3867,3867,10-06-2020,04:00,20.29,R,ugm-3 (Ref.eq),1.41792,R,ugm-3,8.96048,R,ugm-3,11.13459,R,ugm-3
3868,3868,10-06-2020,05:00,24.155,R,ugm-3 (Ref.eq),1.94031,R,ugm-3,10.85704,R,ugm-3,13.83215,R,ugm-3
3869,3869,10-06-2020,06:00,29.952,R,ugm-3 (Ref.eq),6.0075,R,ugm-3,19.42863,R,ugm-3,28.64,R,ugm-3
3870,3870,10-06-2020,07:00,29.952,R,ugm-3 (Ref.eq),3.95525,R,ugm-3,22.91974,R,ugm-3,28.98437,R,ugm-3
3871,3871,10-06-2020,08:00,29.952,R,ugm-3 (Ref.eq),4.51495,R,ugm-3,19.47877,R,ugm-3,26.40161,R,ugm-3
3872,3872,10-06-2020,09:00,34.783,R,ugm-3 (Ref.eq),5.4478,R,ugm-3,23.09918,R,ugm-3,31.45235,R,ugm-3
3873,3873,10-06-2020,10:00,29.952,R,ugm-3 (Ref.eq),6.38064,R,ugm-3,24.42379,R,ugm-3,34.2073,R,ugm-3
3874,3874,10-06-2020,11:00,19.324,R,ugm-3 (Ref.eq),5.82093,R,ugm-3,16.90235,R,ugm-3,25.82766,R,ugm-3
3875,3875,10-06-2020,12:00,25.121,R,ugm-3 (Ref.eq),5.48511,R,ugm-3,18.2208,R,ugm-3,26.63118,R,ugm-3
3876,3876,10-06-2020,13:00,9.662,R,ugm-3 (Ref.eq),2.91047,R,ugm-3,16.08468,R,ugm-3,20.54734,R,ugm-3
3877,3877,10-06-2020,14:00,12.561,R,ugm-3 (Ref.eq),10.82097,R,ugm-3,28.463,R,ugm-3,45.05491,R,ugm-3
3878,3878,10-06-2020,15:00,15.459,R,ugm-3 (Ref.eq),4.66421,R,ugm-3,19.70908,R,ugm-3,26.86076,R,ugm-3
3879,3879,10-06-2020,16:00,11.594,R,ugm-3 (Ref.eq),6.2687,R,ugm-3,18.3394,R,ugm-3,27.95127,R,ugm-3
3880,3880,10-06-2020,17:00,13.527,R,ugm-3 (Ref.eq),4.96272,R,ugm-3,15.00415,R,ugm-3,22.61355,R,ugm-3
3881,3881,10-06-2020,18:00,10.628,R,ugm-3 (Ref.eq),1.86568,R,ugm-3,10.28273,R,ugm-3,13.14341,R,ugm-3
3882,3882,10-06-2020,19:00,10.628,R,ugm-3 (Ref.eq),2.61196,R,ugm-3,15.45189,R,ugm-3,19.45684,R,ugm-3
3883,3883,10-06-2020,20:00,11.594,R,ugm-3 (Ref.eq),6.64183,R,ugm-3,18.05424,R,ugm-3,28.23824,R,ugm-3
3884,3884,10-06-2020,21:00,7.73,R,ugm-3 (Ref.eq),1.34329,R,ugm-3,9.87843,R,ugm-3,11.93812,R,ugm-3
3885,3885,10-06-2020,22:00,10.628,R,ugm-3 (Ref.eq),1.45523,R,ugm-3,13.55224,R,ugm-3,15.78357,R,ugm-3
3886,3886,10-06-2020,23:00,16.425,R,ugm-3 (Ref.eq),3.5448,R,ugm-3,13.96416,R,ugm-3,19.39944,R,ugm-3
3887,3887,10-06-2020,24:00,12.561,R,ugm-3 (Ref.eq),3.98012,R,ugm-3,15.40114,R,ugm-3,21.50392,R,ugm-3
3888,3888,11-06-2020,01:00,13.527,R,ugm-3 (Ref.eq),5.22524,R,ugm-3,14.12105,R,ugm-3,22.13297,R,ugm-3
3889,3889,11-06-2020,02:00,24.155,R,ugm-3 (Ref.eq),5.02619,R,ugm-3,21.2423,R,ugm-3,28.94901,R,ugm-3
3890,3890,11-06-2020,03:00,24.155,R,ugm-3 (Ref.eq),4.44146,R,ugm-3,23.91947,R,ugm-3,30.7296,R,ugm-3
3891,3891,11-06-2020,04:00,21.256,R,ugm-3 (Ref.eq),4.36681,R,ugm-3,22.02358,R,ugm-3,28.71926,R,ugm-3
3892,3892,11-06-2020,05:00,22.223,R,ugm-3 (Ref.eq),18.96016,R,ugm-3,33.70845,R,ugm-3,62.78029,R,ugm-3
3893,3893,11-06-2020,06:00,35.749,R,ugm-3 (Ref.eq),45.98213,R,ugm-3,48.62253,R,ugm-3,119.12747,R,ugm-3
3894,3894,11-06-2020,07:00,42.513,R,ugm-3 (Ref.eq),44.60117,R,ugm-3,65.8463,R,ugm-3,134.2338,R,ugm-3
3895,3895,11-06-2020,08:00,49.276,R,ugm-3 (Ref.eq),33.51619,R,ugm-3,46.02494,R,ugm-3,97.41572,R,ugm-3
3896,3896,11-06-2020,09:00,46.378,R,ugm-3 (Ref.eq),36.61401,R,ugm-3,46.73167,R,ugm-3,102.87238,R,ugm-3
3897,3897,11-06-2020,10:00,55.073,R,ugm-3 (Ref.eq),38.62947,R,ugm-3,43.75623,R,ugm-3,102.98725,R,ugm-3
3898,3898,11-06-2020,11:00,50.242,R,ugm-3 (Ref.eq),32.76973,R,ugm-3,39.12811,R,ugm-3,89.37433,R,ugm-3
3899,3899,11-06-2020,12:00,47.344,R,ugm-3 (Ref.eq),35.3077,R,ugm-3,45.69041,R,ugm-3,99.82813,R,ugm-3
3900,3900,11-06-2020,13:00,44.445,R,ugm-3 (Ref.eq),24.85722,R,ugm-3,33.22476,R,ugm-3,71.33863,R,ugm-3
3901,3901,11-06-2020,14:00,28.986,R,ugm-3 (Ref.eq),18.6989,R,ugm-3,32.55821,R,ugm-3,61.22945,R,ugm-3
3902,3902,11-06-2020,15:00,28.02,R,ugm-3 (Ref.eq),23.51359,R,ugm-3,40.28212,R,ugm-3,76.33578,R,ugm-3
3903,3903,11-06-2020,16:00,26.087,R,ugm-3 (Ref.eq),16.1236,R,ugm-3,27.83373,R,ugm-3,52.55624,R,ugm-3
3904,3904,11-06-2020,17:00,16.425,R,ugm-3 (Ref.eq),16.68345,R,ugm-3,25.65422,R,ugm-3,51.23515,R,ugm-3
3905,3905,11-06-2020,18:00,24.155,R,ugm-3 (Ref.eq),14.03351,R,ugm-3,22.07809,R,ugm-3,43.59583,R,ugm-3
3906,3906,11-06-2020,19:00,23.189,R,ugm-3 (Ref.eq),11.71947,R,ugm-3,25.97086,R,ugm-3,43.94046,R,ugm-3
3907,3907,11-06-2020,20:00,16.425,R,ugm-3 (Ref.eq),10.41316,R,ugm-3,22.86181,R,ugm-3,38.82843,R,ugm-3
3908,3908,11-06-2020,21:00,16.425,R,ugm-3 (Ref.eq),6.90478,R,ugm-3,15.43246,R,ugm-3,26.01965,R,ugm-3
3909,3909,11-06-2020,22:00,10.628,R,ugm-3 (Ref.eq),7.05408,R,ugm-3,16.40976,R,ugm-3,27.22586,R,ugm-3
3910,3910,11-06-2020,23:00,11.594,R,ugm-3 (Ref.eq),4.81469,R,ugm-3,10.99791,R,ugm-3,18.38032,R,ugm-3
3911,3911,11-06-2020,24:00,9.662,R,ugm-3 (Ref.eq),5.18792,R,ugm-3,14.5612,R,ugm-3,22.5159,R,ugm-3
3912,3912,12-06-2020,01:00,17.392,R,ugm-3 (Ref.eq),5.47545,R,ugm-3,14.82724,R,ugm-3,23.22282,R,ugm-3
3913,3913,12-06-2020,02:00,23.189,R,ugm-3 (Ref.eq),3.78304,R,ugm-3,16.04267,R,ugm-3,21.84325,R,ugm-3
3914,3914,12-06-2020,03:00,23.189,R,ugm-3 (Ref.eq),4.51725,R,ugm-3,16.23899,R,ugm-3,23.16534,R,ugm-3
3915,3915,12-06-2020,04:00,32.851,R,ugm-3 (Ref.eq),5.56256,R,ugm-3,15.38346,R,ugm-3,23.91261,R,ugm-3
3916,3916,12-06-2020,05:00,41.547,R,ugm-3 (Ref.eq),13.40242,R,ugm-3,30.95399,R,ugm-3,51.50408,R,ugm-3
3917,3917,12-06-2020,06:00,46.378,R,ugm-3 (Ref.eq),48.42043,R,ugm-3,46.75647,R,ugm-3,121.00009,R,ugm-3
3918,3918,12-06-2020,07:00,52.175,R,ugm-3 (Ref.eq),30.91142,R,ugm-3,40.7234,R,ugm-3,88.12026,R,ugm-3
3919,3919,12-06-2020,08:00,47.344,R,ugm-3 (Ref.eq),34.1967,R,ugm-3,37.75541,R,ugm-3,90.18962,R,ugm-3
3920,3920,12-06-2020,09:00,49.276,R,ugm-3 (Ref.eq),37.4073,R,ugm-3,56.91761,R,ugm-3,114.27467,R,ugm-3
3921,3921,12-06-2020,10:00,39.614,R,ugm-3 (Ref.eq),26.20751,R,ugm-3,51.26994,R,ugm-3,91.45423,R,ugm-3
3922,3922,12-06-2020,11:00,39.614,R,ugm-3 (Ref.eq),23.37023,R,ugm-3,33.5472,R,ugm-3,69.38105,R,ugm-3
3923,3923,12-06-2020,12:00,33.817,R,ugm-3 (Ref.eq),23.96755,R,ugm-3,43.26553,R,ugm-3,80.01526,R,ugm-3
3924,3924,12-06-2020,13:00,48.31,R,ugm-3 (Ref.eq),20.42095,R,ugm-3,34.62043,R,ugm-3,65.93212,R,ugm-3
3925,3925,12-06-2020,14:00,47.344,R,ugm-3 (Ref.eq),24.30355,R,ugm-3,49.87814,R,ugm-3,87.14306,R,ugm-3
3926,3926,12-06-2020,15:00,56.04,R,ugm-3 (Ref.eq),28.14881,R,ugm-3,43.00496,R,ugm-3,86.16586,R,ugm-3
3927,3927,12-06-2020,16:00,33.817,R,ugm-3 (Ref.eq),18.14366,R,ugm-3,41.61864,R,ugm-3,69.43853,R,ugm-3
3928,3928,12-06-2020,17:00,24.155,R,ugm-3 (Ref.eq),15.82904,R,ugm-3,32.46411,R,ugm-3,56.73496,R,ugm-3
3929,3929,12-06-2020,18:00,24.155,R,ugm-3 (Ref.eq),15.86637,R,ugm-3,43.09856,R,ugm-3,67.42665,R,ugm-3
3930,3930,12-06-2020,19:00,33.817,R,ugm-3 (Ref.eq),20.90628,R,ugm-3,42.67105,R,ugm-3,74.7269,R,ugm-3
3931,3931,12-06-2020,20:00,40.58,R,ugm-3 (Ref.eq),17.54634,R,ugm-3,45.63856,R,ugm-3,72.54257,R,ugm-3
3932,3932,12-06-2020,21:00,34.783,R,ugm-3 (Ref.eq),20.98094,R,ugm-3,51.58128,R,ugm-3,83.75161,R,ugm-3
3933,3933,12-06-2020,22:00,28.986,R,ugm-3 (Ref.eq),23.96755,R,ugm-3,54.18715,R,ugm-3,90.93689,R,ugm-3
3934,3934,12-06-2020,23:00,25.121,R,ugm-3 (Ref.eq),12.65576,R,ugm-3,43.13543,R,ugm-3,62.54066,R,ugm-3
3935,3935,12-06-2020,24:00,16.425,R,ugm-3 (Ref.eq),9.0345,R,ugm-3,31.32833,R,ugm-3,45.18103,R,ugm-3
3936,3936,13-06-2020,01:00,20.29,R,ugm-3 (Ref.eq),9.16127,R,ugm-3,33.2776,R,ugm-3,47.32468,R,ugm-3
3937,3937,13-06-2020,02:00,24.155,R,ugm-3 (Ref.eq),8.86253,R,ugm-3,38.79794,R,ugm-3,52.38696,R,ugm-3
3938,3938,13-06-2020,03:00,26.087,R,ugm-3 (Ref.eq),10.11972,R,ugm-3,42.527,R,ugm-3,58.04368,R,ugm-3
3939,3939,13-06-2020,04:00,29.952,R,ugm-3 (Ref.eq),8.514,R,ugm-3,36.59027,R,ugm-3,49.64489,R,ugm-3
3940,3940,13-06-2020,05:00,20.29,R,ugm-3 (Ref.eq),12.69632,R,ugm-3,31.38552,R,ugm-3,50.85294,R,ugm-3
3941,3941,13-06-2020,06:00,23.189,R,ugm-3 (Ref.eq),21.17298,R,ugm-3,33.28737,R,ugm-3,65.75216,R,ugm-3
3942,3942,13-06-2020,07:00,16.425,R,ugm-3 (Ref.eq),7.69248,R,ugm-3,16.62285,R,ugm-3,28.41782,R,ugm-3
3943,3943,13-06-2020,08:00,17.392,R,ugm-3 (Ref.eq),4.92916,R,ugm-3,11.54068,R,ugm-3,19.09862,R,ugm-3
3944,3944,13-06-2020,09:00,15.459,R,ugm-3 (Ref.eq),4.9665,R,ugm-3,9.64259,R,ugm-3,17.25778,R,ugm-3
3945,3945,13-06-2020,10:00,19.324,R,ugm-3 (Ref.eq),8.17793,R,ugm-3,12.13932,R,ugm-3,24.67863,R,ugm-3
3946,3946,13-06-2020,11:00,11.594,R,ugm-3 (Ref.eq),11.53872,R,ugm-3,19.29673,R,ugm-3,36.98918,R,ugm-3
3947,3947,13-06-2020,12:00,8.696,R,ugm-3 (Ref.eq),24.68314,R,ugm-3,30.20624,R,ugm-3,68.0532,R,ugm-3
3948,3948,13-06-2020,13:00,12.561,R,ugm-3 (Ref.eq),6.19879,R,ugm-3,13.21807,R,ugm-3,22.72275,R,ugm-3
3949,3949,13-06-2020,14:00,12.561,R,ugm-3 (Ref.eq),9.2235,R,ugm-3,18.07202,R,ugm-3,32.21453,R,ugm-3
3950,3950,13-06-2020,15:00,12.561,R,ugm-3 (Ref.eq),9.26085,R,ugm-3,18.18734,R,ugm-3,32.38711,R,ugm-3
3951,3951,13-06-2020,16:00,24.155,R,ugm-3 (Ref.eq),17.66282,R,ugm-3,27.73961,R,ugm-3,54.82223,R,ugm-3
3952,3952,13-06-2020,17:00,18.358,R,ugm-3 (Ref.eq),12.28556,R,ugm-3,33.45349,R,ugm-3,52.29109,R,ugm-3
3953,3953,13-06-2020,18:00,26.087,R,ugm-3 (Ref.eq),9.37287,R,ugm-3,27.79498,R,ugm-3,42.16652,R,ugm-3
3954,3954,13-06-2020,19:00,23.189,R,ugm-3 (Ref.eq),15.01153,R,ugm-3,35.08384,R,ugm-3,58.10121,R,ugm-3
3955,3955,13-06-2020,20:00,17.392,R,ugm-3 (Ref.eq),10.60516,R,ugm-3,29.52963,R,ugm-3,45.79065,R,ugm-3
3956,3956,13-06-2020,21:00,20.29,R,ugm-3 (Ref.eq),13.14443,R,ugm-3,40.19021,R,ugm-3,60.34472,R,ugm-3
3957,3957,13-06-2020,22:00,26.087,R,ugm-3 (Ref.eq),7.46843,R,ugm-3,34.33923,R,ugm-3,45.79065,R,ugm-3
3958,3958,13-06-2020,23:00,27.054,R,ugm-3 (Ref.eq),10.26908,R,ugm-3,46.20974,R,ugm-3,61.95545,R,ugm-3
3959,3959,13-06-2020,24:00,32.851,R,ugm-3 (Ref.eq),9.18616,R,ugm-3,40.33429,R,ugm-3,54.41955,R,ugm-3
3960,3960,14-06-2020,01:00,40.58,R,ugm-3 (Ref.eq),4.08378,R,ugm-3,37.87504,R,ugm-3,44.13674,R,ugm-3
3961,3961,14-06-2020,02:00,46.378,R,ugm-3 (Ref.eq),5.42843,R,ugm-3,35.65974,R,ugm-3,43.98322,R,ugm-3
3962,3962,14-06-2020,03:00,48.31,R,ugm-3 (Ref.eq),5.30393,R,ugm-3,30.03611,R,ugm-3,38.16869,R,ugm-3
3963,3963,14-06-2020,04:00,52.175,R,ugm-3 (Ref.eq),4.14603,R,ugm-3,29.68146,R,ugm-3,36.03861,R,ugm-3
3964,3964,14-06-2020,05:00,54.107,R,ugm-3 (Ref.eq),5.64009,R,ugm-3,27.62087,R,ugm-3,36.26889,R,ugm-3
3965,3965,14-06-2020,06:00,28.02,R,ugm-3 (Ref.eq),2.68932,R,ugm-3,17.23479,R,ugm-3,21.35835,R,ugm-3
3966,3966,14-06-2020,07:00,9.662,R,ugm-3 (Ref.eq),1.90493,R,ugm-3,9.34148,R,ugm-3,12.26234,R,ugm-3
3967,3967,14-06-2020,08:00,6.763,R,ugm-3 (Ref.eq),1.0832,R,ugm-3,5.99589,R,ugm-3,7.65677,R,ugm-3
3968,3968,14-06-2020,09:00,10.628,R,ugm-3 (Ref.eq),0.93379,R,ugm-3,4.32517,R,ugm-3,5.75697,R,ugm-3
3969,3969,14-06-2020,10:00,6.763,R,ugm-3 (Ref.eq),1.0832,R,ugm-3,4.32637,R,ugm-3,5.98725,R,ugm-3
3970,3970,14-06-2020,11:00,13.527,R,ugm-3 (Ref.eq),2.50256,R,ugm-3,6.69805,R,ugm-3,10.53525,R,ugm-3
3971,3971,14-06-2020,12:00,9.662,R,ugm-3 (Ref.eq),3.58575,R,ugm-3,8.66406,R,ugm-3,14.16214,R,ugm-3
3972,3972,14-06-2020,13:00,9.662,R,ugm-3 (Ref.eq),2.46521,R,ugm-3,6.9856,R,ugm-3,10.76553,R,ugm-3
3973,3973,14-06-2020,14:00,7.73,R,ugm-3 (Ref.eq),2.12904,R,ugm-3,7.15562,R,ugm-3,10.42011,R,ugm-3
3974,3974,14-06-2020,15:00,6.763,R,ugm-3 (Ref.eq),1.79288,R,ugm-3,7.21051,R,ugm-3,9.95955,R,ugm-3
3975,3975,14-06-2020,16:00,5.797,R,ugm-3 (Ref.eq),3.17489,R,ugm-3,7.39425,R,ugm-3,12.26234,R,ugm-3
3976,3976,14-06-2020,17:00,5.797,R,ugm-3 (Ref.eq),1.83023,R,ugm-3,6.23213,R,ugm-3,9.03844,R,ugm-3
3977,3977,14-06-2020,18:00,8.696,R,ugm-3 (Ref.eq),1.12055,R,ugm-3,6.28403,R,ugm-3,8.00218,R,ugm-3
3978,3978,14-06-2020,19:00,8.696,R,ugm-3 (Ref.eq),1.19525,R,ugm-3,6.57248,R,ugm-3,8.40517,R,ugm-3
3979,3979,14-06-2020,20:00,11.594,R,ugm-3 (Ref.eq),0.78438,R,ugm-3,7.54788,R,ugm-3,8.75059,R,ugm-3
3980,3980,14-06-2020,21:00,13.527,R,ugm-3 (Ref.eq),2.42785,R,ugm-3,14.81477,R,ugm-3,18.53743,R,ugm-3
3981,3981,14-06-2020,22:00,14.493,R,ugm-3 (Ref.eq),1.41936,R,ugm-3,14.97944,R,ugm-3,17.15576,R,ugm-3
3982,3982,14-06-2020,23:00,15.459,R,ugm-3 (Ref.eq),2.01699,R,ugm-3,13.83281,R,ugm-3,16.92548,R,ugm-3
3983,3983,14-06-2020,24:00,13.527,R,ugm-3 (Ref.eq),0.82174,R,ugm-3,9.50555,R,ugm-3,10.76553,R,ugm-3
3984,3984,15-06-2020,01:00,12.561,R,ugm-3 (Ref.eq),0.9963,R,ugm-3,9.07323,R,ugm-3,10.60086,R,ugm-3
3985,3985,15-06-2020,02:00,14.493,R,ugm-3 (Ref.eq),0.79704,R,ugm-3,9.9933,R,ugm-3,11.21541,R,ugm-3
3986,3986,15-06-2020,03:00,16.425,R,ugm-3 (Ref.eq),0.85931,R,ugm-3,9.05283,R,ugm-3,10.37041,R,ugm-3
3987,3987,15-06-2020,04:00,20.29,R,ugm-3 (Ref.eq),1.60653,R,ugm-3,12.40095,R,ugm-3,14.86425,R,ugm-3
3988,3988,15-06-2020,05:00,15.459,R,ugm-3 (Ref.eq),3.17569,R,ugm-3,16.10194,R,ugm-3,20.97127,R,ugm-3
3989,3989,15-06-2020,06:00,13.527,R,ugm-3 (Ref.eq),6.20194,R,ugm-3,20.10377,R,ugm-3,29.61328,R,ugm-3
3990,3990,15-06-2020,07:00,21.256,R,ugm-3 (Ref.eq),8.63041,R,ugm-3,21.04685,R,ugm-3,34.27996,R,ugm-3
3991,3991,15-06-2020,08:00,12.561,R,ugm-3 (Ref.eq),10.9468,R,ugm-3,24.812,R,ugm-3,41.59686,R,ugm-3
3992,3992,15-06-2020,09:00,12.561,R,ugm-3 (Ref.eq),13.03902,R,ugm-3,21.66159,R,ugm-3,41.65447,R,ugm-3
3993,3993,15-06-2020,10:00,12.561,R,ugm-3 (Ref.eq),16.43888,R,ugm-3,27.62554,R,ugm-3,52.83147,R,ugm-3
3994,3994,15-06-2020,11:00,13.527,R,ugm-3 (Ref.eq),21.4079,R,ugm-3,32.04767,R,ugm-3,64.87267,R,ugm-3
3995,3995,15-06-2020,12:00,8.696,R,ugm-3 (Ref.eq),9.45236,R,ugm-3,22.84006,R,ugm-3,37.33347,R,ugm-3
3996,3996,15-06-2020,13:00,14.493,R,ugm-3 (Ref.eq),3.58667,R,ugm-3,14.6076,R,ugm-3,20.10707,R,ugm-3
3997,3997,15-06-2020,14:00,12.561,R,ugm-3 (Ref.eq),7.02388,R,ugm-3,20.97517,R,ugm-3,31.74497,R,ugm-3
3998,3998,15-06-2020,15:00,11.594,R,ugm-3 (Ref.eq),3.10097,R,ugm-3,11.72267,R,ugm-3,16.47743,R,ugm-3
3999,3999,15-06-2020,16:00,12.561,R,ugm-3 (Ref.eq),2.80208,R,ugm-3,14.60072,R,ugm-3,18.89719,R,ugm-3
4000,4000,15-06-2020,17:00,15.459,R,ugm-3 (Ref.eq),2.65264,R,ugm-3,12.35249,R,ugm-3,16.41981,R,ugm-3
4001,4001,15-06-2020,18:00,16.425,R,ugm-3 (Ref.eq),3.39986,R,ugm-3,18.06276,R,ugm-3,23.27581,R,ugm-3
4002,4002,15-06-2020,19:00,10.628,R,ugm-3 (Ref.eq),2.80208,R,ugm-3,18.74889,R,ugm-3,23.04535,R,ugm-3
