,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Volatile PM<sub>10</sub> (Hourly measured),status.7,unit.7,Volatile PM<sub>2.5</sub> (Hourly measured),status.8,unit.8
87,87,04-01-2020,16:00,7.0,R,ugm-3 (TEOM FDMS),,,,,,,,,,6.7,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS),2.899,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS),-0.8,R,ugm-3 (TEOM FDMS)
88,88,04-01-2020,17:00,7.0,R,ugm-3 (TEOM FDMS),,,,,,,,,,6.8,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),2.399,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS)
89,89,04-01-2020,18:00,11.3,R,ugm-3 (TEOM FDMS),,,,,,,,,,10.4,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),5.797,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS)
90,90,04-01-2020,19:00,11.1,R,ugm-3 (TEOM FDMS),,,,,,,,,,9.9,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),7.497,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
91,91,04-01-2020,20:00,14.1,R,ugm-3 (TEOM FDMS),,,,,,,,,,12.1,R,ugm-3 (TEOM FDMS),8.5,R,ugm-3 (TEOM FDMS),9.696,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
92,92,04-01-2020,21:00,19.9,R,ugm-3 (TEOM FDMS),,,,,,,,,,17.7,R,ugm-3 (TEOM FDMS),12.4,R,ugm-3 (TEOM FDMS),14.493,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
93,93,04-01-2020,22:00,20.2,R,ugm-3 (TEOM FDMS),,,,,,,,,,17.7,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),14.193,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
94,94,04-01-2020,23:00,22.7,R,ugm-3 (TEOM FDMS),,,,,,,,,,20.7,R,ugm-3 (TEOM FDMS),12.7,R,ugm-3 (TEOM FDMS),15.593,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
95,95,04-01-2020,24:00,19.9,R,ugm-3 (TEOM FDMS),,,,,,,,,,17.4,R,ugm-3 (TEOM FDMS),13.5,R,ugm-3 (TEOM FDMS),15.193,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
96,96,05-01-2020,01:00,17.8,R,ugm-3 (TEOM FDMS),,,,,,,,,,14.7,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),11.893,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
97,97,05-01-2020,02:00,13.7,R,ugm-3 (TEOM FDMS),,,,,,,,,,11.4,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS),8.994,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS)
98,98,05-01-2020,03:00,9.2,R,ugm-3 (TEOM FDMS),,,,,,,,,,8.1,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS),3.598,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
99,99,05-01-2020,04:00,8.8,R,ugm-3 (TEOM FDMS),,,,,,,,,,5.7,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),4.497,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
100,100,05-01-2020,05:00,7.6,R,ugm-3 (TEOM FDMS),,,,,,,,,,3.8,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),3.298,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
101,101,05-01-2020,06:00,4.0,R,ugm-3 (TEOM FDMS),,,,,,,,,,2.5,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS),1.499,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
102,102,05-01-2020,07:00,4.6,R,ugm-3 (TEOM FDMS),,,,,,,,,,2.6,R,ugm-3 (TEOM FDMS),-0.7,R,ugm-3 (TEOM FDMS),1.399,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
103,103,05-01-2020,08:00,4.2,R,ugm-3 (TEOM FDMS),,,,,,,,,,2.4,R,ugm-3 (TEOM FDMS),-0.5,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
104,104,05-01-2020,09:00,5.3,R,ugm-3 (TEOM FDMS),,,,,,,,,,3.1,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS),1.199,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
105,105,05-01-2020,10:00,7.2,R,ugm-3 (TEOM FDMS),,,,,,,,,,4.5,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),1.899,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
106,106,05-01-2020,11:00,5.3,R,ugm-3 (TEOM FDMS),,,,,,,,,,4.3,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),2.399,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
107,107,05-01-2020,12:00,7.2,R,ugm-3 (TEOM FDMS),,,,,,,,,,3.2,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS),2.498,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
108,108,05-01-2020,13:00,3.3,R,ugm-3 (TEOM FDMS),,,,,,,,,,1.4,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS),2.199,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
109,109,05-01-2020,14:00,4.8,R,ugm-3 (TEOM FDMS),,,,,,,,,,3.3,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),1.099,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
110,110,05-01-2020,15:00,6.4,R,ugm-3 (TEOM FDMS),,,,,,,,,,4.0,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),3.298,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
111,111,05-01-2020,16:00,6.8,R,ugm-3 (TEOM FDMS),,,,,,,,,,5.5,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),2.299,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
112,112,05-01-2020,17:00,5.0,R,ugm-3 (TEOM FDMS),,,,,,,,,,3.7,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),2.099,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
113,113,05-01-2020,18:00,8.5,R,ugm-3 (TEOM FDMS),,,,,,,,,,6.2,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),3.698,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
114,114,05-01-2020,19:00,12.0,R,ugm-3 (TEOM FDMS),,,,,,,,,,9.3,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),7.096,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
115,115,05-01-2020,20:00,12.1,R,ugm-3 (TEOM FDMS),,,,,,,,,,10.5,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),6.396,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
116,116,05-01-2020,21:00,13.2,R,ugm-3 (TEOM FDMS),,,,,,,,,,10.5,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),8.195,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
117,117,05-01-2020,22:00,13.3,R,ugm-3 (TEOM FDMS),,,,,,,,,,10.8,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),8.994,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
118,118,05-01-2020,23:00,14.6,R,ugm-3 (TEOM FDMS),,,,,,,,,,10.7,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS),6.696,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
119,119,05-01-2020,24:00,14.0,R,ugm-3 (TEOM FDMS),,,,,,,,,,11.1,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),7.795,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
120,120,06-01-2020,01:00,12.5,R,ugm-3 (TEOM FDMS),,,,,,,,,,9.2,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS),5.596,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
121,121,06-01-2020,02:00,10.4,R,ugm-3 (TEOM FDMS),,,,,,,,,,7.1,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),3.897,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
122,122,06-01-2020,03:00,7.4,R,ugm-3 (TEOM FDMS),,,,,,,,,,4.1,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS),3.098,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
123,123,06-01-2020,04:00,8.8,R,ugm-3 (TEOM FDMS),,,,,,,,,,4.3,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS),3.098,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
124,124,06-01-2020,05:00,9.1,R,ugm-3 (TEOM FDMS),,,,,,,,,,5.9,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),3.697,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
125,125,06-01-2020,06:00,10.9,R,ugm-3 (TEOM FDMS),,,,,,,,,,7.6,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),6.695,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
126,126,06-01-2020,07:00,13.3,R,ugm-3 (TEOM FDMS),,,,,,,,,,10.6,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),7.994,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
127,127,06-01-2020,08:00,14.6,R,ugm-3 (TEOM FDMS),,,,,,,,,,10.6,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),8.294,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
128,128,06-01-2020,09:00,13.2,R,ugm-3 (TEOM FDMS),,,,,,,,,,9.9,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),5.895,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
129,129,06-01-2020,10:00,11.5,R,ugm-3 (TEOM FDMS),,,,,,,,,,6.8,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),4.397,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
130,130,06-01-2020,11:00,13.3,R,ugm-3 (TEOM FDMS),,,,,,,,,,8.7,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),6.695,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
131,131,06-01-2020,12:00,10.0,R,ugm-3 (TEOM FDMS),,,,,,,,,,6.9,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),3.297,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
132,132,06-01-2020,13:00,12.6,R,ugm-3 (TEOM FDMS),,,,,,,,,,10.5,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),3.597,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
133,133,06-01-2020,14:00,15.6,R,ugm-3 (TEOM FDMS),,,,,,,,,,11.7,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),8.593,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
134,134,06-01-2020,15:00,13.9,R,ugm-3 (TEOM FDMS),16.58909,R,ugm-3,36.14625,R,ugm-3,61.5825,R,ugm-3,11.7,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),9.493,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS)
135,135,06-01-2020,16:00,13.3,R,ugm-3 (TEOM FDMS),20.19497,R,ugm-3,43.28762,R,ugm-3,74.25281,R,ugm-3,15.3,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),5.496,R,ugm-3 (TEOM FDMS),-2.0,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS)
136,136,06-01-2020,17:00,14.1,R,ugm-3 (TEOM FDMS),24.1788,R,ugm-3,47.07635,R,ugm-3,84.15,R,ugm-3,14.8,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),6.795,R,ugm-3 (TEOM FDMS),-0.7,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
137,137,06-01-2020,18:00,14.1,R,ugm-3 (TEOM FDMS),25.00622,R,ugm-3,48.5808,R,ugm-3,86.92313,R,ugm-3,14.2,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),7.394,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS)
138,138,06-01-2020,19:00,12.1,R,ugm-3 (TEOM FDMS),20.96109,R,ugm-3,43.73855,R,ugm-3,75.87844,R,ugm-3,12.5,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),6.895,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS),-2.1,R,ugm-3 (TEOM FDMS)
139,139,06-01-2020,20:00,13.9,R,ugm-3 (TEOM FDMS),12.96278,R,ugm-3,46.6312,R,ugm-3,66.50719,R,ugm-3,12.4,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),9.493,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS)
140,140,06-01-2020,21:00,16.1,R,ugm-3 (TEOM FDMS),10.787,R,ugm-3,52.7883,R,ugm-3,69.32813,R,ugm-3,14.7,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),8.094,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
141,141,06-01-2020,22:00,22.5,R,ugm-3 (TEOM FDMS),6.25155,R,ugm-3,37.31848,R,ugm-3,46.90406,R,ugm-3,20.3,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),8.893,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
142,142,06-01-2020,23:00,26.3,R,ugm-3 (TEOM FDMS),5.11769,R,ugm-3,29.30329,R,ugm-3,37.15031,R,ugm-3,24.8,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),9.393,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
143,143,06-01-2020,24:00,29.7,R,ugm-3 (TEOM FDMS),4.53544,R,ugm-3,31.29575,R,ugm-3,38.25,R,ugm-3,28.4,R,ugm-3 (TEOM FDMS),9.9,R,ugm-3 (TEOM FDMS),8.893,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS)
144,144,07-01-2020,01:00,26.3,R,ugm-3 (TEOM FDMS),5.48653,R,ugm-3,45.55106,R,ugm-3,53.96362,R,ugm-3,25.9,R,ugm-3 (TEOM FDMS),9.2,R,ugm-3 (TEOM FDMS),8.892,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS)
145,145,07-01-2020,02:00,21.5,R,ugm-3 (TEOM FDMS),6.0076,R,ugm-3,36.62648,R,ugm-3,45.83801,R,ugm-3,21.0,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS),5.595,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS),-0.9,R,ugm-3 (TEOM FDMS)
146,146,07-01-2020,03:00,22.1,R,ugm-3 (TEOM FDMS),4.29114,R,ugm-3,27.30892,R,ugm-3,33.88858,R,ugm-3,19.6,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),5.195,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS)
147,147,07-01-2020,04:00,22.2,R,ugm-3 (TEOM FDMS),2.54403,R,ugm-3,21.04961,R,ugm-3,24.95041,R,ugm-3,19.2,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS),4.496,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
148,148,07-01-2020,05:00,20.1,R,ugm-3 (TEOM FDMS),2.97315,R,ugm-3,22.63814,R,ugm-3,27.1969,R,ugm-3,19.4,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),6.194,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS)
149,149,07-01-2020,06:00,20.2,R,ugm-3 (TEOM FDMS),4.35245,R,ugm-3,24.39486,R,ugm-3,31.06852,R,ugm-3,17.5,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),6.794,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS)
150,150,07-01-2020,07:00,19.8,R,ugm-3 (TEOM FDMS),12.41366,R,ugm-3,31.77495,R,ugm-3,50.80897,R,ugm-3,18.1,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),5.895,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS)
151,151,07-01-2020,08:00,22.8,R,ugm-3 (TEOM FDMS),23.32543,R,ugm-3,48.31103,R,ugm-3,84.07618,R,ugm-3,19.9,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),6.194,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS)
152,152,07-01-2020,09:00,24.9,R,ugm-3 (TEOM FDMS),37.6701,R,ugm-3,56.9545,R,ugm-3,114.71452,R,ugm-3,24.8,R,ugm-3 (TEOM FDMS),7.8,R,ugm-3 (TEOM FDMS),7.893,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
153,153,07-01-2020,10:00,28.4,R,ugm-3 (TEOM FDMS),32.36748,R,ugm-3,50.45898,R,ugm-3,100.08842,R,ugm-3,27.2,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),8.292,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
154,154,07-01-2020,11:00,29.4,R,ugm-3 (TEOM FDMS),19.76991,R,ugm-3,41.86111,R,ugm-3,72.17455,R,ugm-3,25.1,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),12.988,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
155,155,07-01-2020,12:00,25.8,R,ugm-3 (TEOM FDMS),16.73546,R,ugm-3,34.32546,R,ugm-3,59.98613,R,ugm-3,24.0,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),9.691,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
156,156,07-01-2020,13:00,29.7,R,ugm-3 (TEOM FDMS),15.96918,R,ugm-3,29.90806,R,ugm-3,54.3938,R,ugm-3,25.1,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),10.59,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
157,157,07-01-2020,14:00,27.6,R,ugm-3 (TEOM FDMS),15.72397,R,ugm-3,31.67018,R,ugm-3,55.77994,R,ugm-3,24.0,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),9.991,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
158,158,07-01-2020,15:00,20.9,R,ugm-3 (TEOM FDMS),13.60905,R,ugm-3,31.18479,R,ugm-3,52.05171,R,ugm-3,18.5,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS),9.391,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
159,159,07-01-2020,16:00,11.0,R,ugm-3 (TEOM FDMS),14.43663,R,ugm-3,32.35354,R,ugm-3,54.4894,R,ugm-3,8.4,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),6.894,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
160,160,07-01-2020,17:00,10.2,R,ugm-3 (TEOM FDMS),19.15689,R,ugm-3,37.06534,R,ugm-3,66.43883,R,ugm-3,7.4,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),5.495,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
161,161,07-01-2020,18:00,7.9,R,ugm-3 (TEOM FDMS),12.99603,R,ugm-3,33.46308,R,ugm-3,53.39005,R,ugm-3,6.8,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),4.796,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
162,162,07-01-2020,19:00,7.4,R,ugm-3 (TEOM FDMS),12.72017,R,ugm-3,30.15783,R,ugm-3,49.66183,R,ugm-3,4.6,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),4.995,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS)
163,163,07-01-2020,20:00,7.4,R,ugm-3 (TEOM FDMS),10.88111,R,ugm-3,27.71994,R,ugm-3,44.40408,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),6.694,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS)
164,164,07-01-2020,21:00,10.0,R,ugm-3 (TEOM FDMS),9.28726,R,ugm-3,30.355,R,ugm-3,44.59527,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),5.795,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
165,165,07-01-2020,22:00,9.4,R,ugm-3 (TEOM FDMS),4.59765,R,ugm-3,18.09196,R,ugm-3,25.1416,R,ugm-3,5.9,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),5.295,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
166,166,07-01-2020,23:00,6.2,R,ugm-3 (TEOM FDMS),5.27198,R,ugm-3,17.67939,R,ugm-3,25.76297,R,ugm-3,3.8,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),3.497,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
