,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Volatile PM<sub>10</sub> (Hourly measured),status.7,unit.7,Volatile PM<sub>2.5</sub> (Hourly measured),status.8,unit.8
1642,1642,09-03-2020,11:00,13.8,R,ugm-3 (TEOM FDMS),9.78358,R,ugm-3,30.08895,R,ugm-3,45.09023,R,ugm-3,11.9,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS),5.245,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
1643,1643,09-03-2020,12:00,23.8,R,ugm-3 (TEOM FDMS),9.53191,R,ugm-3,29.97715,R,ugm-3,44.59255,R,ugm-3,22.8,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),6.828,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
1644,1644,09-03-2020,13:00,12.5,R,ugm-3 (TEOM FDMS),11.54525,R,ugm-3,30.82178,R,ugm-3,48.52425,R,ugm-3,11.9,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),5.146,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
1645,1645,09-03-2020,14:00,18.6,R,ugm-3 (TEOM FDMS),10.44421,R,ugm-3,32.26119,R,ugm-3,48.27541,R,ugm-3,15.3,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS),8.51,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
1646,1646,09-03-2020,15:00,19.3,R,ugm-3 (TEOM FDMS),7.86461,R,ugm-3,31.78711,R,ugm-3,43.84602,R,ugm-3,16.4,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS),9.697,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
1647,1647,09-03-2020,16:00,20.1,R,ugm-3 (TEOM FDMS),8.02191,R,ugm-3,33.68598,R,ugm-3,45.98606,R,ugm-3,15.2,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),5.739,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS)
1648,1648,09-03-2020,17:00,,,,14.28214,R,ugm-3,42.00374,R,ugm-3,63.90271,R,ugm-3,,,,6.2,R,ugm-3 (TEOM FDMS),6.333,R,ugm-3 (TEOM FDMS),,,,0.2,R,ugm-3 (TEOM FDMS)
1649,1649,09-03-2020,18:00,10.3,R,ugm-3 (TEOM FDMS),22.61863,R,ugm-3,54.80229,R,ugm-3,89.4837,R,ugm-3,8.7,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS),5.64,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
1650,1650,09-03-2020,19:00,9.2,R,ugm-3 (TEOM FDMS),18.71778,R,ugm-3,52.47217,R,ugm-3,81.17237,R,ugm-3,8.5,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS),6.432,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
1651,1651,09-03-2020,20:00,8.5,R,ugm-3 (TEOM FDMS),10.00379,R,ugm-3,37.21657,R,ugm-3,52.5555,R,ugm-3,5.7,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS),1.583,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
1652,1652,09-03-2020,21:00,7.5,R,ugm-3 (TEOM FDMS),10.16108,R,ugm-3,35.63165,R,ugm-3,51.21175,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),2.375,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
1653,1653,09-03-2020,22:00,7.9,R,ugm-3 (TEOM FDMS),7.07815,R,ugm-3,29.85759,R,ugm-3,40.71061,R,ugm-3,4.2,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS),5.146,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS)
1654,1654,09-03-2020,23:00,8.0,R,ugm-3 (TEOM FDMS),5.85127,R,ugm-3,26.21448,R,ugm-3,35.18631,R,ugm-3,7.6,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS),2.672,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
1655,1655,09-03-2020,24:00,3.7,R,ugm-3 (TEOM FDMS),4.4671,R,ugm-3,22.61348,R,ugm-3,29.46293,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS),2.969,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
1656,1656,10-03-2020,01:00,4.3,R,ugm-3 (TEOM FDMS),2.3489,R,ugm-3,17.5666,R,ugm-3,21.16819,R,ugm-3,2.2,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS),1.187,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
1657,1657,10-03-2020,02:00,2.0,R,ugm-3 (TEOM FDMS),1.71973,R,ugm-3,16.806,R,ugm-3,19.44288,R,ugm-3,1.3,R,ugm-3 (TEOM FDMS),-0.7,R,ugm-3 (TEOM FDMS),-0.594,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
1658,1658,10-03-2020,03:00,0.9,R,ugm-3 (TEOM FDMS),1.19542,R,ugm-3,15.93439,R,ugm-3,17.76734,R,ugm-3,-0.6,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS),2.375,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
1659,1659,10-03-2020,04:00,0.5,R,ugm-3 (TEOM FDMS),1.32126,R,ugm-3,16.33867,R,ugm-3,18.36456,R,ugm-3,0.5,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),2.473,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
1660,1660,10-03-2020,05:00,1.5,R,ugm-3 (TEOM FDMS),1.35271,R,ugm-3,15.64344,R,ugm-3,17.71757,R,ugm-3,0.6,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS),0.198,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
1661,1661,10-03-2020,06:00,2.7,R,ugm-3 (TEOM FDMS),2.39084,R,ugm-3,17.635,R,ugm-3,21.3009,R,ugm-3,1.3,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS),0.792,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
1662,1662,10-03-2020,07:00,0.2,R,ugm-3 (TEOM FDMS),5.97711,R,ugm-3,22.93589,R,ugm-3,32.10066,R,ugm-3,0.7,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),3.661,R,ugm-3 (TEOM FDMS),-0.5,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
1663,1663,10-03-2020,08:00,5.2,R,ugm-3 (TEOM FDMS),11.734,R,ugm-3,33.3194,R,ugm-3,51.31129,R,ugm-3,4.4,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),1.583,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS)
1664,1664,10-03-2020,09:00,2.7,R,ugm-3 (TEOM FDMS),14.65964,R,ugm-3,35.25362,R,ugm-3,57.73142,R,ugm-3,1.7,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),3.661,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
1665,1665,10-03-2020,10:00,4.3,R,ugm-3 (TEOM FDMS),12.67776,R,ugm-3,31.7728,R,ugm-3,51.21175,R,ugm-3,2.3,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),1.781,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
1666,1666,10-03-2020,11:00,7.5,R,ugm-3 (TEOM FDMS),9.62629,R,ugm-3,26.49796,R,ugm-3,41.25806,R,ugm-3,5.7,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),2.177,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS)
1667,1667,10-03-2020,12:00,3.5,R,ugm-3 (TEOM FDMS),10.75879,R,ugm-3,25.80662,R,ugm-3,42.3032,R,ugm-3,3.6,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS),2.968,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
1668,1668,10-03-2020,13:00,4.8,R,ugm-3 (TEOM FDMS),9.53191,R,ugm-3,25.59753,R,ugm-3,40.21292,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),3.562,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
1669,1669,10-03-2020,14:00,3.6,R,ugm-3 (TEOM FDMS),7.2669,R,ugm-3,21.45592,R,ugm-3,32.59834,R,ugm-3,2.9,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS),-1.979,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),-2.0,R,ugm-3 (TEOM FDMS)
1670,1670,10-03-2020,15:00,6.6,R,ugm-3 (TEOM FDMS),6.32315,R,ugm-3,21.40993,R,ugm-3,31.10529,R,ugm-3,3.6,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),0.792,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),-0.8,R,ugm-3 (TEOM FDMS)
1671,1671,10-03-2020,16:00,3.9,R,ugm-3 (TEOM FDMS),8.65107,R,ugm-3,25.80345,R,ugm-3,39.06825,R,ugm-3,1.6,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),0.594,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS)
1672,1672,10-03-2020,17:00,7.9,R,ugm-3 (TEOM FDMS),6.35461,R,ugm-3,21.71008,R,ugm-3,31.45367,R,ugm-3,6.8,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),1.484,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS)
1673,1673,10-03-2020,18:00,4.2,R,ugm-3 (TEOM FDMS),8.43087,R,ugm-3,25.84249,R,ugm-3,38.76964,R,ugm-3,4.2,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),0.89,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS),-1.2,R,ugm-3 (TEOM FDMS)
1674,1674,10-03-2020,19:00,1.9,R,ugm-3 (TEOM FDMS),8.49378,R,ugm-3,22.95898,R,ugm-3,35.9826,R,ugm-3,2.9,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),-0.396,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS),-1.3,R,ugm-3 (TEOM FDMS)
1675,1675,10-03-2020,20:00,6.5,R,ugm-3 (TEOM FDMS),5.91419,R,ugm-3,21.19093,R,ugm-3,30.25923,R,ugm-3,4.4,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),3.265,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
1676,1676,10-03-2020,21:00,2.5,R,ugm-3 (TEOM FDMS),3.74356,R,ugm-3,18.64651,R,ugm-3,24.38655,R,ugm-3,0.6,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),2.473,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
1677,1677,10-03-2020,22:00,3.7,R,ugm-3 (TEOM FDMS),3.24022,R,ugm-3,18.22384,R,ugm-3,23.19211,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),2.572,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
1678,1678,10-03-2020,23:00,2.9,R,ugm-3 (TEOM FDMS),3.7121,R,ugm-3,23.32321,R,ugm-3,29.01502,R,ugm-3,2.3,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),2.276,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
1679,1679,10-03-2020,24:00,4.2,R,ugm-3 (TEOM FDMS),3.39751,R,ugm-3,23.00927,R,ugm-3,28.21872,R,ugm-3,2.1,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),2.671,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
1680,1680,11-03-2020,01:00,3.1,R,ugm-3 (TEOM FDMS),2.39084,R,ugm-3,18.23222,R,ugm-3,21.89813,R,ugm-3,1.1,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS),0.099,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS)
1681,1681,11-03-2020,02:00,4.9,R,ugm-3 (TEOM FDMS),2.26501,R,ugm-3,17.42979,R,ugm-3,20.90276,R,ugm-3,3.3,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),3.759,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
1682,1682,11-03-2020,03:00,8.9,R,ugm-3 (TEOM FDMS),2.13917,R,ugm-3,14.68639,R,ugm-3,17.96642,R,ugm-3,4.2,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),3.363,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
1683,1683,11-03-2020,04:00,5.3,R,ugm-3 (TEOM FDMS),2.35938,R,ugm-3,15.89157,R,ugm-3,19.50924,R,ugm-3,5.2,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),2.275,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS)
1684,1684,11-03-2020,05:00,8.8,R,ugm-3 (TEOM FDMS),3.52335,R,ugm-3,23.16471,R,ugm-3,28.5671,R,ugm-3,8.7,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),1.88,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS)
1685,1685,11-03-2020,06:00,7.5,R,ugm-3 (TEOM FDMS),6.00857,R,ugm-3,31.89575,R,ugm-3,41.10875,R,ugm-3,7.1,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS),4.451,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS)
1686,1686,11-03-2020,07:00,9.3,R,ugm-3 (TEOM FDMS),11.01046,R,ugm-3,34.13021,R,ugm-3,51.01268,R,ugm-3,7.8,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),2.671,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
1687,1687,11-03-2020,08:00,8.5,R,ugm-3 (TEOM FDMS),19.88174,R,ugm-3,49.74186,R,ugm-3,80.22677,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),3.66,R,ugm-3 (TEOM FDMS),-0.5,R,ugm-3 (TEOM FDMS),-0.7,R,ugm-3 (TEOM FDMS)
1688,1688,11-03-2020,09:00,8.8,R,ugm-3 (TEOM FDMS),21.10862,R,ugm-3,48.7565,R,ugm-3,81.1226,R,ugm-3,8.5,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),5.045,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS)
1689,1689,11-03-2020,10:00,8.3,R,ugm-3 (TEOM FDMS),20.2907,R,ugm-3,45.92961,R,ugm-3,77.04159,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),3.858,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS)
1690,1690,11-03-2020,11:00,4.6,R,ugm-3 (TEOM FDMS),13.43276,R,ugm-3,36.03991,R,ugm-3,56.63652,R,ugm-3,3.3,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS),0.89,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
1691,1691,11-03-2020,12:00,6.7,R,ugm-3 (TEOM FDMS),13.84172,R,ugm-3,34.2184,R,ugm-3,55.44207,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),3.264,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
1692,1692,11-03-2020,13:00,8.1,R,ugm-3 (TEOM FDMS),11.07338,R,ugm-3,30.50018,R,ugm-3,47.47912,R,ugm-3,3.1,R,ugm-3 (TEOM FDMS),-0.7,R,ugm-3 (TEOM FDMS),2.275,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
1693,1693,11-03-2020,14:00,4.6,R,ugm-3 (TEOM FDMS),10.66442,R,ugm-3,32.57053,R,ugm-3,48.9224,R,ugm-3,3.3,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),4.748,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
1694,1694,11-03-2020,15:00,8.9,R,ugm-3 (TEOM FDMS),11.01046,R,ugm-3,32.0897,R,ugm-3,48.97217,R,ugm-3,6.1,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),4.451,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
1695,1695,11-03-2020,16:00,9.2,R,ugm-3 (TEOM FDMS),15.54048,R,ugm-3,39.17848,R,ugm-3,63.00688,R,ugm-3,8.8,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),4.649,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
1696,1696,11-03-2020,17:00,13.1,R,ugm-3 (TEOM FDMS),15.16297,R,ugm-3,41.74805,R,ugm-3,64.99762,R,ugm-3,8.7,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),6.529,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
1697,1697,11-03-2020,18:00,15.2,R,ugm-3 (TEOM FDMS),12.70922,R,ugm-3,40.68289,R,ugm-3,60.17008,R,ugm-3,11.1,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),7.518,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
1698,1698,11-03-2020,19:00,12.6,R,ugm-3 (TEOM FDMS),9.62629,R,ugm-3,38.14378,R,ugm-3,52.90388,R,ugm-3,10.6,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),4.353,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),-0.9,R,ugm-3 (TEOM FDMS)
1699,1699,11-03-2020,20:00,5.9,R,ugm-3 (TEOM FDMS),8.61962,R,ugm-3,33.96395,R,ugm-3,47.18051,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),6.034,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
1700,1700,11-03-2020,21:00,10.3,R,ugm-3 (TEOM FDMS),6.44898,R,ugm-3,28.98087,R,ugm-3,38.86917,R,ugm-3,7.1,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),5.243,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
1701,1701,11-03-2020,22:00,8.3,R,ugm-3 (TEOM FDMS),5.19064,R,ugm-3,26.43113,R,ugm-3,34.39001,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),1.978,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
1702,1702,11-03-2020,23:00,5.9,R,ugm-3 (TEOM FDMS),4.15252,R,ugm-3,23.44421,R,ugm-3,29.81131,R,ugm-3,2.9,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),0.989,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
1703,1703,11-03-2020,24:00,10.9,R,ugm-3 (TEOM FDMS),2.29647,R,ugm-3,18.12808,R,ugm-3,21.64928,R,ugm-3,11.5,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),4.254,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
1704,1704,12-03-2020,01:00,5.7,R,ugm-3 (TEOM FDMS),2.01334,R,ugm-3,18.08111,R,ugm-3,21.16819,R,ugm-3,3.9,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),2.572,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS)
1705,1705,12-03-2020,02:00,7.5,R,ugm-3 (TEOM FDMS),1.09056,R,ugm-3,10.93584,R,ugm-3,12.60801,R,ugm-3,2.6,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),3.165,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
1706,1706,12-03-2020,03:00,11.4,R,ugm-3 (TEOM FDMS),0.59771,R,ugm-3,8.43999,R,ugm-3,9.35647,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),2.374,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
1707,1707,12-03-2020,04:00,,,,0.94375,R,ugm-3,8.25778,R,ugm-3,9.70485,R,ugm-3,,,,3.5,R,ugm-3 (TEOM FDMS),1.583,R,ugm-3 (TEOM FDMS),,,,-1.9,R,ugm-3 (TEOM FDMS)
1708,1708,12-03-2020,05:00,11.4,R,ugm-3 (TEOM FDMS),0.44042,R,ugm-3,10.67191,R,ugm-3,11.34721,R,ugm-3,12.6,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),5.143,R,ugm-3 (TEOM FDMS),-1.2,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS)
1709,1709,12-03-2020,06:00,14.7,R,ugm-3 (TEOM FDMS),1.47855,R,ugm-3,16.19703,R,ugm-3,18.4641,R,ugm-3,13.4,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),4.748,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
1710,1710,12-03-2020,07:00,15.5,R,ugm-3 (TEOM FDMS),9.62629,R,ugm-3,35.9042,R,ugm-3,50.6643,R,ugm-3,17.0,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),6.923,R,ugm-3 (TEOM FDMS),-1.5,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
1711,1711,12-03-2020,08:00,20.2,R,ugm-3 (TEOM FDMS),18.21444,R,ugm-3,40.10507,R,ugm-3,68.03349,R,ugm-3,18.5,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),2.67,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),-1.1,R,ugm-3 (TEOM FDMS)
1712,1712,12-03-2020,09:00,17.5,R,ugm-3 (TEOM FDMS),13.59005,R,ugm-3,34.35544,R,ugm-3,55.19323,R,ugm-3,16.3,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),3.462,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),-1.9,R,ugm-3 (TEOM FDMS)
1713,1713,12-03-2020,10:00,,,,9.43754,R,ugm-3,26.19015,R,ugm-3,40.66084,R,ugm-3,,,,6.3,R,ugm-3 (TEOM FDMS),6.528,R,ugm-3 (TEOM FDMS),,,,0.3,R,ugm-3 (TEOM FDMS)
1714,1714,12-03-2020,11:00,6.6,R,ugm-3 (TEOM FDMS),6.82648,R,ugm-3,20.63816,R,ugm-3,31.10529,R,ugm-3,9.3,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),0.297,R,ugm-3 (TEOM FDMS),-2.7,R,ugm-3 (TEOM FDMS),-1.7,R,ugm-3 (TEOM FDMS)
