,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Volatile PM<sub>10</sub> (Hourly measured),status.7,unit.7,Volatile PM<sub>2.5</sub> (Hourly measured),status.8,unit.8
7031,20-10-2019,24:00,12.5,R,ugm-3 (TEOM FDMS),8.06084,R,ugm-3,13.08674,R,ugm-3,25.44652,R,ugm-3,10.9,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
7032,21-10-2019,01:00,9.4,R,ugm-3 (TEOM FDMS),3.65027,R,ugm-3,7.80408,R,ugm-3,13.40109,R,ugm-3,7.1,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
7033,21-10-2019,02:00,9.0,R,ugm-3 (TEOM FDMS),3.84239,R,ugm-3,8.8571,R,ugm-3,14.74868,R,ugm-3,7.6,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
7034,21-10-2019,03:00,10.0,R,ugm-3 (TEOM FDMS),3.0619,R,ugm-3,8.6688,R,ugm-3,13.36365,R,ugm-3,9.6,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS)
7035,21-10-2019,04:00,8.0,R,ugm-3 (TEOM FDMS),3.0619,R,ugm-3,7.71425,R,ugm-3,12.40911,R,ugm-3,7.6,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
7036,21-10-2019,05:00,5.7,R,ugm-3 (TEOM FDMS),14.62509,R,ugm-3,17.49768,R,ugm-3,39.92251,R,ugm-3,5.4,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
7037,21-10-2019,06:00,10.2,R,ugm-3 (TEOM FDMS),54.82609,R,ugm-3,44.51756,R,ugm-3,128.58305,R,ugm-3,10.1,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
7038,21-10-2019,07:00,15.0,R,ugm-3 (TEOM FDMS),110.12047,R,ugm-3,70.29299,R,ugm-3,239.14202,R,ugm-3,14.8,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS)
7039,21-10-2019,08:00,15.1,R,ugm-3 (TEOM FDMS),89.94792,R,ugm-3,64.27722,R,ugm-3,202.19544,R,ugm-3,15.1,R,ugm-3 (TEOM FDMS),9.7,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS),-1.1,R,ugm-3 (TEOM FDMS)
7040,21-10-2019,09:00,17.1,R,ugm-3 (TEOM FDMS),94.95504,R,ugm-3,62.27088,R,ugm-3,207.86658,R,ugm-3,16.3,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),-1.1,R,ugm-3 (TEOM FDMS)
7041,21-10-2019,10:00,13.6,R,ugm-3 (TEOM FDMS),87.67851,R,ugm-3,62.6473,R,ugm-3,197.08581,R,ugm-3,14.3,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),-0.7,R,ugm-3 (TEOM FDMS),-0.8,R,ugm-3 (TEOM FDMS)
7042,21-10-2019,11:00,14.5,R,ugm-3 (TEOM FDMS),75.57499,R,ugm-3,49.48114,R,ugm-3,165.36117,R,ugm-3,15.1,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS)
7043,21-10-2019,12:00,17.0,R,ugm-3 (TEOM FDMS),80.14983,R,ugm-3,64.2526,R,ugm-3,187.1473,R,ugm-3,15.3,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS)
7044,21-10-2019,13:00,20.0,R,ugm-3 (TEOM FDMS),70.6039,R,ugm-3,54.85738,R,ugm-3,163.11518,R,ugm-3,18.0,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS)
7045,21-10-2019,14:00,18.2,R,ugm-3 (TEOM FDMS),76.94384,R,ugm-3,53.61489,R,ugm-3,171.5938,R,ugm-3,17.7,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS)
7046,21-10-2019,15:00,19.5,R,ugm-3 (TEOM FDMS),80.18586,R,ugm-3,61.50218,R,ugm-3,184.45211,R,ugm-3,18.1,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
7047,21-10-2019,16:00,21.2,R,ugm-3 (TEOM FDMS),68.22642,R,ugm-3,58.0536,R,ugm-3,162.66598,R,ugm-3,18.8,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
7048,21-10-2019,17:00,19.0,R,ugm-3 (TEOM FDMS),81.87891,R,ugm-3,66.59872,R,ugm-3,192.14463,R,ugm-3,17.2,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
7049,21-10-2019,18:00,19.2,R,ugm-3 (TEOM FDMS),68.80278,R,ugm-3,56.49607,R,ugm-3,161.99219,R,ugm-3,18.9,R,ugm-3 (TEOM FDMS),10.1,R,ugm-3 (TEOM FDMS),9.3,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS),-0.8,R,ugm-3 (TEOM FDMS)
7050,21-10-2019,19:00,22.0,R,ugm-3 (TEOM FDMS),66.53337,R,ugm-3,53.63085,R,ugm-3,155.64726,R,ugm-3,20.2,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),9.6,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
7051,21-10-2019,20:00,22.0,R,ugm-3 (TEOM FDMS),54.97018,R,ugm-3,48.50786,R,ugm-3,132.79429,R,ugm-3,21.6,R,ugm-3 (TEOM FDMS),12.4,R,ugm-3 (TEOM FDMS),13.2,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
7052,21-10-2019,21:00,17.7,R,ugm-3 (TEOM FDMS),36.45467,R,ugm-3,41.74814,R,ugm-3,97.64451,R,ugm-3,16.5,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
7053,21-10-2019,22:00,15.0,R,ugm-3 (TEOM FDMS),43.08279,R,ugm-3,42.14132,R,ugm-3,108.20067,R,ugm-3,14.2,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
7054,21-10-2019,23:00,16.8,R,ugm-3 (TEOM FDMS),27.26895,R,ugm-3,35.73107,R,ugm-3,77.54288,R,ugm-3,14.6,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
7055,21-10-2019,24:00,13.7,R,ugm-3 (TEOM FDMS),21.21719,R,ugm-3,27.32312,R,ugm-3,59.85569,R,ugm-3,12.7,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
7056,22-10-2019,01:00,14.2,R,ugm-3 (TEOM FDMS),7.01946,R,ugm-3,23.96198,R,ugm-3,34.725,R,ugm-3,11.7,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
7057,22-10-2019,02:00,12.8,R,ugm-3 (TEOM FDMS),2.64432,R,ugm-3,26.84544,R,ugm-3,30.9,R,ugm-3,10.1,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
7058,22-10-2019,03:00,14.6,R,ugm-3 (TEOM FDMS),4.39918,R,ugm-3,29.31093,R,ugm-3,36.05625,R,ugm-3,11.2,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
7059,22-10-2019,04:00,16.0,R,ugm-3 (TEOM FDMS),18.35397,R,ugm-3,33.05764,R,ugm-3,61.2,R,ugm-3,13.6,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
7060,22-10-2019,05:00,18.3,R,ugm-3 (TEOM FDMS),47.81408,R,ugm-3,36.99235,R,ugm-3,110.30625,R,ugm-3,15.6,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),7.8,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
7061,22-10-2019,06:00,26.2,R,ugm-3 (TEOM FDMS),139.87241,R,ugm-3,45.74446,R,ugm-3,260.2125,R,ugm-3,22.3,R,ugm-3 (TEOM FDMS),13.0,R,ugm-3 (TEOM FDMS),14.9,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
7062,22-10-2019,07:00,30.5,R,ugm-3 (TEOM FDMS),182.89066,R,ugm-3,60.05281,R,ugm-3,340.48125,R,ugm-3,26.7,R,ugm-3 (TEOM FDMS),14.4,R,ugm-3 (TEOM FDMS),17.7,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS)
7063,22-10-2019,08:00,31.0,R,ugm-3 (TEOM FDMS),155.6662,R,ugm-3,53.7589,R,ugm-3,292.44375,R,ugm-3,29.1,R,ugm-3 (TEOM FDMS),17.3,R,ugm-3 (TEOM FDMS),18.7,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
7064,22-10-2019,09:00,31.9,R,ugm-3 (TEOM FDMS),132.98517,R,ugm-3,54.50475,R,ugm-3,258.4125,R,ugm-3,28.9,R,ugm-3 (TEOM FDMS),15.9,R,ugm-3 (TEOM FDMS),18.4,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
7065,22-10-2019,10:00,28.5,R,ugm-3 (TEOM FDMS),,,,,,,,,,22.9,R,ugm-3 (TEOM FDMS),15.3,R,ugm-3 (TEOM FDMS),18.8,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
7066,22-10-2019,11:00,20.6,R,ugm-3 (TEOM FDMS),48.53526,R,ugm-3,46.57406,R,ugm-3,120.99375,R,ugm-3,15.6,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),14.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
7067,22-10-2019,12:00,14.9,R,ugm-3 (TEOM FDMS),31.40729,R,ugm-3,40.09908,R,ugm-3,88.25625,R,ugm-3,10.2,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
7068,22-10-2019,13:00,11.5,R,ugm-3 (TEOM FDMS),32.99388,R,ugm-3,41.82884,R,ugm-3,92.41875,R,ugm-3,8.6,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
7069,22-10-2019,14:00,10.0,R,ugm-3 (TEOM FDMS),24.66428,R,ugm-3,41.77572,R,ugm-3,79.59375,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
7070,22-10-2019,15:00,14.3,R,ugm-3 (TEOM FDMS),37.357,R,ugm-3,57.30131,R,ugm-3,114.58125,R,ugm-3,13.1,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),8.5,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
7071,22-10-2019,16:00,16.5,R,ugm-3 (TEOM FDMS),37.71759,R,ugm-3,54.55466,R,ugm-3,112.3875,R,ugm-3,14.6,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
7072,22-10-2019,17:00,16.3,R,ugm-3 (TEOM FDMS),44.92937,R,ugm-3,66.39051,R,ugm-3,135.28125,R,ugm-3,14.8,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
7073,22-10-2019,18:00,18.2,R,ugm-3 (TEOM FDMS),62.45399,R,ugm-3,77.9948,R,ugm-3,173.75625,R,ugm-3,17.1,R,ugm-3 (TEOM FDMS),12.5,R,ugm-3 (TEOM FDMS),13.4,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
7074,22-10-2019,19:00,20.5,R,ugm-3 (TEOM FDMS),65.01417,R,ugm-3,80.14425,R,ugm-3,179.83125,R,ugm-3,18.7,R,ugm-3 (TEOM FDMS),12.1,R,ugm-3 (TEOM FDMS),14.3,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
7075,22-10-2019,20:00,20.6,R,ugm-3 (TEOM FDMS),55.02586,R,ugm-3,75.88445,R,ugm-3,160.25625,R,ugm-3,19.9,R,ugm-3 (TEOM FDMS),12.7,R,ugm-3 (TEOM FDMS),14.7,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
7076,22-10-2019,21:00,22.2,R,ugm-3 (TEOM FDMS),64.7257,R,ugm-3,73.83657,R,ugm-3,173.08125,R,ugm-3,20.5,R,ugm-3 (TEOM FDMS),14.7,R,ugm-3 (TEOM FDMS),15.2,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
7077,22-10-2019,22:00,24.1,R,ugm-3 (TEOM FDMS),63.10305,R,ugm-3,75.59334,R,ugm-3,172.35,R,ugm-3,20.7,R,ugm-3 (TEOM FDMS),14.8,R,ugm-3 (TEOM FDMS),16.4,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
7078,22-10-2019,23:00,22.6,R,ugm-3 (TEOM FDMS),85.63985,R,ugm-3,73.77489,R,ugm-3,205.0875,R,ugm-3,19.4,R,ugm-3 (TEOM FDMS),15.0,R,ugm-3 (TEOM FDMS),18.2,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
7079,22-10-2019,24:00,18.0,R,ugm-3 (TEOM FDMS),55.49462,R,ugm-3,70.66568,R,ugm-3,155.75625,R,ugm-3,14.3,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),12.8,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
7080,23-10-2019,01:00,17.1,R,ugm-3 (TEOM FDMS),38.50283,R,ugm-3,58.70934,R,ugm-3,117.74618,R,ugm-3,13.3,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
7081,23-10-2019,02:00,23.3,R,ugm-3 (TEOM FDMS),88.15121,R,ugm-3,58.74947,R,ugm-3,193.91277,R,ugm-3,19.3,R,ugm-3 (TEOM FDMS),14.2,R,ugm-3 (TEOM FDMS),17.3,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS)
7082,23-10-2019,03:00,25.7,R,ugm-3 (TEOM FDMS),79.61111,R,ugm-3,58.0469,R,ugm-3,180.11557,R,ugm-3,22.6,R,ugm-3 (TEOM FDMS),15.2,R,ugm-3 (TEOM FDMS),18.0,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
7083,23-10-2019,04:00,25.6,R,ugm-3 (TEOM FDMS),67.81419,R,ugm-3,52.50708,R,ugm-3,156.48738,R,ugm-3,20.6,R,ugm-3 (TEOM FDMS),13.5,R,ugm-3 (TEOM FDMS),16.6,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS)
7084,23-10-2019,05:00,23.7,R,ugm-3 (TEOM FDMS),60.54063,R,ugm-3,50.74598,R,ugm-3,143.57365,R,ugm-3,19.7,R,ugm-3 (TEOM FDMS),13.2,R,ugm-3 (TEOM FDMS),16.1,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
7085,23-10-2019,06:00,26.6,R,ugm-3 (TEOM FDMS),84.96676,R,ugm-3,57.27874,R,ugm-3,187.55929,R,ugm-3,22.2,R,ugm-3 (TEOM FDMS),14.0,R,ugm-3 (TEOM FDMS),18.3,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS)
7086,23-10-2019,07:00,30.5,R,ugm-3 (TEOM FDMS),149.48795,R,ugm-3,68.65009,R,ugm-3,297.86174,R,ugm-3,26.1,R,ugm-3 (TEOM FDMS),17.2,R,ugm-3 (TEOM FDMS),20.7,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
7087,23-10-2019,08:00,27.9,R,ugm-3 (TEOM FDMS),110.69562,R,ugm-3,68.7502,R,ugm-3,238.48113,R,ugm-3,23.2,R,ugm-3 (TEOM FDMS),13.4,R,ugm-3 (TEOM FDMS),16.8,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
7088,23-10-2019,09:00,27.1,R,ugm-3 (TEOM FDMS),124.55519,R,ugm-3,74.56725,R,ugm-3,265.54921,R,ugm-3,23.3,R,ugm-3 (TEOM FDMS),16.2,R,ugm-3 (TEOM FDMS),22.2,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
7089,23-10-2019,10:00,34.6,R,ugm-3 (TEOM FDMS),130.8879,R,ugm-3,78.61685,R,ugm-3,279.30883,R,ugm-3,29.7,R,ugm-3 (TEOM FDMS),15.8,R,ugm-3 (TEOM FDMS),20.6,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS)
7090,23-10-2019,11:00,36.9,R,ugm-3 (TEOM FDMS),116.34078,R,ugm-3,71.65475,R,ugm-3,250.04146,R,ugm-3,30.5,R,ugm-3 (TEOM FDMS),21.0,R,ugm-3 (TEOM FDMS),27.4,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS)
7091,23-10-2019,12:00,37.6,R,ugm-3 (TEOM FDMS),116.48552,R,ugm-3,66.30115,R,ugm-3,244.9098,R,ugm-3,33.2,R,ugm-3 (TEOM FDMS),20.3,R,ugm-3 (TEOM FDMS),24.5,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS)
7092,23-10-2019,13:00,39.4,R,ugm-3 (TEOM FDMS),100.12906,R,ugm-3,66.06077,R,ugm-3,219.58986,R,ugm-3,32.9,R,ugm-3 (TEOM FDMS),21.7,R,ugm-3 (TEOM FDMS),30.7,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS)
7093,23-10-2019,14:00,37.1,R,ugm-3 (TEOM FDMS),95.67807,R,ugm-3,70.06593,R,ugm-3,216.77027,R,ugm-3,30.4,R,ugm-3 (TEOM FDMS),15.1,R,ugm-3 (TEOM FDMS),22.5,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS)
7094,23-10-2019,15:00,32.1,R,ugm-3 (TEOM FDMS),66.04103,R,ugm-3,61.48537,R,ugm-3,162.74688,R,ugm-3,25.5,R,ugm-3 (TEOM FDMS),9.5,R,ugm-3 (TEOM FDMS),15.6,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS)
7095,23-10-2019,16:00,33.5,R,ugm-3 (TEOM FDMS),74.4002,R,ugm-3,73.9881,R,ugm-3,188.06681,R,ugm-3,26.3,R,ugm-3 (TEOM FDMS),11.4,R,ugm-3 (TEOM FDMS),15.2,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS)
7096,23-10-2019,17:00,29.3,R,ugm-3 (TEOM FDMS),67.778,R,ugm-3,71.56661,R,ugm-3,175.49143,R,ugm-3,22.7,R,ugm-3 (TEOM FDMS),13.2,R,ugm-3 (TEOM FDMS),18.0,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS)
7097,23-10-2019,18:00,28.1,R,ugm-3 (TEOM FDMS),61.22818,R,ugm-3,68.52663,R,ugm-3,162.40852,R,ugm-3,21.4,R,ugm-3 (TEOM FDMS),12.5,R,ugm-3 (TEOM FDMS),16.8,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS)
7098,23-10-2019,19:00,31.8,R,ugm-3 (TEOM FDMS),51.89197,R,ugm-3,61.52583,R,ugm-3,141.0924,R,ugm-3,26.6,R,ugm-3 (TEOM FDMS),16.6,R,ugm-3 (TEOM FDMS),22.8,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS)
7099,23-10-2019,20:00,35.2,R,ugm-3 (TEOM FDMS),57.06669,R,ugm-3,60.302,R,ugm-3,147.80304,R,ugm-3,28.3,R,ugm-3 (TEOM FDMS),12.9,R,ugm-3 (TEOM FDMS),17.3,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
7100,23-10-2019,21:00,37.1,R,ugm-3 (TEOM FDMS),48.05616,R,ugm-3,61.26061,R,ugm-3,134.94569,R,ugm-3,28.7,R,ugm-3 (TEOM FDMS),16.7,R,ugm-3 (TEOM FDMS),22.6,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS)
7101,23-10-2019,22:00,36.9,R,ugm-3 (TEOM FDMS),53.77368,R,ugm-3,59.8248,R,ugm-3,142.27663,R,ugm-3,29.6,R,ugm-3 (TEOM FDMS),18.5,R,ugm-3 (TEOM FDMS),25.1,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS)
7102,23-10-2019,23:00,35.4,R,ugm-3 (TEOM FDMS),46.21063,R,ugm-3,54.89851,R,ugm-3,125.75382,R,ugm-3,28.0,R,ugm-3 (TEOM FDMS),15.4,R,ugm-3 (TEOM FDMS),22.2,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS)
7103,23-10-2019,24:00,34.6,R,ugm-3 (TEOM FDMS),39.58843,R,ugm-3,51.01084,R,ugm-3,111.71225,R,ugm-3,26.3,R,ugm-3 (TEOM FDMS),17.0,R,ugm-3 (TEOM FDMS),21.8,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS)
